transaction_id,customer_id,date_key,amount,payment_method,transaction_status,is_successful
TXN_00009951,CUST_000297,20221026,76.64,Bank Transfer,Completed,1
TXN_00009952,CUST_000297,20221127,76.09,Credit Card,Completed,1
TXN_00009953,CUST_000297,20221224,76.91,Credit Card,Completed,1
TXN_00009954,CUST_000297,20230124,58.54,Wire Transfer,Completed,1
TXN_00009955,CUST_000297,20230224,59.92,Credit Card,Completed,1
TXN_00009956,CUST_000297,20230323,64.97,Credit Card,Completed,1
TXN_00009957,CUST_000297,20230425,93.52,PayPal,Completed,1
TXN_00009958,CUST_000297,20230524,66.48,PayPal,Completed,1
TXN_00009959,CUST_000297,20230625,63.11,Credit Card,Completed,1
TXN_00009960,CUST_000297,20230725,62.06,Credit Card,Completed,1
TXN_00009961,CUST_000297,20230821,89.85,Credit Card,Completed,1
TXN_00009962,CUST_000297,20230921,65.4,Credit Card,Completed,1
TXN_00009963,CUST_000297,20231021,66.49,Bank Transfer,Completed,1
TXN_00009964,CUST_000297,20231118,76.41,ACH,Completed,1
TXN_00009965,CUST_000297,20231222,104.25,Credit Card,Completed,1
TXN_00009966,CUST_000297,20240120,59.14,Bank Transfer,Completed,1
TXN_00009967,CUST_000297,20240216,60.15,Credit Card,Completed,1
TXN_00009968,CUST_000297,20240321,65.44,Credit Card,Completed,1
TXN_00009969,CUST_000297,20240419,66.82,Credit Card,Completed,1
TXN_00009970,CUST_000297,20240516,64.48,Credit Card,Completed,1
TXN_00009971,CUST_000297,20240616,63.05,ACH,Completed,1
TXN_00009972,CUST_000297,20240716,61.76,Credit Card,Completed,1
TXN_00009973,CUST_000297,20240815,63.07,Wire Transfer,Failed,0
TXN_00009974,CUST_000297,20240917,64.82,Bank Transfer,Completed,1
TXN_00009975,CUST_000297,20241013,66.44,Bank Transfer,Completed,1
TXN_00009976,CUST_000297,20241114,75.0,Bank Transfer,Completed,1
TXN_00009977,CUST_000297,20241214,101.49,Bank Transfer,Completed,1
TXN_00009978,CUST_000298,20220331,271.68,Bank Transfer,Completed,1
TXN_00009979,CUST_000298,20220501,269.99,Credit Card,Completed,1
TXN_00009980,CUST_000298,20220531,273.86,Bank Transfer,Completed,1
TXN_00009981,CUST_000298,20220701,258.86,Bank Transfer,Completed,1
TXN_00009982,CUST_000298,20220728,256.79,PayPal,Completed,1
TXN_00009983,CUST_000298,20220830,253.5,Bank Transfer,Completed,1
TXN_00009984,CUST_000298,20220929,269.9,Wire Transfer,Completed,1
TXN_00009985,CUST_000298,20221029,268.68,Wire Transfer,Completed,1
TXN_00009986,CUST_000298,20221126,310.74,Credit Card,Completed,1
TXN_00009987,CUST_000298,20221228,373.85,PayPal,Completed,1
TXN_00009988,CUST_000298,20230127,246.34,PayPal,Completed,1
TXN_00009989,CUST_000298,20230222,242.36,Credit Card,Failed,0
TXN_00009990,CUST_000298,20230324,268.34,Bank Transfer,Completed,1
TXN_00009991,CUST_000298,20230424,273.67,Bank Transfer,Pending,0
TXN_00009992,CUST_000298,20230527,264.37,Credit Card,Completed,1
TXN_00009993,CUST_000298,20230624,256.28,Bank Transfer,Completed,1
TXN_00009994,CUST_000298,20230722,258.16,Credit Card,Completed,1
TXN_00009995,CUST_000298,20230822,252.51,Credit Card,Failed,0
TXN_00009996,CUST_000298,20230922,271.35,Wire Transfer,Completed,1
TXN_00009997,CUST_000298,20231023,272.0,PayPal,Completed,1
TXN_00009998,CUST_000298,20231119,312.72,Credit Card,Completed,1
TXN_00009999,CUST_000298,20231222,311.02,ACH,Completed,1
TXN_00010000,CUST_000298,20240118,244.95,Credit Card,Completed,1
TXN_00010001,CUST_000298,20240220,340.54,Credit Card,Completed,1
TXN_00010002,CUST_000298,20240320,266.29,Bank Transfer,Completed,1
TXN_00010003,CUST_000298,20240419,271.67,Bank Transfer,Completed,1
TXN_00010004,CUST_000298,20240519,270.65,Credit Card,Completed,1
TXN_00010005,CUST_000298,20240618,251.76,Bank Transfer,Completed,1
TXN_00010006,CUST_000298,20240717,342.25,Bank Transfer,Completed,1
TXN_00010007,CUST_000298,20240818,376.19,ACH,Completed,1
TXN_00010008,CUST_000298,20240917,271.5,PayPal,Completed,1
TXN_00010009,CUST_000298,20241014,270.44,Bank Transfer,Completed,1
TXN_00010010,CUST_000298,20241117,314.29,Credit Card,Completed,1
TXN_00010011,CUST_000298,20241217,304.7,Credit Card,Completed,1
TXN_00010012,CUST_000299,20220329,47.69,PayPal,Completed,1
TXN_00010013,CUST_000299,20220502,47.49,Credit Card,Completed,1
TXN_00010014,CUST_000299,20220528,48.61,Credit Card,Completed,1
TXN_00010015,CUST_000299,20220629,45.64,Bank Transfer,Pending,0
TXN_00010016,CUST_000299,20220728,46.07,PayPal,Completed,1
TXN_00010017,CUST_000299,20220826,45.51,Bank Transfer,Completed,1
TXN_00010018,CUST_000299,20220929,47.25,Credit Card,Completed,1
TXN_00010019,CUST_000299,20221027,48.68,Credit Card,Completed,1
TXN_00010020,CUST_000299,20221126,-55.13,Credit Card,Refunded,0
TXN_00010021,CUST_000299,20221224,56.25,Credit Card,Completed,1
TXN_00010022,CUST_000299,20230125,42.57,Credit Card,Completed,1
TXN_00010023,CUST_000299,20230225,42.66,ACH,Completed,1
TXN_00010024,CUST_000299,20230324,48.24,Credit Card,Completed,1
TXN_00010025,CUST_000299,20230425,49.04,Bank Transfer,Completed,1
TXN_00010026,CUST_000299,20230525,47.36,Bank Transfer,Completed,1
TXN_00010027,CUST_000299,20230622,46.45,PayPal,Completed,1
TXN_00010028,CUST_000299,20230722,45.22,Credit Card,Completed,1
TXN_00010029,CUST_000299,20230821,44.91,Wire Transfer,Completed,1
TXN_00010030,CUST_000299,20230922,48.11,ACH,Completed,1
TXN_00010031,CUST_000299,20231021,48.91,Credit Card,Completed,1
TXN_00010032,CUST_000299,20231119,54.64,Credit Card,Completed,1
TXN_00010033,CUST_000299,20231222,54.72,Bank Transfer,Completed,1
TXN_00010034,CUST_000299,20240121,43.38,Credit Card,Completed,1
TXN_00010035,CUST_000299,20240217,42.83,Credit Card,Completed,1
TXN_00010036,CUST_000299,20240319,48.43,Credit Card,Completed,1
TXN_00010037,CUST_000299,20240421,47.66,Bank Transfer,Completed,1
TXN_00010038,CUST_000299,20240517,47.77,Credit Card,Completed,1
TXN_00010039,CUST_000299,20240619,44.83,Credit Card,Completed,1
TXN_00010040,CUST_000299,20240720,44.88,Credit Card,Completed,1
TXN_00010041,CUST_000299,20240818,45.73,Bank Transfer,Completed,1
TXN_00010042,CUST_000299,20240917,48.2,Bank Transfer,Completed,1
TXN_00010043,CUST_000299,20241014,48.72,Credit Card,Completed,1
TXN_00010044,CUST_000299,20241114,56.38,Credit Card,Completed,1
TXN_00010045,CUST_000299,20241215,54.57,PayPal,Completed,1
TXN_00010046,CUST_000300,20220401,52.39,PayPal,Completed,1
TXN_00010047,CUST_000300,20220429,52.25,Credit Card,Completed,1
TXN_00010048,CUST_000300,20220529,52.64,Bank Transfer,Completed,1
TXN_00010049,CUST_000300,20220629,49.77,PayPal,Completed,1
TXN_00010050,CUST_000300,20220731,49.73,Credit Card,Failed,0
TXN_00010051,CUST_000300,20220830,50.32,Wire Transfer,Completed,1
TXN_00010052,CUST_000300,20220926,51.33,Credit Card,Completed,1
TXN_00010053,CUST_000300,20221029,65.21,Credit Card,Completed,1
TXN_00010054,CUST_000300,20221126,59.21,Credit Card,Completed,1
TXN_00010055,CUST_000300,20221227,60.72,Credit Card,Completed,1
TXN_00010056,CUST_000300,20230126,47.53,Credit Card,Completed,1
TXN_00010057,CUST_000300,20230223,46.33,Credit Card,Completed,1
TXN_00010058,CUST_000300,20230327,51.85,Wire Transfer,Completed,1
TXN_00010059,CUST_000300,20230426,51.78,PayPal,Completed,1
TXN_00010060,CUST_000300,20230528,51.72,Credit Card,Completed,1
TXN_00010061,CUST_000300,20230623,49.19,Bank Transfer,Completed,1
TXN_00010062,CUST_000300,20230727,49.49,Credit Card,Completed,1
TXN_00010063,CUST_000300,20230823,48.85,Credit Card,Completed,1
TXN_00010064,CUST_000300,20230924,52.8,Credit Card,Completed,1
TXN_00010065,CUST_000300,20231022,52.72,Credit Card,Completed,1
TXN_00010066,CUST_000300,20231120,60.96,Credit Card,Completed,1
TXN_00010067,CUST_000300,20231222,58.85,Bank Transfer,Completed,1
TXN_00010068,CUST_000300,20240120,47.29,Bank Transfer,Completed,1
TXN_00010069,CUST_000300,20240220,46.41,Credit Card,Completed,1
TXN_00010070,CUST_000300,20240322,51.18,Credit Card,Completed,1
TXN_00010071,CUST_000300,20240418,51.16,Credit Card,Completed,1
TXN_00010072,CUST_000300,20240519,52.17,Wire Transfer,Completed,1
TXN_00010073,CUST_000300,20240618,49.54,PayPal,Completed,1
TXN_00010074,CUST_000300,20240721,48.85,Credit Card,Completed,1
TXN_00010075,CUST_000300,20240818,49.33,Credit Card,Completed,1
TXN_00010076,CUST_000300,20240916,51.43,Credit Card,Completed,1
TXN_00010077,CUST_000300,20241019,76.69,Credit Card,Completed,1
TXN_00010078,CUST_000300,20241115,59.9,PayPal,Completed,1
TXN_00010079,CUST_000300,20241215,60.75,Bank Transfer,Completed,1
TXN_00010080,CUST_000301,20220402,73.55,Credit Card,Completed,1
TXN_00010081,CUST_000301,20220429,75.37,Credit Card,Completed,1
TXN_00010082,CUST_000301,20220530,75.71,Credit Card,Completed,1
TXN_00010083,CUST_000301,20220702,70.49,Credit Card,Completed,1
TXN_00010084,CUST_000301,20220731,71.72,Bank Transfer,Completed,1
TXN_00010085,CUST_000301,20220829,69.91,Credit Card,Completed,1
TXN_00010086,CUST_000301,20220928,72.94,Credit Card,Completed,1
TXN_00010087,CUST_000301,20221028,74.41,ACH,Completed,1
TXN_00010088,CUST_000301,20221127,86.46,Credit Card,Completed,1
TXN_00010089,CUST_000301,20221227,86.07,Bank Transfer,Completed,1
TXN_00010090,CUST_000301,20230125,66.77,PayPal,Completed,1
TXN_00010091,CUST_000301,20230224,68.26,Credit Card,Completed,1
TXN_00010092,CUST_000301,20230325,74.89,Credit Card,Completed,1
TXN_00010093,CUST_000301,20230425,72.93,Credit Card,Completed,1
TXN_00010094,CUST_000301,20230527,74.38,PayPal,Completed,1
TXN_00010095,CUST_000301,20230627,69.75,Credit Card,Completed,1
TXN_00010096,CUST_000301,20230724,71.49,Credit Card,Completed,1
TXN_00010097,CUST_000301,20230824,71.05,Credit Card,Completed,1
TXN_00010098,CUST_000301,20230925,74.56,ACH,Completed,1
TXN_00010099,CUST_000301,20231023,74.36,PayPal,Completed,1
TXN_00010100,CUST_000301,20231123,87.09,Wire Transfer,Failed,0
TXN_00010101,CUST_000301,20231221,84.15,Credit Card,Completed,1
TXN_00010102,CUST_000301,20240122,67.65,Bank Transfer,Completed,1
TXN_00010103,CUST_000301,20240220,67.41,PayPal,Completed,1
TXN_00010104,CUST_000301,20240322,74.09,Credit Card,Failed,0
TXN_00010105,CUST_000301,20240422,74.82,Bank Transfer,Completed,1
TXN_00010106,CUST_000301,20240520,74.11,Credit Card,Completed,1
TXN_00010107,CUST_000301,20240621,71.58,PayPal,Completed,1
TXN_00010108,CUST_000301,20240720,70.06,Credit Card,Completed,1
TXN_00010109,CUST_000301,20240820,71.89,PayPal,Completed,1
TXN_00010110,CUST_000301,20240919,74.27,Credit Card,Completed,1
TXN_00010111,CUST_000301,20241018,73.87,Bank Transfer,Completed,1
TXN_00010112,CUST_000301,20241118,85.59,Bank Transfer,Completed,1
TXN_00010113,CUST_000301,20241216,84.21,PayPal,Completed,1
TXN_00010114,CUST_000302,20220405,30.06,Credit Card,Completed,1
TXN_00010115,CUST_000302,20220502,29.44,PayPal,Completed,1
TXN_00010116,CUST_000302,20220603,28.1,Bank Transfer,Completed,1
TXN_00010117,CUST_000302,20220630,28.23,ACH,Completed,1
TXN_00010118,CUST_000302,20220802,28.34,Credit Card,Completed,1
TXN_00010119,CUST_000302,20220830,28.08,PayPal,Completed,1
TXN_00010120,CUST_000302,20220929,29.43,Credit Card,Completed,1
TXN_00010121,CUST_000302,20221029,30.29,Bank Transfer,Completed,1
TXN_00010122,CUST_000302,20221129,35.14,Credit Card,Completed,1
TXN_00010123,CUST_000302,20221229,34.43,Credit Card,Completed,1
TXN_00010124,CUST_000302,20230130,27.09,Credit Card,Completed,1
TXN_00010125,CUST_000302,20230227,27.18,Bank Transfer,Completed,1
TXN_00010126,CUST_000302,20230331,29.44,ACH,Completed,1
TXN_00010127,CUST_000302,20230430,30.5,Bank Transfer,Completed,1
TXN_00010128,CUST_000302,20230528,-30.47,Credit Card,Refunded,0
TXN_00010129,CUST_000302,20230625,28.21,Credit Card,Completed,1
TXN_00010130,CUST_000302,20230727,28.47,PayPal,Completed,1
TXN_00010131,CUST_000302,20230824,28.2,Credit Card,Completed,1
TXN_00010132,CUST_000302,20230925,29.92,Wire Transfer,Completed,1
TXN_00010133,CUST_000302,20231023,30.28,ACH,Completed,1
TXN_00010134,CUST_000302,20231122,35.12,Bank Transfer,Completed,1
TXN_00010135,CUST_000302,20231226,34.01,Credit Card,Completed,1
TXN_00010136,CUST_000302,20240122,27.47,Credit Card,Completed,1
TXN_00010137,CUST_000302,20240224,27.14,Bank Transfer,Completed,1
TXN_00010138,CUST_000302,20240324,29.99,Credit Card,Completed,1
TXN_00010139,CUST_000302,20240424,29.44,Wire Transfer,Completed,1
TXN_00010140,CUST_000302,20240521,29.98,Credit Card,Completed,1
TXN_00010141,CUST_000302,20240621,28.81,Credit Card,Completed,1
TXN_00010142,CUST_000302,20240720,28.09,Credit Card,Failed,0
TXN_00010143,CUST_000302,20240822,28.34,ACH,Completed,1
TXN_00010144,CUST_000302,20240921,29.64,Credit Card,Completed,1
TXN_00010145,CUST_000302,20241017,30.18,Bank Transfer,Completed,1
TXN_00010146,CUST_000302,20241119,33.91,Bank Transfer,Completed,1
TXN_00010147,CUST_000302,20241220,34.34,Credit Card,Completed,1
TXN_00010148,CUST_000303,20220402,258.14,PayPal,Completed,1
TXN_00010149,CUST_000303,20220502,255.02,Credit Card,Completed,1
TXN_00010150,CUST_000303,20220602,248.56,Credit Card,Completed,1
TXN_00010151,CUST_000303,20220704,242.63,PayPal,Completed,1
TXN_00010152,CUST_000303,20220802,241.33,PayPal,Completed,1
TXN_00010153,CUST_000303,20220831,241.15,Bank Transfer,Completed,1
TXN_00010154,CUST_000303,20220929,255.42,Credit Card,Completed,1
TXN_00010155,CUST_000303,20221029,254.58,Credit Card,Completed,1
TXN_00010156,CUST_000303,20221129,290.15,Bank Transfer,Failed,0
TXN_00010157,CUST_000303,20221230,297.48,PayPal,Completed,1
TXN_00010158,CUST_000303,20230130,232.82,Credit Card,Completed,1
TXN_00010159,CUST_000303,20230225,229.82,Bank Transfer,Completed,1
TXN_00010160,CUST_000303,20230329,311.48,Wire Transfer,Completed,1
TXN_00010161,CUST_000303,20230429,255.8,Credit Card,Completed,1
TXN_00010162,CUST_000303,20230530,260.99,Credit Card,Completed,1
TXN_00010163,CUST_000303,20230625,248.82,Credit Card,Completed,1
TXN_00010164,CUST_000303,20230729,243.09,Credit Card,Completed,1
TXN_00010165,CUST_000303,20230825,239.94,PayPal,Completed,1
TXN_00010166,CUST_000303,20230926,293.65,Credit Card,Completed,1
TXN_00010167,CUST_000303,20231024,259.08,Credit Card,Completed,1
TXN_00010168,CUST_000303,20231122,294.23,Bank Transfer,Completed,1
TXN_00010169,CUST_000303,20231223,295.88,Credit Card,Completed,1
TXN_00010170,CUST_000303,20240121,228.94,Credit Card,Completed,1
TXN_00010171,CUST_000303,20240222,227.86,Credit Card,Completed,1
TXN_00010172,CUST_000303,20240323,261.33,Bank Transfer,Completed,1
TXN_00010173,CUST_000303,20240421,261.38,Credit Card,Completed,1
TXN_00010174,CUST_000303,20240521,253.15,Credit Card,Completed,1
TXN_00010175,CUST_000303,20240621,248.79,Credit Card,Completed,1
TXN_00010176,CUST_000303,20240720,240.35,Wire Transfer,Completed,1
TXN_00010177,CUST_000303,20240819,244.04,PayPal,Completed,1
TXN_00010178,CUST_000303,20240918,261.71,Credit Card,Completed,1
TXN_00010179,CUST_000303,20241020,253.02,PayPal,Completed,1
TXN_00010180,CUST_000303,20241116,298.4,Credit Card,Completed,1
TXN_00010181,CUST_000303,20241217,299.96,Bank Transfer,Completed,1
TXN_00010182,CUST_000304,20220403,75.16,Credit Card,Completed,1
TXN_00010183,CUST_000304,20220503,76.48,Credit Card,Completed,1
TXN_00010184,CUST_000304,20220601,73.57,PayPal,Completed,1
TXN_00010185,CUST_000304,20220705,73.74,Credit Card,Completed,1
TXN_00010186,CUST_000304,20220804,72.35,Bank Transfer,Completed,1
TXN_00010187,CUST_000304,20220830,76.8,PayPal,Completed,1
TXN_00010188,CUST_000304,20220929,75.36,Bank Transfer,Completed,1
TXN_00010189,CUST_000304,20221029,94.85,Credit Card,Completed,1
TXN_00010190,CUST_000304,20221201,89.36,PayPal,Completed,1
TXN_00010191,CUST_000304,20221228,88.0,PayPal,Completed,1
TXN_00010192,CUST_000304,20230131,68.97,Credit Card,Completed,1
TXN_00010193,CUST_000304,20230302,69.75,Credit Card,Pending,0
TXN_00010194,CUST_000304,20230329,77.4,Wire Transfer,Completed,1
TXN_00010195,CUST_000304,20230501,74.87,Credit Card,Completed,1
TXN_00010196,CUST_000304,20230529,76.98,PayPal,Completed,1
TXN_00010197,CUST_000304,20230628,71.59,PayPal,Completed,1
TXN_00010198,CUST_000304,20230728,73.51,Credit Card,Completed,1
TXN_00010199,CUST_000304,20230826,73.15,Bank Transfer,Completed,1
TXN_00010200,CUST_000304,20230925,77.52,Credit Card,Completed,1
TXN_00010201,CUST_000304,20231028,75.86,Credit Card,Completed,1
TXN_00010202,CUST_000304,20231125,87.29,Credit Card,Completed,1
TXN_00010203,CUST_000304,20231223,88.46,PayPal,Completed,1
TXN_00010204,CUST_000304,20240123,67.45,ACH,Completed,1
TXN_00010205,CUST_000304,20240224,68.25,PayPal,Completed,1
TXN_00010206,CUST_000304,20240325,75.05,PayPal,Completed,1
TXN_00010207,CUST_000304,20240423,75.03,Wire Transfer,Completed,1
TXN_00010208,CUST_000304,20240521,77.06,Credit Card,Completed,1
TXN_00010209,CUST_000304,20240620,71.37,Bank Transfer,Completed,1
TXN_00010210,CUST_000304,20240724,72.89,PayPal,Completed,1
TXN_00010211,CUST_000304,20240823,71.6,ACH,Completed,1
TXN_00010212,CUST_000304,20240921,77.13,PayPal,Completed,1
TXN_00010213,CUST_000304,20241020,75.59,Bank Transfer,Completed,1
TXN_00010214,CUST_000304,20241119,87.35,PayPal,Completed,1
TXN_00010215,CUST_000304,20241220,85.94,Credit Card,Completed,1
TXN_00010216,CUST_000305,20220403,135.66,Credit Card,Completed,1
TXN_00010217,CUST_000305,20220506,136.41,PayPal,Completed,1
TXN_00010218,CUST_000305,20220603,127.15,Bank Transfer,Completed,1
TXN_00010219,CUST_000305,20220704,128.56,ACH,Completed,1
TXN_00010220,CUST_000305,20220802,126.25,PayPal,Completed,1
TXN_00010221,CUST_000305,20220901,132.55,Credit Card,Completed,1
TXN_00010222,CUST_000305,20220930,135.76,Bank Transfer,Completed,1
TXN_00010223,CUST_000305,20221031,132.07,Credit Card,Completed,1
TXN_00010224,CUST_000305,20221128,155.23,Credit Card,Completed,1
TXN_00010225,CUST_000305,20221228,157.13,ACH,Completed,1
TXN_00010226,CUST_000305,20230127,122.33,Credit Card,Completed,1
TXN_00010227,CUST_000305,20230227,120.08,Credit Card,Completed,1
TXN_00010228,CUST_000305,20230329,132.89,Credit Card,Completed,1
TXN_00010229,CUST_000305,20230427,136.75,Credit Card,Completed,1
TXN_00010230,CUST_000305,20230530,132.61,Bank Transfer,Completed,1
TXN_00010231,CUST_000305,20230630,125.96,Wire Transfer,Completed,1
TXN_00010232,CUST_000305,20230730,128.85,PayPal,Completed,1
TXN_00010233,CUST_000305,20230825,127.43,Credit Card,Completed,1
TXN_00010234,CUST_000305,20230924,134.61,Bank Transfer,Completed,1
TXN_00010235,CUST_000305,20231026,134.04,Credit Card,Completed,1
TXN_00010236,CUST_000305,20231123,151.46,Wire Transfer,Completed,1
TXN_00010237,CUST_000305,20231223,153.86,Credit Card,Completed,1
TXN_00010238,CUST_000305,20240123,120.12,PayPal,Completed,1
TXN_00010239,CUST_000305,20240224,122.2,PayPal,Completed,1
TXN_00010240,CUST_000305,20240326,135.27,Credit Card,Completed,1
TXN_00010241,CUST_000305,20240423,134.56,Credit Card,Completed,1
TXN_00010242,CUST_000305,20240522,133.55,Bank Transfer,Completed,1
TXN_00010243,CUST_000305,20240623,125.53,Bank Transfer,Completed,1
TXN_00010244,CUST_000305,20240724,125.41,Credit Card,Completed,1
TXN_00010245,CUST_000305,20240819,129.87,Credit Card,Completed,1
TXN_00010246,CUST_000305,20240918,133.55,Credit Card,Completed,1
TXN_00010247,CUST_000305,20241018,136.06,Credit Card,Completed,1
TXN_00010248,CUST_000305,20241121,153.07,Credit Card,Completed,1
TXN_00010249,CUST_000305,20241219,155.38,Credit Card,Completed,1
TXN_00010250,CUST_000306,20220405,893.86,Credit Card,Completed,1
TXN_00010251,CUST_000306,20220507,865.59,PayPal,Completed,1
TXN_00010252,CUST_000306,20220604,831.57,PayPal,Completed,1
TXN_00010253,CUST_000306,20220705,831.91,Credit Card,Completed,1
TXN_00010254,CUST_000306,20220802,821.9,Credit Card,Completed,1
TXN_00010255,CUST_000306,20220904,874.92,Bank Transfer,Completed,1
TXN_00010256,CUST_000306,20221005,867.98,Credit Card,Completed,1
TXN_00010257,CUST_000306,20221102,1416.93,PayPal,Completed,1
TXN_00010258,CUST_000306,20221202,1012.11,Bank Transfer,Completed,1
TXN_00010259,CUST_000306,20230102,857.77,Bank Transfer,Completed,1
TXN_00010260,CUST_000306,20230130,1153.92,PayPal,Completed,1
TXN_00010261,CUST_000306,20230304,890.88,Credit Card,Completed,1
TXN_00010262,CUST_000306,20230403,878.21,Credit Card,Pending,0
TXN_00010263,CUST_000306,20230501,869.74,Bank Transfer,Completed,1
TXN_00010264,CUST_000306,20230601,889.36,Credit Card,Completed,1
TXN_00010265,CUST_000306,20230628,831.31,Credit Card,Completed,1
TXN_00010266,CUST_000306,20230730,1065.01,PayPal,Completed,1
TXN_00010267,CUST_000306,20230827,847.23,Bank Transfer,Completed,1
TXN_00010268,CUST_000306,20230927,866.83,Wire Transfer,Completed,1
TXN_00010269,CUST_000306,20231026,879.82,Bank Transfer,Completed,1
TXN_00010270,CUST_000306,20231127,1004.64,PayPal,Completed,1
TXN_00010271,CUST_000306,20231226,1012.5,Bank Transfer,Completed,1
TXN_00010272,CUST_000306,20240125,789.45,Bank Transfer,Completed,1
TXN_00010273,CUST_000306,20240225,797.75,Credit Card,Completed,1
TXN_00010274,CUST_000306,20240326,883.86,Bank Transfer,Completed,1
TXN_00010275,CUST_000306,20240426,887.89,Credit Card,Completed,1
TXN_00010276,CUST_000306,20240527,860.63,Bank Transfer,Completed,1
TXN_00010277,CUST_000306,20240626,839.88,Bank Transfer,Completed,1
TXN_00010278,CUST_000306,20240726,840.75,PayPal,Completed,1
TXN_00010279,CUST_000306,20240823,834.79,Bank Transfer,Completed,1
TXN_00010280,CUST_000306,20240924,881.53,Bank Transfer,Failed,0
TXN_00010281,CUST_000306,20241021,869.13,Credit Card,Completed,1
TXN_00010282,CUST_000306,20241121,-990.74,Credit Card,Refunded,0
TXN_00010283,CUST_000306,20241222,997.12,Wire Transfer,Completed,1
TXN_00010284,CUST_000307,20220411,51.94,Credit Card,Completed,1
TXN_00010285,CUST_000307,20220511,51.74,Bank Transfer,Completed,1
TXN_00010286,CUST_000307,20220607,49.08,Credit Card,Completed,1
TXN_00010287,CUST_000307,20220708,49.67,Bank Transfer,Completed,1
TXN_00010288,CUST_000307,20220808,50.26,Bank Transfer,Completed,1
TXN_00010289,CUST_000307,20220904,51.08,Credit Card,Completed,1
TXN_00010290,CUST_000307,20221008,51.83,Bank Transfer,Completed,1
TXN_00010291,CUST_000307,20221103,68.11,Credit Card,Completed,1
TXN_00010292,CUST_000307,20221206,59.79,Credit Card,Completed,1
TXN_00010293,CUST_000307,20230104,46.65,PayPal,Completed,1
TXN_00010294,CUST_000307,20230201,45.93,Credit Card,Completed,1
TXN_00010295,CUST_000307,20230307,52.21,PayPal,Completed,1
TXN_00010296,CUST_000307,20230403,51.03,Credit Card,Completed,1
TXN_00010297,CUST_000307,20230502,51.9,ACH,Completed,1
TXN_00010298,CUST_000307,20230605,49.46,PayPal,Completed,1
TXN_00010299,CUST_000307,20230705,49.63,ACH,Failed,0
TXN_00010300,CUST_000307,20230802,49.76,PayPal,Completed,1
TXN_00010301,CUST_000307,20230902,52.8,PayPal,Completed,1
TXN_00010302,CUST_000307,20231001,52.68,Bank Transfer,Completed,1
TXN_00010303,CUST_000307,20231102,52.37,Credit Card,Completed,1
TXN_00010304,CUST_000307,20231128,60.08,Credit Card,Completed,1
TXN_00010305,CUST_000307,20240101,59.21,Credit Card,Completed,1
TXN_00010306,CUST_000307,20240128,46.45,Credit Card,Completed,1
TXN_00010307,CUST_000307,20240301,47.63,Credit Card,Completed,1
TXN_00010308,CUST_000307,20240331,52.72,Credit Card,Completed,1
TXN_00010309,CUST_000307,20240426,52.08,Credit Card,Completed,1
TXN_00010310,CUST_000307,20240528,51.2,Credit Card,Completed,1
TXN_00010311,CUST_000307,20240626,50.09,Bank Transfer,Completed,1
TXN_00010312,CUST_000307,20240727,49.02,Credit Card,Completed,1
TXN_00010313,CUST_000307,20240827,48.58,Bank Transfer,Completed,1
TXN_00010314,CUST_000307,20240924,52.79,Credit Card,Completed,1
TXN_00010315,CUST_000307,20241026,51.85,Bank Transfer,Completed,1
TXN_00010316,CUST_000307,20241123,60.14,Credit Card,Completed,1
TXN_00010317,CUST_000307,20241223,60.16,Wire Transfer,Completed,1
TXN_00010318,CUST_000308,20220416,775.12,Bank Transfer,Completed,1
TXN_00010319,CUST_000308,20220516,765.56,Credit Card,Completed,1
TXN_00010320,CUST_000308,20220616,729.61,PayPal,Completed,1
TXN_00010321,CUST_000308,20220712,728.87,Bank Transfer,Completed,1
TXN_00010322,CUST_000308,20220814,740.35,Credit Card,Completed,1
TXN_00010323,CUST_000308,20220910,756.8,Bank Transfer,Completed,1
TXN_00010324,CUST_000308,20221012,769.94,Credit Card,Completed,1
TXN_00010325,CUST_000308,20221112,894.09,Credit Card,Completed,1
TXN_00010326,CUST_000308,20221212,-891.79,PayPal,Refunded,0
TXN_00010327,CUST_000308,20230110,689.69,Bank Transfer,Completed,1
TXN_00010328,CUST_000308,20230211,686.81,Bank Transfer,Completed,1
TXN_00010329,CUST_000308,20230309,756.44,Wire Transfer,Completed,1
TXN_00010330,CUST_000308,20230409,756.41,Credit Card,Completed,1
TXN_00010331,CUST_000308,20230510,770.63,Credit Card,Completed,1
TXN_00010332,CUST_000308,20230611,717.03,Bank Transfer,Completed,1
TXN_00010333,CUST_000308,20230709,742.25,Credit Card,Completed,1
TXN_00010334,CUST_000308,20230806,724.62,PayPal,Completed,1
TXN_00010335,CUST_000308,20230909,754.5,Credit Card,Completed,1
TXN_00010336,CUST_000308,20231006,775.01,Credit Card,Completed,1
TXN_00010337,CUST_000308,20231105,870.1,Bank Transfer,Completed,1
TXN_00010338,CUST_000308,20231207,878.22,Credit Card,Completed,1
TXN_00010339,CUST_000308,20240107,703.68,Credit Card,Completed,1
TXN_00010340,CUST_000308,20240204,687.31,Credit Card,Completed,1
TXN_00010341,CUST_000308,20240304,-980.82,ACH,Refunded,0
TXN_00010342,CUST_000308,20240405,756.12,Bank Transfer,Completed,1
TXN_00010343,CUST_000308,20240505,775.74,Credit Card,Completed,1
TXN_00010344,CUST_000308,20240604,726.7,Wire Transfer,Completed,1
