customer_id,signup_date,country,industry,subscription_type,monthly_fee,signup_date_key
CUST_000408,2022-08-14,Japan,Energy,Professional,142.4,20220814
CUST_000409,2022-08-16,France,Retail,Basic,89.86,20220816
CUST_000410,2022-08-17,USA,Education,Basic,50.22,20220817
CUST_000411,2022-08-20,Australia,Technology,Basic,43.83,20220820
CUST_000412,2022-08-21,UK,Retail,Basic,96.35,20220821
CUST_000413,2022-08-26,Germany,Healthcare,Enterprise,821.82,20220826
CUST_000414,2022-08-26,UK,Real Estate,Basic,93.01,20220826
CUST_000415,2022-08-26,Canada,Consulting,Professional,239.75,20220826
CUST_000416,2022-08-27,USA,Media,Professional,282.03,20220827
CUST_000417,2022-08-27,USA,Energy,Basic,51.51,20220827
CUST_000418,2022-08-27,Germany,Manufacturing,Professional,175.13,20220827
CUST_000419,2022-08-28,Brazil,Energy,Basic,74.41,20220828
CUST_000420,2022-08-30,France,Manufacturing,Professional,151.31,20220830
CUST_000421,2022-08-31,USA,Energy,Professional,275.56,20220831
CUST_000422,2022-09-01,USA,Real Estate,Premium,1196.22,20220901
CUST_000423,2022-09-02,USA,Real Estate,Professional,251.33,20220902
CUST_000424,2022-09-03,USA,Education,Premium,2827.66,20220903
CUST_000425,2022-09-03,Germany,Education,Professional,161.58,20220903
CUST_000426,2022-09-04,USA,Technology,Professional,211.5,20220904
CUST_000427,2022-09-04,USA,Retail,Enterprise,817.88,20220904
CUST_000428,2022-09-07,USA,Technology,Basic,47.25,20220907
CUST_000429,2022-09-07,USA,Consulting,Professional,214.83,20220907
CUST_000430,2022-09-08,Germany,Media,Basic,49.66,20220908
CUST_000431,2022-09-08,Australia,Retail,Professional,164.97,20220908
CUST_000432,2022-09-10,Germany,Media,Professional,212.96,20220910
CUST_000433,2022-09-10,UK,Retail,Professional,198.86,20220910
CUST_000434,2022-09-10,USA,Education,Basic,47.01,20220910
CUST_000435,2022-09-11,Japan,Real Estate,Premium,2932.02,20220911
CUST_000436,2022-09-13,UK,Real Estate,Basic,61.26,20220913
CUST_000437,2022-09-14,France,Education,Professional,132.85,20220914
CUST_000438,2022-09-15,USA,Energy,Basic,63.18,20220915
CUST_000439,2022-09-17,Canada,Energy,Professional,297.06,20220917
CUST_000440,2022-09-18,USA,Technology,Basic,65.68,20220918
CUST_000441,2022-09-19,USA,Healthcare,Professional,288.04,20220919
CUST_000442,2022-09-20,USA,Technology,Basic,82.5,20220920
CUST_000443,2022-09-20,Australia,Media,Basic,38.62,20220920
CUST_000444,2022-09-22,France,Retail,Basic,33.76,20220922
CUST_000445,2022-09-24,USA,Finance,Basic,29.64,20220924
CUST_000446,2022-10-02,Canada,Energy,Enterprise,618.21,20221002
CUST_000447,2022-10-03,Japan,Technology,Basic,72.25,20221003
CUST_000448,2022-10-05,France,Consulting,Basic,92.89,20221005
CUST_000449,2022-10-05,USA,Real Estate,Enterprise,310.01,20221005
CUST_000450,2022-10-06,USA,Energy,Basic,67.62,20221006
CUST_000451,2022-10-07,USA,Technology,Basic,30.17,20221007
CUST_000452,2022-10-07,USA,Manufacturing,Professional,206.15,20221007
CUST_000453,2022-10-08,UK,Manufacturing,Enterprise,311.0,20221008
CUST_000454,2022-10-09,Australia,Media,Basic,85.43,20221009
CUST_000455,2022-10-09,USA,Finance,Basic,36.49,20221009
CUST_000456,2022-10-10,France,Healthcare,Basic,65.71,20221010
CUST_000457,2022-10-10,France,Retail,Professional,137.39,20221010
CUST_000458,2022-10-11,Germany,Energy,Professional,149.48,20221011
CUST_000459,2022-10-11,USA,Education,Premium,1533.65,20221011
CUST_000460,2022-10-13,Australia,Media,Basic,34.53,20221013
CUST_000461,2022-10-13,Japan,Media,Professional,190.8,20221013
CUST_000462,2022-10-15,Brazil,Retail,Enterprise,992.16,20221015
CUST_000463,2022-10-15,UK,Retail,Basic,50.0,20221015
CUST_000464,2022-10-16,USA,Healthcare,Professional,229.75,20221016
CUST_000465,2022-10-17,France,Technology,Basic,35.55,20221017
CUST_000466,2022-10-18,USA,Media,Enterprise,563.02,20221018
CUST_000467,2022-10-18,Singapore,Real Estate,Professional,110.22,20221018
CUST_000468,2022-10-19,USA,Technology,Basic,78.2,20221019
CUST_000469,2022-10-20,USA,Healthcare,Enterprise,648.9,20221020
CUST_000470,2022-10-20,USA,Media,Professional,227.98,20221020
CUST_000471,2022-10-21,USA,Education,Professional,212.17,20221021
CUST_000472,2022-10-22,France,Healthcare,Enterprise,925.35,20221022
CUST_000473,2022-10-22,USA,Technology,Basic,45.08,20221022
CUST_000474,2022-10-24,USA,Consulting,Enterprise,631.85,20221024
CUST_000475,2022-10-26,Japan,Technology,Professional,283.83,20221026
CUST_000476,2022-10-26,France,Manufacturing,Professional,278.86,20221026
CUST_000477,2022-10-28,USA,Consulting,Enterprise,759.68,20221028
CUST_000478,2022-10-29,UK,Finance,Basic,94.01,20221029
CUST_000479,2022-10-30,Germany,Education,Basic,30.1,20221030
CUST_000480,2022-10-31,USA,Retail,Professional,216.41,20221031
CUST_000481,2022-11-02,USA,Media,Professional,284.77,20221102
CUST_000482,2022-11-02,USA,Manufacturing,Basic,40.37,20221102
CUST_000483,2022-11-06,USA,Retail,Basic,68.67,20221106
CUST_000484,2022-11-06,Canada,Media,Basic,76.39,20221106
CUST_000485,2022-11-06,Germany,Energy,Professional,165.35,20221106
CUST_000486,2022-11-06,France,Finance,Premium,2580.0,20221106
CUST_000487,2022-11-08,Canada,Healthcare,Basic,64.06,20221108
CUST_000488,2022-11-09,USA,Education,Basic,32.76,20221109
CUST_000489,2022-11-09,France,Media,Basic,45.25,20221109
CUST_000490,2022-11-11,Germany,Healthcare,Professional,167.12,20221111
CUST_000491,2022-11-13,UK,Consulting,Enterprise,967.4,20221113
CUST_000492,2022-11-15,USA,Media,Basic,96.82,20221115
CUST_000493,2022-11-15,Canada,Education,Professional,104.93,20221115
CUST_000494,2022-11-17,Canada,Manufacturing,Professional,255.71,20221117
CUST_000495,2022-11-17,USA,Real Estate,Enterprise,642.42,20221117
CUST_000496,2022-11-17,Australia,Education,Professional,209.61,20221117
CUST_000497,2022-11-17,USA,Media,Professional,185.37,20221117
CUST_000498,2022-11-19,UK,Consulting,Basic,75.25,20221119
CUST_000499,2022-11-20,Brazil,Healthcare,Basic,83.05,20221120
CUST_000500,2022-11-21,India,Manufacturing,Professional,258.61,20221121
CUST_000501,2022-11-24,USA,Healthcare,Professional,115.41,20221124
CUST_000502,2022-11-25,Japan,Finance,Professional,175.0,20221125
CUST_000503,2022-11-25,Australia,Finance,Professional,246.93,20221125
CUST_000504,2022-11-26,Canada,Education,Enterprise,551.49,20221126
CUST_000505,2022-11-29,USA,Healthcare,Professional,100.04,20221129
CUST_000506,2022-12-01,USA,Manufacturing,Premium,1888.47,20221201
CUST_000507,2022-12-02,India,Manufacturing,Basic,36.16,20221202
CUST_000508,2022-12-03,Canada,Healthcare,Enterprise,430.17,20221203
CUST_000509,2022-12-03,USA,Real Estate,Professional,210.4,20221203
CUST_000510,2022-12-03,Brazil,Energy,Basic,57.56,20221203
CUST_000511,2022-12-08,Canada,Technology,Basic,35.27,20221208
CUST_000512,2022-12-10,Brazil,Energy,Premium,1185.13,20221210
CUST_000513,2022-12-11,India,Consulting,Professional,255.89,20221211
CUST_000514,2022-12-11,Japan,Media,Enterprise,307.64,20221211
CUST_000515,2022-12-12,UK,Media,Enterprise,570.46,20221212
CUST_000516,2022-12-13,USA,Healthcare,Professional,243.97,20221213
CUST_000517,2022-12-13,USA,Energy,Basic,92.36,20221213
CUST_000518,2022-12-14,USA,Retail,Professional,213.39,20221214
CUST_000519,2022-12-15,UK,Finance,Professional,236.06,20221215
CUST_000520,2022-12-15,USA,Finance,Basic,38.72,20221215
CUST_000521,2022-12-16,Germany,Manufacturing,Enterprise,486.88,20221216
CUST_000522,2022-12-16,UK,Finance,Professional,111.65,20221216
CUST_000523,2022-12-17,Brazil,Media,Professional,154.19,20221217
CUST_000524,2022-12-17,USA,Manufacturing,Basic,62.9,20221217
CUST_000525,2022-12-18,Japan,Healthcare,Basic,54.28,20221218
CUST_000526,2022-12-18,Japan,Retail,Professional,243.18,20221218
CUST_000527,2022-12-19,India,Real Estate,Enterprise,714.66,20221219
CUST_000528,2022-12-19,Singapore,Retail,Basic,61.05,20221219
CUST_000529,2022-12-19,Australia,Finance,Professional,159.93,20221219
CUST_000530,2022-12-21,Germany,Media,Professional,165.44,20221221
CUST_000531,2022-12-22,Japan,Consulting,Premium,1758.78,20221222
CUST_000532,2022-12-24,Australia,Education,Professional,187.04,20221224
CUST_000533,2022-12-24,UK,Media,Professional,262.1,20221224
CUST_000534,2022-12-27,USA,Consulting,Basic,38.53,20221227
CUST_000535,2022-12-28,UK,Education,Basic,71.22,20221228
CUST_000536,2022-12-29,USA,Retail,Basic,62.53,20221229
CUST_000537,2022-12-30,USA,Finance,Basic,96.52,20221230
CUST_000538,2023-01-01,Singapore,Education,Professional,157.29,20230101
CUST_000539,2023-01-01,UK,Real Estate,Professional,292.55,20230101
CUST_000540,2023-01-03,USA,Retail,Premium,1650.77,20230103
CUST_000541,2023-01-04,Australia,Manufacturing,Basic,86.15,20230104
CUST_000542,2023-01-05,UK,Media,Enterprise,554.51,20230105
CUST_000543,2023-01-05,India,Consulting,Professional,138.96,20230105
CUST_000544,2023-01-06,France,Energy,Basic,41.59,20230106
CUST_000545,2023-01-06,Singapore,Energy,Basic,30.88,20230106
CUST_000546,2023-01-07,India,Real Estate,Professional,287.59,20230107
CUST_000547,2023-01-08,France,Retail,Professional,186.69,20230108
CUST_000548,2023-01-08,USA,Manufacturing,Basic,87.19,20230108
CUST_000549,2023-01-09,USA,Healthcare,Basic,86.33,20230109
CUST_000550,2023-01-09,Australia,Media,Basic,76.11,20230109
CUST_000551,2023-01-10,USA,Finance,Premium,2265.67,20230110
CUST_000552,2023-01-10,Brazil,Retail,Enterprise,475.88,20230110
CUST_000553,2023-01-11,Singapore,Finance,Basic,79.07,20230111
CUST_000554,2023-01-12,UK,Media,Enterprise,350.78,20230112
CUST_000555,2023-01-13,Canada,Consulting,Basic,62.55,20230113
CUST_000556,2023-01-13,Australia,Media,Basic,66.41,20230113
CUST_000557,2023-01-14,USA,Media,Professional,207.73,20230114
CUST_000558,2023-01-16,France,Education,Professional,239.33,20230116
CUST_000559,2023-01-20,USA,Energy,Enterprise,714.67,20230120
CUST_000560,2023-01-21,USA,Healthcare,Basic,36.66,20230121
CUST_000561,2023-01-21,Brazil,Retail,Premium,2314.2,20230121
CUST_000562,2023-01-21,Japan,Education,Enterprise,415.44,20230121
CUST_000563,2023-01-22,France,Consulting,Professional,107.86,20230122
CUST_000564,2023-01-23,USA,Media,Professional,292.36,20230123
CUST_000565,2023-01-25,UK,Education,Basic,96.6,20230125
CUST_000566,2023-01-29,Canada,Media,Professional,120.19,20230129
CUST_000567,2023-01-29,USA,Healthcare,Basic,47.11,20230129
CUST_000568,2023-01-31,Canada,Energy,Basic,81.28,20230131
CUST_000569,2023-02-01,Japan,Energy,Professional,215.1,20230201
CUST_000570,2023-02-01,Germany,Consulting,Professional,143.21,20230201
CUST_000571,2023-02-01,Japan,Education,Basic,56.38,20230201
CUST_000572,2023-02-02,Canada,Consulting,Professional,237.09,20230202
CUST_000573,2023-02-03,USA,Finance,Enterprise,540.48,20230203
CUST_000574,2023-02-04,Australia,Technology,Professional,195.55,20230204
CUST_000575,2023-02-05,Japan,Manufacturing,Enterprise,590.18,20230205
CUST_000576,2023-02-05,Canada,Healthcare,Enterprise,380.25,20230205
CUST_000577,2023-02-06,Canada,Finance,Professional,168.67,20230206
CUST_000578,2023-02-08,France,Education,Enterprise,617.73,20230208
CUST_000579,2023-02-08,USA,Retail,Enterprise,663.78,20230208
CUST_000580,2023-02-08,Japan,Education,Basic,62.33,20230208
CUST_000581,2023-02-08,Japan,Real Estate,Basic,79.54,20230208
CUST_000582,2023-02-09,UK,Real Estate,Professional,162.78,20230209
CUST_000583,2023-02-09,USA,Manufacturing,Enterprise,330.28,20230209
CUST_000584,2023-02-12,Japan,Healthcare,Professional,103.52,20230212
CUST_000585,2023-02-13,USA,Education,Basic,74.36,20230213
CUST_000586,2023-02-14,France,Finance,Premium,2858.84,20230214
CUST_000587,2023-02-14,France,Retail,Basic,65.12,20230214
CUST_000588,2023-02-15,France,Energy,Professional,131.03,20230215
CUST_000589,2023-02-16,Australia,Energy,Basic,58.85,20230216
CUST_000590,2023-02-18,Australia,Real Estate,Professional,145.37,20230218
CUST_000591,2023-02-18,India,Media,Basic,73.08,20230218
CUST_000592,2023-02-21,France,Finance,Premium,2279.96,20230221
CUST_000593,2023-02-22,USA,Media,Premium,1790.16,20230222
CUST_000594,2023-02-25,Canada,Consulting,Basic,90.82,20230225
CUST_000595,2023-02-27,UK,Real Estate,Professional,217.44,20230227
CUST_000596,2023-02-27,USA,Media,Professional,99.89,20230227
CUST_000597,2023-03-01,UK,Retail,Professional,140.16,20230301
CUST_000598,2023-03-02,USA,Healthcare,Enterprise,703.14,20230302
CUST_000599,2023-03-02,Singapore,Energy,Premium,1372.92,20230302
CUST_000600,2023-03-05,Canada,Education,Basic,42.8,20230305
CUST_000601,2023-03-05,Australia,Healthcare,Basic,47.36,20230305
CUST_000602,2023-03-07,USA,Real Estate,Basic,65.94,20230307
CUST_000603,2023-03-08,Germany,Education,Enterprise,716.88,20230308
CUST_000604,2023-03-08,Canada,Consulting,Professional,177.51,20230308
CUST_000605,2023-03-09,USA,Healthcare,Premium,1694.85,20230309
CUST_000606,2023-03-09,UK,Real Estate,Professional,222.47,20230309
CUST_000607,2023-03-10,USA,Manufacturing,Enterprise,942.08,20230310
CUST_000608,2023-03-10,Canada,Consulting,Basic,34.93,20230310
CUST_000609,2023-03-12,USA,Finance,Professional,161.64,20230312
CUST_000610,2023-03-13,France,Retail,Basic,50.38,20230313
CUST_000611,2023-03-14,India,Finance,Basic,55.13,20230314
CUST_000612,2023-03-14,UK,Finance,Premium,2020.65,20230314
CUST_000613,2023-03-15,UK,Media,Professional,218.29,20230315
CUST_000614,2023-03-17,UK,Consulting,Basic,55.86,20230317
CUST_000615,2023-03-17,Singapore,Finance,Professional,196.33,20230317
CUST_000616,2023-03-17,Brazil,Energy,Basic,77.54,20230317
CUST_000617,2023-03-18,USA,Finance,Basic,67.84,20230318
CUST_000618,2023-03-19,France,Real Estate,Basic,49.22,20230319
CUST_000619,2023-03-19,Japan,Finance,Professional,161.92,20230319
CUST_000620,2023-03-20,India,Real Estate,Basic,72.36,20230320
CUST_000621,2023-03-22,Japan,Education,Enterprise,965.29,20230322
CUST_000622,2023-03-26,Australia,Real Estate,Enterprise,394.57,20230326
CUST_000623,2023-03-26,Australia,Media,Professional,291.77,20230326
CUST_000624,2023-03-27,USA,Energy,Basic,74.71,20230327
CUST_000625,2023-03-27,Brazil,Media,Professional,235.94,20230327
CUST_000626,2023-03-29,Australia,Media,Professional,241.03,20230329
CUST_000627,2023-03-29,USA,Real Estate,Basic,63.21,20230329
CUST_000628,2023-03-30,Canada,Healthcare,Professional,212.08,20230330
CUST_000629,2023-03-30,USA,Retail,Professional,157.42,20230330
CUST_000630,2023-04-01,USA,Manufacturing,Professional,143.97,20230401
CUST_000631,2023-04-01,USA,Manufacturing,Enterprise,416.75,20230401
CUST_000632,2023-04-02,UK,Real Estate,Professional,212.13,20230402
CUST_000633,2023-04-02,USA,Real Estate,Basic,67.48,20230402
CUST_000634,2023-04-03,UK,Healthcare,Professional,213.54,20230403
CUST_000635,2023-04-03,France,Manufacturing,Basic,83.26,20230403
CUST_000636,2023-04-04,Canada,Education,Enterprise,678.43,20230404
CUST_000637,2023-04-04,Australia,Technology,Basic,82.2,20230404
CUST_000638,2023-04-04,Germany,Real Estate,Basic,67.24,20230404
CUST_000639,2023-04-05,USA,Media,Premium,1203.83,20230405
CUST_000640,2023-04-06,USA,Retail,Professional,158.54,20230406
CUST_000641,2023-04-07,France,Technology,Professional,188.95,20230407
CUST_000642,2023-04-08,Germany,Education,Basic,89.35,20230408
CUST_000643,2023-04-09,UK,Healthcare,Professional,186.81,20230409
CUST_000644,2023-04-09,USA,Healthcare,Basic,83.29,20230409
CUST_000645,2023-04-09,USA,Retail,Basic,43.69,20230409
CUST_000646,2023-04-10,UK,Consulting,Basic,77.24,20230410
CUST_000647,2023-04-10,Germany,Consulting,Professional,225.55,20230410
CUST_000648,2023-04-11,Australia,Finance,Basic,72.13,20230411
CUST_000649,2023-04-12,USA,Retail,Basic,85.95,20230412
CUST_000650,2023-04-13,France,Technology,Professional,213.01,20230413
CUST_000651,2023-04-13,USA,Energy,Premium,1561.17,20230413
CUST_000652,2023-04-14,USA,Energy,Professional,132.68,20230414
CUST_000653,2023-04-15,Canada,Manufacturing,Enterprise,501.53,20230415
CUST_000654,2023-04-16,Canada,Manufacturing,Enterprise,965.68,20230416
CUST_000655,2023-04-16,UK,Energy,Enterprise,988.84,20230416
CUST_000656,2023-04-16,USA,Healthcare,Enterprise,393.91,20230416
CUST_000657,2023-04-18,Germany,Media,Enterprise,942.14,20230418
CUST_000658,2023-04-18,Germany,Manufacturing,Professional,272.41,20230418
CUST_000659,2023-04-18,Germany,Finance,Professional,239.29,20230418
CUST_000660,2023-04-19,USA,Finance,Basic,46.48,20230419
CUST_000661,2023-04-20,USA,Education,Basic,86.99,20230420
CUST_000662,2023-04-21,Japan,Media,Basic,63.26,20230421
CUST_000663,2023-04-22,Singapore,Consulting,Basic,73.27,20230422
CUST_000664,2023-04-22,USA,Media,Enterprise,561.62,20230422
CUST_000665,2023-04-23,France,Healthcare,Professional,225.73,20230423
CUST_000666,2023-04-23,Germany,Healthcare,Professional,179.57,20230423
CUST_000667,2023-04-27,USA,Manufacturing,Premium,2388.41,20230427
CUST_000668,2023-04-27,Singapore,Education,Professional,189.94,20230427
CUST_000669,2023-04-27,USA,Real Estate,Professional,164.46,20230427
CUST_000670,2023-04-28,USA,Technology,Basic,89.82,20230428
CUST_000671,2023-04-29,USA,Healthcare,Professional,245.19,20230429
CUST_000672,2023-05-01,Japan,Real Estate,Professional,225.97,20230501
CUST_000673,2023-05-02,Canada,Education,Professional,269.02,20230502
CUST_000674,2023-05-02,UK,Energy,Basic,56.84,20230502
CUST_000675,2023-05-02,Singapore,Media,Basic,86.74,20230502
CUST_000676,2023-05-03,Japan,Real Estate,Professional,152.71,20230503
CUST_000677,2023-05-03,UK,Manufacturing,Professional,166.55,20230503
CUST_000678,2023-05-05,Germany,Consulting,Enterprise,390.42,20230505
CUST_000679,2023-05-06,Brazil,Real Estate,Professional,256.66,20230506
CUST_000680,2023-05-06,USA,Technology,Professional,108.19,20230506
CUST_000681,2023-05-06,Brazil,Real Estate,Basic,30.14,20230506
CUST_000682,2023-05-08,France,Finance,Professional,187.26,20230508
CUST_000683,2023-05-08,Canada,Technology,Basic,98.43,20230508
CUST_000684,2023-05-10,Canada,Media,Enterprise,440.62,20230510
CUST_000685,2023-05-10,USA,Finance,Basic,90.75,20230510
CUST_000686,2023-05-10,Singapore,Manufacturing,Basic,40.13,20230510
CUST_000687,2023-05-11,Japan,Manufacturing,Professional,117.67,20230511
CUST_000688,2023-05-12,USA,Education,Enterprise,474.27,20230512
CUST_000689,2023-05-14,UK,Education,Professional,231.9,20230514
CUST_000690,2023-05-15,UK,Finance,Professional,109.36,20230515
CUST_000691,2023-05-16,USA,Manufacturing,Basic,79.82,20230516
CUST_000692,2023-05-17,India,Retail,Basic,59.05,20230517
CUST_000693,2023-05-18,France,Healthcare,Basic,78.26,20230518
CUST_000694,2023-05-19,Australia,Technology,Basic,43.94,20230519
CUST_000695,2023-05-21,India,Healthcare,Professional,125.54,20230521
CUST_000696,2023-05-22,USA,Retail,Basic,65.36,20230522
CUST_000697,2023-05-24,USA,Real Estate,Professional,100.86,20230524
CUST_000698,2023-05-25,UK,Education,Enterprise,870.98,20230525
CUST_000699,2023-05-27,UK,Media,Basic,77.58,20230527
CUST_000700,2023-05-27,France,Real Estate,Professional,113.17,20230527
CUST_000701,2023-05-28,USA,Media,Basic,35.25,20230528
CUST_000702,2023-05-29,USA,Healthcare,Professional,119.64,20230529
CUST_000703,2023-05-29,France,Education,Professional,275.2,20230529
CUST_000704,2023-05-29,Japan,Finance,Enterprise,566.9,20230529
CUST_000705,2023-05-30,France,Finance,Enterprise,748.1,20230530
CUST_000706,2023-05-30,USA,Finance,Basic,33.79,20230530
CUST_000707,2023-05-30,USA,Consulting,Basic,29.59,20230530
CUST_000708,2023-06-01,Germany,Finance,Premium,1879.2,20230601
CUST_000709,2023-06-01,USA,Retail,Basic,72.97,20230601
CUST_000710,2023-06-02,Germany,Finance,Premium,2838.79,20230602
CUST_000711,2023-06-03,UK,Consulting,Professional,236.31,20230603
CUST_000712,2023-06-03,USA,Retail,Basic,35.07,20230603
CUST_000713,2023-06-05,Singapore,Healthcare,Premium,1279.03,20230605
CUST_000714,2023-06-06,USA,Healthcare,Premium,2178.15,20230606
CUST_000715,2023-06-06,France,Media,Enterprise,545.07,20230606
CUST_000716,2023-06-08,Germany,Media,Professional,161.9,20230608
CUST_000717,2023-06-09,Germany,Finance,Professional,148.56,20230609
CUST_000718,2023-06-11,USA,Healthcare,Basic,46.37,20230611
CUST_000719,2023-06-12,UK,Consulting,Professional,219.0,20230612
CUST_000720,2023-06-12,USA,Consulting,Professional,155.98,20230612
CUST_000721,2023-06-13,India,Technology,Basic,88.35,20230613
CUST_000722,2023-06-13,Canada,Manufacturing,Professional,140.09,20230613
CUST_000723,2023-06-15,Japan,Consulting,Basic,64.67,20230615
CUST_000724,2023-06-15,Canada,Media,Enterprise,505.88,20230615
CUST_000725,2023-06-15,India,Technology,Professional,255.76,20230615
CUST_000726,2023-06-16,Germany,Retail,Professional,197.98,20230616
CUST_000727,2023-06-16,Japan,Healthcare,Professional,147.22,20230616
CUST_000728,2023-06-17,USA,Consulting,Premium,1141.02,20230617
CUST_000729,2023-06-17,Canada,Technology,Professional,296.38,20230617
CUST_000730,2023-06-17,USA,Education,Professional,125.4,20230617
CUST_000731,2023-06-18,UK,Consulting,Professional,183.17,20230618
CUST_000732,2023-06-18,USA,Energy,Professional,235.59,20230618
CUST_000733,2023-06-20,Singapore,Real Estate,Basic,95.81,20230620
CUST_000734,2023-06-22,Singapore,Healthcare,Professional,102.34,20230622
CUST_000735,2023-06-22,Japan,Healthcare,Enterprise,308.66,20230622
CUST_000736,2023-06-22,Germany,Retail,Professional,106.97,20230622
CUST_000737,2023-06-24,Japan,Technology,Professional,288.74,20230624
CUST_000738,2023-06-24,UK,Media,Professional,200.32,20230624
CUST_000739,2023-06-25,Australia,Energy,Enterprise,835.98,20230625
CUST_000740,2023-06-25,Australia,Media,Professional,239.36,20230625
CUST_000741,2023-06-27,Australia,Healthcare,Basic,73.84,20230627
CUST_000742,2023-06-27,Germany,Energy,Basic,72.12,20230627
CUST_000743,2023-06-27,UK,Manufacturing,Basic,34.85,20230627
CUST_000744,2023-06-28,UK,Healthcare,Professional,201.26,20230628
CUST_000745,2023-06-29,UK,Retail,Professional,293.86,20230629
CUST_000746,2023-06-29,USA,Finance,Basic,66.55,20230629
CUST_000747,2023-07-02,USA,Media,Basic,70.05,20230702
CUST_000748,2023-07-02,France,Healthcare,Professional,161.03,20230702
CUST_000749,2023-07-03,France,Media,Professional,244.99,20230703
CUST_000750,2023-07-03,UK,Retail,Enterprise,339.53,20230703
CUST_000751,2023-07-03,Germany,Healthcare,Professional,283.93,20230703
CUST_000752,2023-07-04,USA,Healthcare,Basic,60.74,20230704
CUST_000753,2023-07-04,UK,Consulting,Basic,32.85,20230704
CUST_000754,2023-07-04,France,Finance,Professional,122.89,20230704
CUST_000755,2023-07-05,France,Finance,Enterprise,790.05,20230705
CUST_000756,2023-07-06,Australia,Finance,Professional,198.28,20230706
CUST_000757,2023-07-07,India,Education,Basic,65.61,20230707
CUST_000758,2023-07-08,USA,Manufacturing,Basic,40.69,20230708
CUST_000759,2023-07-08,France,Finance,Enterprise,823.84,20230708
CUST_000760,2023-07-08,USA,Manufacturing,Enterprise,812.06,20230708
CUST_000761,2023-07-08,USA,Healthcare,Premium,2541.86,20230708
CUST_000762,2023-07-09,UK,Technology,Basic,52.45,20230709
CUST_000763,2023-07-09,Germany,Media,Basic,48.04,20230709
CUST_000764,2023-07-10,USA,Healthcare,Basic,47.41,20230710
CUST_000765,2023-07-11,Australia,Consulting,Professional,224.51,20230711
CUST_000766,2023-07-12,UK,Real Estate,Professional,190.04,20230712
CUST_000767,2023-07-12,Canada,Education,Basic,32.88,20230712
CUST_000768,2023-07-13,UK,Consulting,Basic,40.68,20230713
CUST_000769,2023-07-13,USA,Finance,Professional,150.02,20230713
CUST_000770,2023-07-14,USA,Healthcare,Professional,277.85,20230714
CUST_000771,2023-07-14,Canada,Healthcare,Basic,44.99,20230714
CUST_000772,2023-07-14,Germany,Energy,Basic,29.18,20230714
CUST_000773,2023-07-15,India,Technology,Professional,147.91,20230715
CUST_000774,2023-07-15,Australia,Real Estate,Professional,171.8,20230715
CUST_000775,2023-07-17,USA,Finance,Professional,134.79,20230717
CUST_000776,2023-07-18,India,Technology,Professional,209.57,20230718
CUST_000777,2023-07-18,Australia,Media,Enterprise,456.16,20230718
CUST_000778,2023-07-19,USA,Retail,Basic,58.14,20230719
CUST_000779,2023-07-22,France,Education,Professional,153.25,20230722
CUST_000780,2023-07-23,Japan,Healthcare,Enterprise,699.08,20230723
CUST_000781,2023-07-23,UK,Healthcare,Basic,64.14,20230723
CUST_000782,2023-07-23,Australia,Technology,Basic,41.55,20230723
CUST_000783,2023-07-24,Japan,Energy,Professional,295.28,20230724
CUST_000784,2023-07-25,France,Media,Basic,33.82,20230725
CUST_000785,2023-07-25,France,Real Estate,Professional,272.21,20230725
CUST_000786,2023-07-26,France,Manufacturing,Basic,51.91,20230726
CUST_000787,2023-07-28,Canada,Energy,Enterprise,618.72,20230728
CUST_000788,2023-07-30,USA,Education,Basic,43.05,20230730
CUST_000789,2023-07-30,USA,Consulting,Professional,255.9,20230730
CUST_000790,2023-07-31,France,Consulting,Professional,147.52,20230731
CUST_000791,2023-08-01,USA,Education,Basic,70.42,20230801
CUST_000792,2023-08-01,France,Real Estate,Professional,298.56,20230801
CUST_000793,2023-08-02,Singapore,Retail,Basic,80.27,20230802
CUST_000794,2023-08-03,Canada,Energy,Professional,251.1,20230803
CUST_000795,2023-08-03,UK,Retail,Professional,129.11,20230803
CUST_000796,2023-08-03,Canada,Media,Premium,1046.82,20230803
CUST_000797,2023-08-04,USA,Energy,Basic,53.25,20230804
CUST_000798,2023-08-05,Canada,Technology,Professional,289.2,20230805
CUST_000799,2023-08-05,USA,Technology,Basic,82.13,20230805
CUST_000800,2023-08-06,USA,Media,Enterprise,893.3,20230806
CUST_000801,2023-08-06,USA,Manufacturing,Basic,36.28,20230806
CUST_000802,2023-08-07,USA,Energy,Basic,97.82,20230807
CUST_000803,2023-08-08,USA,Media,Professional,197.41,20230808
CUST_000804,2023-08-09,USA,Technology,Enterprise,979.79,20230809
CUST_000805,2023-08-10,USA,Finance,Professional,241.33,20230810
CUST_000806,2023-08-10,Brazil,Healthcare,Professional,107.78,20230810
CUST_000807,2023-08-11,Germany,Retail,Basic,91.81,20230811
CUST_000808,2023-08-13,UK,Energy,Professional,181.61,20230813
CUST_000809,2023-08-13,Singapore,Education,Professional,190.69,20230813
CUST_000810,2023-08-14,Germany,Healthcare,Professional,215.15,20230814
CUST_000811,2023-08-14,Germany,Energy,Basic,38.35,20230814
CUST_000812,2023-08-16,Germany,Media,Premium,1148.66,20230816
CUST_000813,2023-08-16,USA,Consulting,Professional,111.46,20230816
CUST_000814,2023-08-19,USA,Finance,Professional,146.35,20230819
