customer_id,total_revenue,total_transactions,customer_tenure_days,is_churned,customer_ltv,churn_probability,churn_risk_level,R_score,F_score,M_score,segment
CUST_000566,2498.35,21,704,1,2498.35,0.7236770439859208,High,1.0,4.0,4.0,At Risk
CUST_000567,1124.92,24,704,0,1124.92,0.0022660888687856,Low,3.0,5.0,3.0,Potential Loyalists
CUST_000568,1972.34,24,702,0,1972.34,0.0014726974815448,Low,4.0,5.0,3.0,Loyal Customers
CUST_000569,617.46,3,701,1,617.46,1.0,High,1.0,2.0,2.0,Hibernating
CUST_000570,1250.27,9,701,1,1250.27,0.9999999999999998,High,1.0,3.0,3.0,At Risk
CUST_000571,1053.96,19,701,1,1053.96,0.9997219912318328,High,1.0,4.0,3.0,At Risk
CUST_000572,5242.25,24,700,0,5242.25,0.000698942397123,Low,4.0,5.0,5.0,Champions
CUST_000573,12937.18,24,699,0,12937.18,0.0008500796173825,Low,4.0,5.0,5.0,Champions
CUST_000574,4328.27,24,698,0,4328.27,0.0002331336064061,Low,4.0,5.0,4.0,Champions
CUST_000575,13018.21,24,697,0,13018.21,0.001748996270153,Low,5.0,4.0,5.0,Champions
CUST_000576,8704.69,24,697,0,8704.69,0.0005491836085369,Low,5.0,5.0,5.0,Champions
CUST_000577,4201.59,24,696,0,4201.59,0.0005132131644844,Low,5.0,5.0,4.0,Champions
CUST_000578,15098.82,24,694,0,15098.82,0.0004624728834154,Low,5.0,5.0,5.0,Champions
CUST_000579,15833.91,24,694,0,15833.91,0.0002736576742109,Low,5.0,5.0,5.0,Champions
CUST_000580,361.4,6,694,1,361.4,1.0,High,1.0,2.0,1.0,Hibernating
CUST_000581,1969.43,24,694,0,1969.43,0.0003251264302875,Low,5.0,5.0,4.0,Champions
CUST_000582,3629.19,24,693,0,3629.19,0.0002001387618483,Low,5.0,5.0,4.0,Champions
CUST_000583,8153.14,24,693,0,8153.14,0.0003688106584985,Low,5.0,5.0,5.0,Champions
CUST_000584,2446.75,23,690,0,2446.75,0.0036381880830298,Low,1.0,4.0,4.0,At Risk
CUST_000585,1602.52,23,689,0,1602.52,0.0125015305135119,Low,2.0,5.0,3.0,At Risk
CUST_000586,65874.94,23,688,0,65874.94,0.0014795372298808,Low,2.0,5.0,5.0,At Risk
CUST_000587,343.93,5,688,1,343.93,1.0,High,1.0,2.0,1.0,Hibernating
CUST_000588,3051.49,23,687,0,3051.49,0.0042502726570569,Low,2.0,5.0,4.0,At Risk
CUST_000589,1411.52,23,686,0,1411.52,0.0036603001692737,Low,2.0,5.0,3.0,At Risk
CUST_000590,3424.51,23,684,0,3424.51,0.0024854911397712,Low,3.0,4.0,4.0,Potential Loyalists
CUST_000591,1712.5,23,684,0,1712.5,0.0059325343163039,Low,2.0,5.0,3.0,At Risk
CUST_000592,48993.9,23,681,0,48993.9,0.0014743903770488,Low,2.0,5.0,5.0,At Risk
CUST_000593,10432.9,6,680,1,10432.9,1.0,High,1.0,2.0,5.0,Hibernating
CUST_000594,2166.8,23,677,0,2166.8,0.0022532826035539,Low,4.0,5.0,4.0,Champions
CUST_000595,5075.01,23,675,0,5075.01,0.000796178602231,Low,3.0,5.0,5.0,Potential Loyalists
CUST_000596,2182.81,22,675,0,2182.81,0.0071617957020206,Low,1.0,5.0,4.0,At Risk
CUST_000597,3232.05,23,673,0,3232.05,0.0003675683752351,Low,4.0,5.0,4.0,Champions
CUST_000598,13586.7,23,672,0,13586.7,0.0011767674227769,Low,4.0,5.0,5.0,Champions
CUST_000599,4160.45,3,672,1,4160.45,1.0,High,1.0,2.0,4.0,Hibernating
CUST_000600,919.09,23,669,0,919.09,0.0013740528619261,Low,4.0,5.0,3.0,Loyal Customers
CUST_000601,1049.84,23,669,0,1049.84,0.0011940700981118,Low,5.0,5.0,3.0,Loyal Customers
CUST_000602,1536.41,23,667,0,1536.41,0.000994979754922,Low,5.0,5.0,3.0,Loyal Customers
CUST_000603,16643.19,23,666,0,16643.19,0.0007866570863098,Low,5.0,4.0,5.0,Champions
CUST_000604,4116.13,23,666,0,4116.13,0.0004805294446327,Low,5.0,5.0,4.0,Champions
CUST_000605,32746.2,23,665,0,32746.2,0.0007529412915678,Low,5.0,4.0,5.0,Champions
CUST_000606,5215.23,23,665,0,5215.23,0.000388405810992,Low,5.0,5.0,4.0,Champions
CUST_000607,5550.32,6,664,1,5550.32,1.0,High,1.0,3.0,5.0,At Risk
CUST_000608,813.11,23,664,0,813.11,0.0020002217741686,Low,5.0,5.0,2.0,Loyal Customers
CUST_000609,1638.81,10,662,1,1638.81,0.9999999999995997,High,1.0,3.0,3.0,At Risk
CUST_000610,1127.37,22,661,0,1127.37,0.0052923520791788,Low,1.0,5.0,3.0,At Risk
CUST_000611,1219.31,22,660,0,1219.31,0.0070257459394793,Low,1.0,5.0,3.0,At Risk
CUST_000612,44525.37,22,660,0,44525.37,0.0019186905364508,Low,2.0,5.0,5.0,At Risk
CUST_000613,4850.0,22,659,0,4850.0,0.0016604047420071,Low,2.0,5.0,5.0,At Risk
CUST_000614,1235.67,22,657,0,1235.67,0.0083234346005116,Low,2.0,5.0,3.0,At Risk
CUST_000615,4000.31,22,657,0,4000.31,0.0024205441628525,Low,2.0,5.0,4.0,At Risk
CUST_000616,1765.12,22,657,0,1765.12,0.0052619400870348,Low,2.0,5.0,3.0,At Risk
CUST_000617,1345.11,22,656,0,1345.11,0.0043807645802373,Low,2.0,5.0,3.0,At Risk
CUST_000618,1105.92,22,655,0,1105.92,0.0030205279806834,Low,2.0,5.0,3.0,At Risk
CUST_000619,3573.94,22,655,0,3573.94,0.0016331862844393,Low,2.0,5.0,4.0,At Risk
CUST_000620,1621.66,22,654,0,1621.66,0.0038369499059272,Low,3.0,4.0,3.0,Potential Loyalists
CUST_000621,21920.0,22,652,0,21920.0,0.0029764917331419,Low,3.0,4.0,5.0,Potential Loyalists
CUST_000622,8905.039999999999,22,648,0,8905.039999999999,0.0016359079067497,Low,3.0,5.0,5.0,Potential Loyalists
CUST_000623,6444.35,22,648,0,6444.35,0.0008317941369153,Low,3.0,4.0,5.0,Potential Loyalists
CUST_000624,1665.01,22,647,0,1665.01,0.001995098354286,Low,3.0,5.0,3.0,Potential Loyalists
CUST_000625,5381.57,22,647,0,5381.57,0.0010094401415596,Low,3.0,5.0,5.0,Potential Loyalists
CUST_000626,5329.29,22,645,0,5329.29,0.0004590339797604,Low,4.0,5.0,5.0,Champions
CUST_000627,1020.93,16,645,1,1020.93,0.9999897206292514,High,1.0,4.0,2.0,At Risk
CUST_000628,4685.05,22,644,0,4685.05,0.0005061102197943,Low,4.0,5.0,4.0,Champions
CUST_000629,3473.03,22,644,0,3473.03,0.000374755807365,Low,4.0,5.0,4.0,Champions
CUST_000630,1189.47,8,642,1,1189.47,0.9999999999999896,High,1.0,3.0,3.0,At Risk
CUST_000631,3457.89,8,642,1,3457.89,0.9999999999999952,High,1.0,3.0,4.0,At Risk
CUST_000632,1849.48,8,641,1,1849.48,0.9999999999999852,High,1.0,3.0,3.0,At Risk
CUST_000633,1497.11,22,641,0,1497.11,0.0007920753899391,Low,4.0,5.0,3.0,Loyal Customers
CUST_000634,3259.39,15,640,1,3259.39,0.9999968454506976,High,1.0,4.0,4.0,At Risk
CUST_000635,1568.2,19,640,1,1568.2,0.9207289824253208,High,1.0,4.0,3.0,At Risk
CUST_000636,13396.94,22,639,0,13396.94,0.0013704246587591,Low,4.0,4.0,5.0,Champions
CUST_000637,1826.07,22,639,0,1826.07,0.0005043061854119,Low,4.0,5.0,3.0,Loyal Customers
CUST_000638,1543.44,22,639,0,1543.44,0.000850402128044,Low,5.0,5.0,3.0,Loyal Customers
CUST_000639,26991.22,22,638,0,26991.22,0.0008720297162166,Low,5.0,4.0,5.0,Champions
CUST_000640,3557.93,22,637,0,3557.93,0.0003591463539925,Low,4.0,5.0,4.0,Champions
CUST_000641,2394.58,14,636,1,2394.58,0.999999289181626,High,1.0,4.0,4.0,At Risk
CUST_000642,718.01,8,635,1,718.01,0.9999999999999964,High,1.0,3.0,2.0,At Risk
CUST_000643,4112.28,22,634,0,4112.28,0.0004588848786662,Low,5.0,4.0,4.0,Champions
CUST_000644,1869.25,22,634,0,1869.25,0.0011525501525714,Low,5.0,4.0,3.0,Loyal Customers
CUST_000645,978.97,22,634,0,978.97,0.0004416433667085,Low,5.0,5.0,3.0,Loyal Customers
CUST_000646,1751.27,22,633,0,1751.27,0.0010178227245822,Low,5.0,5.0,3.0,Loyal Customers
CUST_000647,4983.42,22,633,0,4983.42,0.0002810370255677,Low,5.0,5.0,5.0,Champions
CUST_000648,1637.14,22,632,0,1637.14,0.0004526731675516,Low,5.0,5.0,3.0,Loyal Customers
CUST_000649,1648.82,21,631,0,1648.82,0.0048707021220955,Low,1.0,4.0,3.0,At Risk
CUST_000650,4512.86,21,630,0,4512.86,0.0030587216506622,Low,1.0,4.0,4.0,At Risk
CUST_000651,21606.49,13,630,1,21606.49,0.9999999947067016,High,1.0,4.0,5.0,At Risk
CUST_000652,2801.17,21,629,0,2801.17,0.0048163483783508,Low,2.0,4.0,4.0,At Risk
CUST_000653,10602.46,21,628,0,10602.46,0.0035723971953458,Low,2.0,4.0,5.0,At Risk
CUST_000654,20628.29,21,627,0,20628.29,0.0034454309643143,Low,2.0,4.0,5.0,At Risk
CUST_000655,19784.54,21,627,0,19784.54,0.0077172830231561,Low,1.0,4.0,5.0,At Risk
CUST_000656,8322.47,21,627,0,8322.47,0.0032943406244158,Low,2.0,4.0,5.0,At Risk
CUST_000657,4574.27,5,625,1,4574.27,1.0,High,1.0,2.0,4.0,Hibernating
CUST_000658,5784.73,21,625,0,5784.73,0.0022879037058377,Low,2.0,4.0,5.0,At Risk
CUST_000659,3339.14,14,625,1,3339.14,0.9999993822053428,High,1.0,4.0,4.0,At Risk
CUST_000660,889.48,21,624,0,889.48,0.0082303900956785,Low,1.0,4.0,2.0,At Risk
CUST_000661,355.87,4,623,1,355.87,1.0,High,1.0,2.0,1.0,Hibernating
CUST_000662,1371.84,21,622,0,1371.84,0.0026232699405247,Low,3.0,4.0,3.0,Potential Loyalists
CUST_000663,1608.88,21,621,0,1608.88,0.018281709690899,Low,3.0,4.0,3.0,Potential Loyalists
CUST_000664,12160.11,21,621,0,12160.11,0.0026541169013908,Low,3.0,4.0,5.0,Potential Loyalists
CUST_000665,4768.0,21,620,0,4768.0,0.001498498954426,Low,3.0,4.0,4.0,Potential Loyalists
CUST_000666,3463.7,21,620,0,3463.7,0.0013640969871504,Low,3.0,4.0,4.0,Potential Loyalists
CUST_000667,50483.71,21,616,0,50483.71,0.0003909815576699,Low,3.0,5.0,5.0,Potential Loyalists
CUST_000668,3865.28,21,616,0,3865.28,0.0029159013406714,Low,4.0,4.0,4.0,Champions
CUST_000669,3569.27,21,616,0,3569.27,0.0007990582297632,Low,3.0,4.0,4.0,Potential Loyalists
CUST_000670,1920.53,21,615,0,1920.53,0.0011304402466244,Low,3.0,4.0,3.0,Potential Loyalists
CUST_000671,5312.7,21,614,0,5312.7,0.0006125301859631,Low,3.0,5.0,5.0,Potential Loyalists
CUST_000672,5049.27,21,612,0,5049.27,0.0003193540085937,Low,4.0,5.0,5.0,Champions
CUST_000673,5703.29,21,611,0,5703.29,0.000505525301711,Low,4.0,4.0,5.0,Champions
CUST_000674,1107.65,21,611,0,1107.65,0.0022659942401297,Low,4.0,4.0,3.0,Loyal Customers
CUST_000675,1823.53,21,611,0,1823.53,0.0006754614023729,Low,4.0,5.0,3.0,Loyal Customers
CUST_000676,3228.88,21,610,0,3228.88,0.0007250326738821,Low,4.0,4.0,4.0,Champions
CUST_000677,2419.71,16,610,1,2419.71,0.9990222968483164,High,1.0,4.0,4.0,At Risk
CUST_000678,8533.67,21,608,0,8533.67,0.0007134402465602,Low,4.0,5.0,5.0,Champions
CUST_000679,4942.19,21,607,0,4942.19,0.0005518010169801,Low,4.0,4.0,4.0,Champions
CUST_000680,2363.72,21,607,0,2363.72,0.0012059001234221,Low,5.0,4.0,4.0,Champions
CUST_000681,640.7,21,607,0,640.7,0.0006318128762578,Low,5.0,4.0,2.0,Loyal Customers
CUST_000682,3946.1,21,605,0,3946.1,0.0002483214115892,Low,5.0,4.0,4.0,Champions
CUST_000683,1878.57,21,605,0,1878.57,0.0005195798672553,Low,5.0,4.0,3.0,Loyal Customers
CUST_000684,9460.95,21,603,0,9460.95,0.0002316530971963,Low,5.0,5.0,5.0,Champions
CUST_000685,1946.78,21,603,0,1946.78,0.0006764804837398,Low,5.0,4.0,3.0,Loyal Customers
CUST_000686,768.84,19,603,1,768.84,0.1542729109483106,Low,1.0,4.0,2.0,At Risk
CUST_000687,2502.79,21,602,0,2502.79,0.0003828099688015,Low,5.0,4.0,4.0,Champions
CUST_000688,10043.61,20,601,0,10043.61,0.0050257739870118,Low,2.0,4.0,5.0,At Risk
CUST_000689,4763.42,20,599,0,4763.42,0.002703806026162,Low,2.0,4.0,4.0,At Risk
CUST_000690,2253.74,20,598,0,2253.74,0.0065818745042861,Low,2.0,4.0,4.0,At Risk
CUST_000691,1602.03,20,597,0,1602.03,0.0037277865691373,Low,2.0,4.0,3.0,At Risk
CUST_000692,1004.62,17,596,1,1004.62,0.9582190689021234,High,1.0,4.0,3.0,At Risk
CUST_000693,1605.2,20,595,0,1605.2,0.0065978688233425,Low,2.0,4.0,3.0,At Risk
CUST_000694,941.31,20,594,0,941.31,0.0021556914129087,Low,2.0,4.0,3.0,At Risk
CUST_000695,483.97,4,592,1,483.97,1.0,High,1.0,2.0,2.0,Hibernating
CUST_000696,1341.17,20,591,0,1341.17,0.0019139818207544,Low,3.0,4.0,3.0,Potential Loyalists
CUST_000697,1903.41,20,589,0,1903.41,0.000839012166451,Low,3.0,4.0,4.0,Potential Loyalists
CUST_000698,18025.2,20,588,0,18025.2,0.0018694347183432,Low,3.0,4.0,5.0,Potential Loyalists
CUST_000699,1589.33,20,586,0,1589.33,0.0024403886552291,Low,3.0,4.0,3.0,Potential Loyalists
CUST_000700,2273.43,20,586,0,2273.43,0.0005425857962881,Low,3.0,4.0,4.0,Potential Loyalists
CUST_000701,744.38,20,585,0,744.38,0.0036584783258181,Low,3.0,4.0,2.0,Promising
CUST_000702,2483.11,20,584,0,2483.11,0.0009959013638764,Low,4.0,4.0,4.0,Champions
CUST_000703,5553.41,20,584,0,5553.41,0.0008038097054915,Low,4.0,4.0,5.0,Champions
CUST_000704,11858.89,20,584,0,11858.89,0.0009103595158793,Low,4.0,4.0,5.0,Champions
CUST_000705,15237.55,20,583,0,15237.55,0.0008485233127172,Low,4.0,5.0,5.0,Champions
CUST_000706,691.34,20,583,0,691.34,0.0022953264657357,Low,4.0,4.0,2.0,Loyal Customers
CUST_000707,603.74,20,583,0,603.74,0.0027992167144268,Low,4.0,4.0,2.0,Loyal Customers
CUST_000708,38282.36,20,581,0,38282.36,0.000370010878734,Low,4.0,4.0,5.0,Champions
CUST_000709,1490.38,20,581,0,1490.38,0.0012020158350038,Low,4.0,4.0,3.0,Loyal Customers
CUST_000710,43390.49,15,580,1,43390.49,0.9995543479296698,High,1.0,4.0,5.0,At Risk
CUST_000711,4854.02,20,579,0,4854.02,0.0005168502336654,Low,4.0,5.0,5.0,Champions
CUST_000712,724.89,20,579,0,724.89,0.0006763338406248,Low,4.0,4.0,2.0,Loyal Customers
CUST_000713,25760.53,20,577,0,25760.53,0.0005336941243256,Low,4.0,4.0,5.0,Champions
CUST_000714,45646.67,20,576,0,45646.67,0.000196826147047,Low,5.0,4.0,5.0,Champions
CUST_000715,1553.87,3,576,1,1553.87,1.0,High,1.0,2.0,3.0,Hibernating
CUST_000716,3015.06,20,574,0,3015.06,0.0001974219811418,Low,5.0,4.0,4.0,Champions
CUST_000717,2981.87,20,573,0,2981.87,0.0002912135897298,Low,5.0,4.0,4.0,Champions
CUST_000718,818.07,19,571,0,818.07,0.0073262544722987,Low,2.0,4.0,2.0,At Risk
CUST_000719,3750.93,19,570,0,3750.93,0.0112935021972834,Low,1.0,4.0,4.0,At Risk
CUST_000720,3089.01,19,570,0,3089.01,0.0060804790445509,Low,2.0,4.0,4.0,At Risk
CUST_000721,1693.13,19,569,0,1693.13,0.0058643909691192,Low,2.0,4.0,3.0,At Risk
CUST_000722,2092.29,19,569,0,2092.29,0.0040334460424751,Low,2.0,4.0,4.0,At Risk
CUST_000723,1251.69,19,567,0,1251.69,0.0068921977450903,Low,2.0,4.0,3.0,At Risk
CUST_000724,9623.17,19,567,0,9623.17,0.0042663900797068,Low,2.0,4.0,5.0,At Risk
CUST_000725,4558.61,19,567,0,4558.61,0.0021810492929989,Low,2.0,4.0,4.0,At Risk
CUST_000726,3843.89,19,566,0,3843.89,0.0019002699636037,Low,2.0,4.0,4.0,At Risk
CUST_000727,2797.05,19,566,0,2797.05,0.0020490647502537,Low,2.0,4.0,4.0,At Risk
CUST_000728,19992.74,19,565,0,19992.74,0.0037166430948046,Low,2.0,4.0,5.0,At Risk
CUST_000729,5612.78,19,565,0,5612.78,0.0013093658614,Low,2.0,4.0,5.0,At Risk
CUST_000730,2228.08,19,565,0,2228.08,0.0042331013185354,Low,2.0,4.0,4.0,At Risk
CUST_000731,3501.91,19,564,0,3501.91,0.005096624643413,Low,1.0,4.0,4.0,At Risk
CUST_000732,3556.05,19,564,0,3556.05,0.00483241864842,Low,2.0,4.0,4.0,At Risk
CUST_000733,1616.03,19,562,0,1616.03,0.0049340457550688,Low,3.0,4.0,3.0,Potential Loyalists
CUST_000734,1823.07,19,560,0,1823.07,0.0020157142940978,Low,3.0,4.0,3.0,Potential Loyalists
CUST_000735,5870.93,19,560,0,5870.93,0.0033789061190646,Low,3.0,4.0,5.0,Potential Loyalists
CUST_000736,2049.14,19,560,0,2049.14,0.0014303174662957,Low,3.0,4.0,3.0,Potential Loyalists
CUST_000737,5505.54,19,558,0,5505.54,0.0005024645524054,Low,3.0,4.0,5.0,Potential Loyalists
CUST_000738,3883.41,19,558,0,3883.41,0.0011117360106076,Low,3.0,4.0,4.0,Potential Loyalists
CUST_000739,16114.27,19,557,0,16114.27,0.0011478004365812,Low,3.0,4.0,5.0,Potential Loyalists
CUST_000740,4549.61,19,557,0,4549.61,0.0005797903487623,Low,3.0,4.0,4.0,Potential Loyalists
CUST_000741,1465.73,19,555,0,1465.73,0.0013617820348993,Low,4.0,4.0,3.0,Loyal Customers
CUST_000742,1379.04,19,555,0,1379.04,0.0017181882290475,Low,4.0,4.0,3.0,Loyal Customers
CUST_000743,279.41,8,555,1,279.41,0.99999999997917,High,1.0,3.0,1.0,At Risk
CUST_000744,3838.7,19,554,0,3838.7,0.0006119451539094,Low,4.0,4.0,4.0,Champions
CUST_000745,5724.68,19,553,0,5724.68,0.0002859412757084,Low,4.0,4.0,5.0,Champions
CUST_000746,1303.88,19,553,0,1303.88,0.0013381237141443,Low,4.0,4.0,3.0,Loyal Customers
CUST_000747,1372.87,19,550,0,1372.87,0.0008136852523821,Low,4.0,4.0,3.0,Loyal Customers
CUST_000748,3079.64,19,550,0,3079.64,0.0004038225171542,Low,4.0,4.0,4.0,Champions
CUST_000749,4415.51,18,549,0,4415.51,0.0062871795273846,Low,1.0,4.0,4.0,At Risk
CUST_000750,6705.87,19,549,0,6705.87,0.0007908997823002,Low,4.0,4.0,5.0,Champions
CUST_000751,5414.91,19,549,0,5414.91,0.0002793855364332,Low,5.0,4.0,5.0,Champions
CUST_000752,1190.82,19,548,0,1190.82,0.0006947587174403,Low,5.0,4.0,3.0,Loyal Customers
CUST_000753,632.29,19,548,0,632.29,0.000934403659503,Low,5.0,4.0,2.0,Loyal Customers
CUST_000754,2086.76,19,548,0,2086.76,0.0008151168623958,Low,5.0,4.0,4.0,Champions
CUST_000755,15082.55,19,547,0,15082.55,0.0007264123526321,Low,5.0,4.0,5.0,Champions
CUST_000756,3861.09,19,546,0,3861.09,0.0005577886134933,Low,5.0,4.0,4.0,Champions
CUST_000757,1252.37,19,545,0,1252.37,0.0006720498232052,Low,5.0,4.0,3.0,Loyal Customers
CUST_000758,809.67,19,544,0,809.67,0.0007684967812,Low,1.0,4.0,2.0,At Risk
CUST_000759,6768.44,8,544,1,6768.44,0.9999999999896494,High,1.0,3.0,5.0,At Risk
CUST_000760,13995.75,19,544,0,13995.75,0.000357026210567,Low,5.0,4.0,5.0,Champions
CUST_000761,50185.28,19,544,0,50185.28,0.0001938699982508,Low,5.0,4.0,5.0,Champions
CUST_000762,998.27,19,543,0,998.27,0.0003007311531245,Low,5.0,4.0,3.0,Loyal Customers
CUST_000763,443.6,9,543,1,443.6,0.999999998890243,High,1.0,3.0,2.0,At Risk
CUST_000764,914.51,19,542,0,914.51,0.0021503869254881,Low,5.0,4.0,2.0,Loyal Customers
CUST_000765,4075.33,18,541,0,4075.33,0.0045485048251338,Low,1.0,4.0,4.0,At Risk
CUST_000766,381.92,4,540,1,381.92,0.9999999999999996,High,1.0,1.0,2.0,Hibernating
CUST_000767,614.91,18,540,0,614.91,0.0084885031714686,Low,2.0,4.0,2.0,At Risk
CUST_000768,736.66,18,539,0,736.66,0.007432062816249,Low,2.0,4.0,2.0,At Risk
CUST_000769,2803.13,18,539,0,2803.13,0.0028763337597329,Low,2.0,4.0,4.0,At Risk
CUST_000770,5156.3,18,538,0,5156.3,0.0024398409773999,Low,2.0,4.0,5.0,At Risk
CUST_000771,450.61,10,538,1,450.61,0.999999984481911,High,1.0,3.0,2.0,At Risk
CUST_000772,529.42,18,538,0,529.42,0.0097067696218669,Low,2.0,4.0,2.0,At Risk
CUST_000773,2787.06,18,537,0,2787.06,0.0010403674958551,Low,2.0,4.0,4.0,At Risk
CUST_000774,3140.54,18,537,0,3140.54,0.0015341969680596,Low,2.0,4.0,4.0,At Risk
CUST_000775,2591.67,18,535,0,2591.67,0.0034597834215137,Low,2.0,4.0,4.0,At Risk
CUST_000776,3879.57,18,534,0,3879.57,0.0009003291176656,Low,2.0,4.0,4.0,At Risk
CUST_000777,8325.51,18,534,0,8325.51,0.0030011977160855,Low,2.0,4.0,5.0,At Risk
CUST_000778,919.97,18,533,0,919.97,0.0031568094627842,Low,2.0,4.0,3.0,At Risk
CUST_000779,2781.37,18,530,0,2781.37,0.003471515512228,Low,3.0,4.0,4.0,Potential Loyalists
CUST_000780,12972.2,18,529,0,12972.2,0.0019055699682542,Low,3.0,4.0,5.0,Potential Loyalists
CUST_000781,1014.25,18,529,0,1014.25,0.0022351479487361,Low,3.0,4.0,3.0,Potential Loyalists
CUST_000782,787.59,18,529,0,787.59,0.001664306364145,Low,3.0,4.0,2.0,Promising
CUST_000783,5397.54,18,528,0,5397.54,0.0014327190979017,Low,3.0,4.0,5.0,Potential Loyalists
CUST_000784,613.29,18,527,0,613.29,0.0023741287413209,Low,3.0,4.0,2.0,Promising
CUST_000785,4985.92,18,527,0,4985.92,0.0004968435106039,Low,3.0,4.0,5.0,Potential Loyalists
CUST_000786,952.44,18,526,0,952.44,0.0013286599393269,Low,4.0,4.0,3.0,Loyal Customers
CUST_000787,8880.7,16,524,1,8880.7,0.415912159679444,Medium,1.0,4.0,5.0,At Risk
CUST_000788,805.11,18,522,0,805.11,0.0030968366168234,Low,4.0,4.0,2.0,Loyal Customers
CUST_000789,3639.96,18,522,0,3639.96,0.0009256610230765,Low,4.0,4.0,4.0,Champions
CUST_000790,1071.58,7,521,1,1071.58,0.9999999999668114,High,1.0,3.0,3.0,At Risk
CUST_000791,1335.45,18,520,0,1335.45,0.0013009520872735,Low,4.0,4.0,3.0,Loyal Customers
CUST_000792,4802.76,18,520,0,4802.76,0.0008039233434461,Low,1.0,4.0,4.0,At Risk
CUST_000793,727.43,9,519,1,727.43,0.9999999938255082,High,1.0,3.0,2.0,At Risk
CUST_000794,1027.54,4,518,1,1027.54,0.9999999999999988,High,1.0,1.0,2.0,Hibernating
CUST_000795,2405.63,18,518,0,2405.63,0.0002470303251977,Low,5.0,4.0,4.0,Champions
CUST_000796,19310.88,18,518,0,19310.88,0.00023169967312,Low,5.0,4.0,5.0,Champions
CUST_000797,1006.67,18,517,0,1006.67,0.0009147193042194,Low,5.0,4.0,3.0,Loyal Customers
CUST_000798,5256.49,18,516,0,5256.49,0.0003034532306084,Low,5.0,4.0,4.0,Champions
CUST_000799,1494.06,18,516,0,1494.06,0.0007117987570289,Low,5.0,4.0,3.0,Loyal Customers
CUST_000800,13332.75,18,515,0,13332.75,0.0007762947718595,Low,5.0,4.0,5.0,Champions
CUST_000801,206.25,5,515,1,206.25,0.9999999999999468,High,1.0,2.0,1.0,Hibernating
CUST_000802,1828.71,18,514,0,1828.71,0.0006231124027692,Low,5.0,4.0,3.0,Loyal Customers
CUST_000803,3711.27,18,513,0,3711.27,0.0001955771909679,Low,5.0,4.0,4.0,Champions
CUST_000804,18054.05,18,512,0,18054.05,0.0002378937370311,Low,5.0,4.0,5.0,Champions
CUST_000805,2389.39,12,511,1,2389.39,0.9998955953070664,High,1.0,3.0,4.0,At Risk
CUST_000806,1645.51,17,511,0,1645.51,0.0037891985653948,Low,1.0,4.0,3.0,At Risk
CUST_000807,1642.93,17,510,0,1642.93,0.0212824401535219,Low,1.0,4.0,3.0,At Risk
CUST_000808,3119.27,17,508,0,3119.27,0.002870872910287,Low,2.0,4.0,4.0,At Risk
CUST_000809,3283.04,17,508,0,3283.04,0.003113535874751,Low,2.0,4.0,4.0,At Risk
CUST_000810,3801.86,17,507,0,3801.86,0.0022310066111798,Low,2.0,4.0,4.0,At Risk
CUST_000811,659.05,17,507,0,659.05,0.0148535464261645,Low,2.0,4.0,2.0,At Risk
CUST_000812,19778.33,17,505,0,19778.33,0.0013109287857198,Low,2.0,4.0,5.0,At Risk
CUST_000813,1667.82,17,505,0,1667.82,0.0033237323173741,Low,2.0,4.0,3.0,At Risk
CUST_000814,599.64,4,502,1,599.64,0.999999999999984,High,1.0,2.0,2.0,Hibernating
CUST_000815,2464.4300000000003,11,501,1,2464.4300000000003,0.9999867024540182,High,1.0,3.0,4.0,At Risk
CUST_000816,1288.11,16,501,0,1288.11,0.0499611080289268,Low,1.0,4.0,3.0,At Risk
CUST_000817,9081.16,17,497,0,9081.16,0.0028392782476517,Low,3.0,4.0,5.0,Potential Loyalists
CUST_000818,780.8299999999999,17,496,0,780.8299999999999,0.0027840026171129,Low,3.0,4.0,2.0,Promising
CUST_000819,664.19,17,495,0,664.19,0.0010649366244127,Low,4.0,4.0,2.0,Loyal Customers
CUST_000820,5896.97,17,495,0,5896.97,0.0020419066367645,Low,3.0,4.0,5.0,Potential Loyalists
CUST_000821,6300.15,17,495,0,6300.15,0.0013176119675155,Low,4.0,4.0,5.0,Champions
CUST_000822,2841.48,17,494,0,2841.48,0.0005070712412291,Low,4.0,4.0,4.0,Champions
CUST_000823,12108.27,17,494,0,12108.27,0.0012923005884458,Low,4.0,4.0,5.0,Champions
CUST_000824,10671.22,17,493,0,10671.22,0.0010342455443372,Low,4.0,4.0,5.0,Champions
CUST_000825,2627.59,17,492,0,2627.59,0.0003210956002556,Low,4.0,4.0,4.0,Champions
CUST_000826,605.52,17,492,0,605.52,0.0016168269507871,Low,4.0,4.0,2.0,Loyal Customers
CUST_000827,1535.51,17,491,0,1535.51,0.0009266087506551,Low,4.0,4.0,3.0,Loyal Customers
CUST_000828,10851.43,10,490,1,10851.43,0.9999991727337538,High,1.0,3.0,5.0,At Risk
CUST_000829,686.83,17,488,0,686.83,0.0010101249631075,Low,5.0,4.0,2.0,Loyal Customers
CUST_000830,5331.44,17,488,0,5331.44,0.0002222953502681,Low,4.0,4.0,5.0,Champions
CUST_000831,3249.12,17,487,0,3249.12,0.000477082918512,Low,5.0,4.0,4.0,Champions
CUST_000832,2598.02,17,487,0,2598.02,0.0002408309445727,Low,5.0,4.0,4.0,Champions
