transaction_id,customer_id,transaction_date,amount,payment_method,transaction_status
TXN_00000985,CUST_000025,2023-05-04,95.4,Bank Transfer,Completed
TXN_00000986,CUST_000025,2023-05-31,92.8,Bank Transfer,Completed
TXN_00000987,CUST_000025,2023-06-29,93.16,Wire Transfer,Completed
TXN_00000988,CUST_000025,2023-07-29,92.46,Credit Card,Failed
TXN_00000989,CUST_000025,2023-08-30,91.19,Wire Transfer,Completed
TXN_00000990,CUST_000025,2023-09-28,97.96,Wire Transfer,Completed
TXN_00000991,CUST_000025,2023-10-31,95.83,Bank Transfer,Completed
TXN_00000992,CUST_000025,2023-11-27,112.96,Bank Transfer,Completed
TXN_00000993,CUST_000025,2023-12-29,113.25,Credit Card,Completed
TXN_00000994,CUST_000025,2024-01-28,86.88,PayPal,Completed
TXN_00000995,CUST_000025,2024-02-26,87.27,PayPal,Completed
TXN_00000996,CUST_000025,2024-03-26,98.53,Credit Card,Completed
TXN_00000997,CUST_000025,2024-04-24,95.14,ACH,Completed
TXN_00000998,CUST_000025,2024-05-26,96.08,Credit Card,Completed
TXN_00000999,CUST_000025,2024-06-24,93.1,Credit Card,Completed
TXN_00001000,CUST_000025,2024-07-26,90.16,Credit Card,Completed
TXN_00001001,CUST_000025,2024-08-26,92.39,Credit Card,Completed
TXN_00001002,CUST_000025,2024-09-24,94.78,Wire Transfer,Completed
TXN_00001003,CUST_000025,2024-10-23,96.0,PayPal,Completed
TXN_00001004,CUST_000025,2024-11-20,112.11,Credit Card,Completed
TXN_00001005,CUST_000025,2024-12-20,112.49,PayPal,Completed
TXN_00001006,CUST_000026,2021-02-10,-769.97,PayPal,Refunded
TXN_00001007,CUST_000026,2021-03-15,868.01,Wire Transfer,Completed
TXN_00001008,CUST_000026,2021-04-11,864.39,Bank Transfer,Completed
TXN_00001009,CUST_000026,2021-05-11,849.07,Credit Card,Completed
TXN_00001010,CUST_000026,2021-06-11,813.19,Credit Card,Completed
TXN_00001011,CUST_000026,2021-07-10,815.88,Bank Transfer,Completed
TXN_00001012,CUST_000026,2021-08-09,806.29,Credit Card,Completed
TXN_00001013,CUST_000026,2021-09-10,849.16,PayPal,Completed
TXN_00001014,CUST_000027,2021-02-18,819.31,Credit Card,Completed
TXN_00001015,CUST_000027,2021-03-21,902.14,Credit Card,Completed
TXN_00001016,CUST_000027,2021-04-17,894.81,Bank Transfer,Failed
TXN_00001017,CUST_000027,2021-05-21,903.49,Wire Transfer,Completed
TXN_00001018,CUST_000027,2021-06-19,856.38,Credit Card,Completed
TXN_00001019,CUST_000027,2021-07-19,858.14,Credit Card,Completed
TXN_00001020,CUST_000027,2021-08-18,877.74,PayPal,Completed
TXN_00001021,CUST_000027,2021-09-16,908.36,PayPal,Completed
TXN_00001022,CUST_000027,2021-10-15,905.78,Credit Card,Completed
TXN_00001023,CUST_000027,2021-11-16,1032.01,Credit Card,Failed
TXN_00001024,CUST_000027,2021-12-17,1031.96,Credit Card,Completed
TXN_00001025,CUST_000027,2022-01-15,811.81,Bank Transfer,Completed
TXN_00001026,CUST_000027,2022-02-13,834.46,ACH,Completed
TXN_00001027,CUST_000027,2022-03-14,897.05,Credit Card,Completed
TXN_00001028,CUST_000027,2022-04-14,904.22,Bank Transfer,Completed
TXN_00001029,CUST_000027,2022-05-15,918.28,PayPal,Completed
TXN_00001030,CUST_000027,2022-06-14,860.1,Wire Transfer,Completed
TXN_00001031,CUST_000027,2022-07-13,874.51,Bank Transfer,Completed
TXN_00001032,CUST_000027,2022-08-11,874.33,Wire Transfer,Completed
TXN_00001033,CUST_000027,2022-09-13,909.68,Credit Card,Completed
TXN_00001034,CUST_000027,2022-10-09,903.61,Credit Card,Completed
TXN_00001035,CUST_000027,2022-11-08,1044.5,PayPal,Completed
TXN_00001036,CUST_000027,2022-12-10,1045.52,Credit Card,Completed
TXN_00001037,CUST_000027,2023-01-08,834.05,Credit Card,Completed
TXN_00001038,CUST_000027,2023-02-10,834.09,Credit Card,Completed
TXN_00001039,CUST_000027,2023-03-10,902.18,Credit Card,Pending
TXN_00001040,CUST_000027,2023-04-08,899.33,Credit Card,Completed
TXN_00001041,CUST_000027,2023-05-10,908.16,Credit Card,Completed
TXN_00001042,CUST_000027,2023-06-06,856.85,Credit Card,Completed
TXN_00001043,CUST_000027,2023-07-06,849.12,Credit Card,Completed
TXN_00001044,CUST_000027,2023-08-07,869.05,Credit Card,Completed
TXN_00001045,CUST_000027,2023-09-07,903.69,Credit Card,Completed
TXN_00001046,CUST_000027,2023-10-06,894.22,Credit Card,Completed
TXN_00001047,CUST_000027,2023-11-07,1066.39,Credit Card,Completed
TXN_00001048,CUST_000027,2023-12-04,1043.11,Bank Transfer,Completed
TXN_00001049,CUST_000027,2024-01-02,806.48,Credit Card,Completed
TXN_00001050,CUST_000027,2024-02-02,823.77,Credit Card,Completed
TXN_00001051,CUST_000027,2024-03-04,910.12,PayPal,Pending
TXN_00001052,CUST_000027,2024-04-02,909.82,Bank Transfer,Completed
TXN_00001053,CUST_000027,2024-05-02,900.25,Credit Card,Completed
TXN_00001054,CUST_000027,2024-06-02,861.04,Credit Card,Completed
TXN_00001055,CUST_000027,2024-07-02,864.97,Credit Card,Completed
TXN_00001056,CUST_000027,2024-08-02,860.88,Credit Card,Completed
TXN_00001057,CUST_000027,2024-09-02,854.38,Credit Card,Completed
TXN_00001058,CUST_000027,2024-10-01,918.68,Bank Transfer,Completed
TXN_00001059,CUST_000027,2024-10-30,893.88,Bank Transfer,Completed
TXN_00001060,CUST_000027,2024-11-29,1026.2,PayPal,Completed
TXN_00001061,CUST_000027,2024-12-28,1044.85,PayPal,Completed
TXN_00001062,CUST_000028,2021-02-19,683.4,Bank Transfer,Completed
TXN_00001063,CUST_000028,2021-03-22,746.19,ACH,Completed
TXN_00001064,CUST_000028,2021-04-18,755.06,Credit Card,Completed
TXN_00001065,CUST_000028,2021-05-18,741.91,Wire Transfer,Completed
TXN_00001066,CUST_000028,2021-06-18,721.25,Credit Card,Failed
TXN_00001067,CUST_000028,2021-07-17,709.17,Bank Transfer,Completed
TXN_00001068,CUST_000029,2021-02-21,60.19,Bank Transfer,Failed
TXN_00001069,CUST_000029,2021-03-20,67.64,Credit Card,Failed
TXN_00001070,CUST_000029,2021-04-21,68.24,PayPal,Completed
TXN_00001071,CUST_000029,2021-05-19,-66.53,PayPal,Refunded
TXN_00001072,CUST_000029,2021-06-18,65.39,Credit Card,Completed
TXN_00001073,CUST_000029,2021-07-20,63.88,Credit Card,Completed
TXN_00001074,CUST_000029,2021-08-19,65.01,Credit Card,Completed
TXN_00001075,CUST_000029,2021-09-20,67.73,Credit Card,Completed
TXN_00001076,CUST_000029,2021-10-19,67.57,Credit Card,Completed
TXN_00001077,CUST_000029,2021-11-16,77.84,Bank Transfer,Completed
TXN_00001078,CUST_000029,2021-12-16,78.3,PayPal,Completed
TXN_00001079,CUST_000029,2022-01-18,61.83,PayPal,Completed
TXN_00001080,CUST_000029,2022-02-15,88.53,Bank Transfer,Completed
TXN_00001081,CUST_000029,2022-03-18,67.79,PayPal,Completed
TXN_00001082,CUST_000029,2022-04-17,67.06,Credit Card,Completed
TXN_00001083,CUST_000029,2022-05-14,66.89,PayPal,Completed
TXN_00001084,CUST_000029,2022-06-14,64.42,Bank Transfer,Completed
TXN_00001085,CUST_000029,2022-07-13,64.54,PayPal,Failed
TXN_00001086,CUST_000029,2022-08-12,63.9,PayPal,Completed
TXN_00001087,CUST_000029,2022-09-12,67.61,Credit Card,Completed
TXN_00001088,CUST_000029,2022-10-11,67.29,Wire Transfer,Completed
TXN_00001089,CUST_000029,2022-11-10,77.99,Credit Card,Completed
TXN_00001090,CUST_000029,2022-12-13,77.75,PayPal,Completed
TXN_00001091,CUST_000029,2023-01-09,59.91,Wire Transfer,Completed
TXN_00001092,CUST_000029,2023-02-11,60.93,Credit Card,Completed
TXN_00001093,CUST_000029,2023-03-14,67.05,Credit Card,Completed
TXN_00001094,CUST_000029,2023-04-09,67.67,Credit Card,Completed
TXN_00001095,CUST_000029,2023-05-09,67.15,Bank Transfer,Completed
TXN_00001096,CUST_000029,2023-06-11,63.89,Credit Card,Completed
TXN_00001097,CUST_000029,2023-07-10,63.78,Bank Transfer,Completed
TXN_00001098,CUST_000029,2023-08-07,63.61,Bank Transfer,Completed
TXN_00001099,CUST_000029,2023-09-08,66.74,Bank Transfer,Completed
TXN_00001100,CUST_000029,2023-10-09,68.62,Bank Transfer,Completed
TXN_00001101,CUST_000029,2023-11-07,77.91,Bank Transfer,Completed
TXN_00001102,CUST_000029,2023-12-05,77.91,Credit Card,Completed
TXN_00001103,CUST_000029,2024-01-04,61.21,Credit Card,Completed
TXN_00001104,CUST_000029,2024-02-05,62.19,Bank Transfer,Completed
TXN_00001105,CUST_000029,2024-03-06,66.82,Credit Card,Completed
TXN_00001106,CUST_000029,2024-04-04,98.82,Credit Card,Completed
TXN_00001107,CUST_000029,2024-05-03,68.26,Credit Card,Completed
TXN_00001108,CUST_000029,2024-06-02,63.52,Bank Transfer,Completed
TXN_00001109,CUST_000029,2024-07-04,64.6,PayPal,Completed
TXN_00001110,CUST_000029,2024-08-03,64.19,Credit Card,Completed
TXN_00001111,CUST_000029,2024-09-04,67.52,PayPal,Completed
TXN_00001112,CUST_000029,2024-09-30,68.87,PayPal,Completed
TXN_00001113,CUST_000029,2024-11-01,87.62,Credit Card,Completed
TXN_00001114,CUST_000029,2024-12-03,77.3,Bank Transfer,Completed
TXN_00001115,CUST_000029,2025-01-02,77.45,Wire Transfer,Completed
TXN_00001116,CUST_000030,2021-02-21,72.12,Bank Transfer,Completed
TXN_00001117,CUST_000030,2021-03-22,80.3,Bank Transfer,Completed
TXN_00001118,CUST_000030,2021-04-21,79.1,Wire Transfer,Completed
TXN_00001119,CUST_000030,2021-05-20,77.83,Bank Transfer,Completed
TXN_00001120,CUST_000030,2021-06-20,75.66,Credit Card,Completed
TXN_00001121,CUST_000030,2021-07-20,75.5,Credit Card,Completed
TXN_00001122,CUST_000030,2021-08-20,75.28,PayPal,Completed
TXN_00001123,CUST_000030,2021-09-18,78.41,Bank Transfer,Completed
TXN_00001124,CUST_000030,2021-10-17,-79.13,ACH,Refunded
TXN_00001125,CUST_000030,2021-11-19,91.75,Credit Card,Completed
TXN_00001126,CUST_000030,2021-12-18,90.86,Credit Card,Completed
TXN_00001127,CUST_000030,2022-01-14,70.74,Credit Card,Completed
TXN_00001128,CUST_000030,2022-02-16,71.9,Bank Transfer,Completed
TXN_00001129,CUST_000030,2022-03-17,77.87,Bank Transfer,Failed
TXN_00001130,CUST_000030,2022-04-16,80.3,Credit Card,Completed
TXN_00001131,CUST_000030,2022-05-18,80.15,Credit Card,Failed
TXN_00001132,CUST_000030,2022-06-14,74.31,PayPal,Completed
TXN_00001133,CUST_000030,2022-07-16,73.64,ACH,Completed
TXN_00001134,CUST_000030,2022-08-13,74.02,Credit Card,Completed
TXN_00001135,CUST_000030,2022-09-11,79.34,PayPal,Completed
TXN_00001136,CUST_000030,2022-10-11,78.51,Credit Card,Completed
TXN_00001137,CUST_000030,2022-11-12,90.77,PayPal,Completed
TXN_00001138,CUST_000030,2022-12-10,88.88,Credit Card,Completed
TXN_00001139,CUST_000030,2023-01-12,71.21,Credit Card,Completed
TXN_00001140,CUST_000030,2023-02-12,70.28,PayPal,Completed
TXN_00001141,CUST_000030,2023-03-13,77.99,Credit Card,Completed
TXN_00001142,CUST_000030,2023-04-11,77.29,Credit Card,Completed
TXN_00001143,CUST_000030,2023-05-13,78.38,Credit Card,Completed
TXN_00001144,CUST_000030,2023-06-09,74.95,Credit Card,Completed
TXN_00001145,CUST_000030,2023-07-10,73.64,Credit Card,Completed
TXN_00001146,CUST_000030,2023-08-07,73.79,PayPal,Completed
TXN_00001147,CUST_000030,2023-09-07,77.95,Credit Card,Completed
TXN_00001148,CUST_000030,2023-10-07,78.13,Credit Card,Pending
TXN_00001149,CUST_000030,2023-11-08,90.99,PayPal,Completed
TXN_00001150,CUST_000030,2023-12-07,90.81,Credit Card,Completed
TXN_00001151,CUST_000030,2024-01-08,71.93,Bank Transfer,Failed
TXN_00001152,CUST_000030,2024-02-07,72.04,Credit Card,Completed
TXN_00001153,CUST_000030,2024-03-05,79.85,Credit Card,Completed
TXN_00001154,CUST_000030,2024-04-07,77.73,Credit Card,Completed
TXN_00001155,CUST_000030,2024-05-07,79.74,Credit Card,Completed
TXN_00001156,CUST_000030,2024-06-05,74.42,Bank Transfer,Completed
TXN_00001157,CUST_000030,2024-07-04,73.86,Credit Card,Completed
TXN_00001158,CUST_000030,2024-08-01,73.71,Credit Card,Completed
TXN_00001159,CUST_000030,2024-09-01,77.9,PayPal,Completed
TXN_00001160,CUST_000030,2024-10-01,79.27,Credit Card,Failed
TXN_00001161,CUST_000030,2024-10-31,92.08,Credit Card,Completed
TXN_00001162,CUST_000030,2024-11-29,90.31,Wire Transfer,Completed
TXN_00001163,CUST_000030,2025-01-02,90.08,PayPal,Completed
TXN_00001164,CUST_000031,2021-02-24,78.26,PayPal,Completed
TXN_00001165,CUST_000031,2021-03-23,87.4,Credit Card,Completed
TXN_00001166,CUST_000031,2021-04-23,89.04,Credit Card,Completed
TXN_00001167,CUST_000031,2021-05-25,87.82,Bank Transfer,Completed
TXN_00001168,CUST_000031,2021-06-23,82.59,Bank Transfer,Completed
TXN_00001169,CUST_000031,2021-07-21,83.58,Bank Transfer,Completed
TXN_00001170,CUST_000031,2021-08-20,82.78,Credit Card,Completed
TXN_00001171,CUST_000031,2021-09-19,88.29,PayPal,Completed
TXN_00001172,CUST_000031,2021-10-21,86.81,PayPal,Completed
TXN_00001173,CUST_000031,2021-11-19,103.56,Bank Transfer,Completed
TXN_00001174,CUST_000031,2021-12-19,102.34,PayPal,Completed
TXN_00001175,CUST_000031,2022-01-18,80.14,Credit Card,Completed
TXN_00001176,CUST_000031,2022-02-19,80.7,Credit Card,Completed
TXN_00001177,CUST_000031,2022-03-19,87.87,ACH,Completed
TXN_00001178,CUST_000031,2022-04-17,87.19,Credit Card,Completed
TXN_00001179,CUST_000031,2022-05-18,90.09,Bank Transfer,Completed
TXN_00001180,CUST_000031,2022-06-15,82.74,Credit Card,Completed
TXN_00001181,CUST_000031,2022-07-15,83.93,Credit Card,Completed
TXN_00001182,CUST_000031,2022-08-17,83.5,ACH,Completed
TXN_00001183,CUST_000031,2022-09-16,89.82,Bank Transfer,Completed
TXN_00001184,CUST_000031,2022-10-13,89.83,Credit Card,Completed
TXN_00001185,CUST_000031,2022-11-12,103.64,Bank Transfer,Completed
TXN_00001186,CUST_000031,2022-12-16,100.37,Credit Card,Completed
TXN_00001187,CUST_000031,2023-01-11,78.41,Credit Card,Completed
TXN_00001188,CUST_000031,2023-02-10,80.09,Credit Card,Completed
TXN_00001189,CUST_000031,2023-03-15,87.76,PayPal,Completed
TXN_00001190,CUST_000031,2023-04-13,88.96,Bank Transfer,Completed
TXN_00001191,CUST_000031,2023-05-15,86.92,Bank Transfer,Completed
TXN_00001192,CUST_000031,2023-06-12,83.5,PayPal,Completed
TXN_00001193,CUST_000031,2023-07-10,84.71,Credit Card,Completed
TXN_00001194,CUST_000031,2023-08-11,82.97,Credit Card,Completed
TXN_00001195,CUST_000031,2023-09-12,88.86,Credit Card,Completed
TXN_00001196,CUST_000031,2023-10-11,89.39,Bank Transfer,Completed
TXN_00001197,CUST_000031,2023-11-10,100.61,Credit Card,Completed
TXN_00001198,CUST_000031,2023-12-10,101.72,PayPal,Completed
TXN_00001199,CUST_000031,2024-01-07,80.23,PayPal,Completed
TXN_00001200,CUST_000031,2024-02-06,81.17,Credit Card,Completed
TXN_00001201,CUST_000031,2024-03-06,88.63,Credit Card,Completed
TXN_00001202,CUST_000031,2024-04-08,89.05,PayPal,Pending
TXN_00001203,CUST_000031,2024-05-09,89.54,Credit Card,Completed
TXN_00001204,CUST_000031,2024-06-04,83.39,Bank Transfer,Completed
TXN_00001205,CUST_000031,2024-07-06,84.0,Bank Transfer,Completed
TXN_00001206,CUST_000031,2024-08-06,82.53,ACH,Completed
TXN_00001207,CUST_000031,2024-09-04,90.05,Credit Card,Completed
TXN_00001208,CUST_000031,2024-10-02,89.97,PayPal,Completed
TXN_00001209,CUST_000031,2024-11-03,151.03,Credit Card,Completed
TXN_00001210,CUST_000031,2024-12-03,102.01,Wire Transfer,Failed
TXN_00001211,CUST_000032,2021-02-22,31.59,Bank Transfer,Completed
TXN_00001212,CUST_000032,2021-03-26,35.46,Bank Transfer,Completed
TXN_00001213,CUST_000032,2021-04-23,34.28,Wire Transfer,Failed
TXN_00001214,CUST_000032,2021-05-25,35.47,Credit Card,Completed
TXN_00001215,CUST_000032,2021-06-25,32.73,Credit Card,Completed
TXN_00001216,CUST_000032,2021-07-21,33.31,Credit Card,Completed
TXN_00001217,CUST_000032,2021-08-20,33.5,Wire Transfer,Completed
TXN_00001218,CUST_000032,2021-09-19,34.87,Bank Transfer,Completed
TXN_00001219,CUST_000032,2021-10-19,34.67,Credit Card,Completed
TXN_00001220,CUST_000032,2021-11-20,40.76,ACH,Completed
TXN_00001221,CUST_000032,2021-12-18,39.56,Bank Transfer,Completed
TXN_00001222,CUST_000032,2022-01-18,31.18,PayPal,Completed
TXN_00001223,CUST_000032,2022-02-17,30.97,Credit Card,Completed
TXN_00001224,CUST_000032,2022-03-20,35.34,PayPal,Completed
TXN_00001225,CUST_000032,2022-04-19,44.14,Credit Card,Completed
TXN_00001226,CUST_000032,2022-05-21,34.75,ACH,Completed
TXN_00001227,CUST_000032,2022-06-18,33.15,Bank Transfer,Completed
TXN_00001228,CUST_000032,2022-07-19,32.62,PayPal,Completed
TXN_00001229,CUST_000032,2022-08-17,32.85,Credit Card,Completed
TXN_00001230,CUST_000032,2022-09-16,35.31,Credit Card,Completed
TXN_00001231,CUST_000032,2022-10-16,34.28,Credit Card,Failed
TXN_00001232,CUST_000032,2022-11-15,39.82,PayPal,Completed
TXN_00001233,CUST_000032,2022-12-17,39.48,PayPal,Completed
TXN_00001234,CUST_000032,2023-01-12,31.76,Credit Card,Completed
TXN_00001235,CUST_000032,2023-02-13,31.77,Bank Transfer,Completed
TXN_00001236,CUST_000032,2023-03-15,34.31,Wire Transfer,Completed
TXN_00001237,CUST_000032,2023-04-15,34.55,Credit Card,Completed
TXN_00001238,CUST_000032,2023-05-13,34.23,Credit Card,Completed
TXN_00001239,CUST_000032,2023-06-11,32.57,Bank Transfer,Completed
TXN_00001240,CUST_000032,2023-07-12,33.09,Credit Card,Completed
TXN_00001241,CUST_000032,2023-08-14,44.22,Credit Card,Completed
TXN_00001242,CUST_000032,2023-09-10,34.5,Bank Transfer,Completed
TXN_00001243,CUST_000032,2023-10-09,34.74,Wire Transfer,Completed
TXN_00001244,CUST_000032,2023-11-08,40.43,Bank Transfer,Failed
TXN_00001245,CUST_000032,2023-12-08,39.95,Credit Card,Completed
TXN_00001246,CUST_000032,2024-01-07,31.97,Bank Transfer,Completed
TXN_00001247,CUST_000032,2024-02-06,31.61,Credit Card,Completed
TXN_00001248,CUST_000032,2024-03-09,40.37,Credit Card,Completed
TXN_00001249,CUST_000032,2024-04-07,34.63,Bank Transfer,Completed
TXN_00001250,CUST_000032,2024-05-08,34.46,PayPal,Completed
TXN_00001251,CUST_000032,2024-06-08,33.04,Credit Card,Completed
TXN_00001252,CUST_000032,2024-07-05,33.16,Credit Card,Completed
TXN_00001253,CUST_000032,2024-08-05,33.09,Credit Card,Completed
TXN_00001254,CUST_000032,2024-09-04,35.13,Credit Card,Completed
TXN_00001255,CUST_000032,2024-10-04,34.2,Credit Card,Completed
TXN_00001256,CUST_000032,2024-11-04,39.47,Bank Transfer,Completed
TXN_00001257,CUST_000032,2024-12-06,53.74,PayPal,Completed
TXN_00001258,CUST_000033,2021-02-25,-138.62,Wire Transfer,Refunded
TXN_00001259,CUST_000033,2021-03-28,152.5,Bank Transfer,Pending
TXN_00001260,CUST_000033,2021-04-27,151.64,Bank Transfer,Completed
TXN_00001261,CUST_000033,2021-05-30,154.35,ACH,Completed
TXN_00001262,CUST_000033,2021-06-27,144.11,Credit Card,Completed
TXN_00001263,CUST_000033,2021-07-26,145.84,Bank Transfer,Completed
TXN_00001264,CUST_000033,2021-08-28,187.05,Bank Transfer,Completed
TXN_00001265,CUST_000033,2021-09-27,153.2,Bank Transfer,Completed
TXN_00001266,CUST_000033,2021-10-24,153.0,Bank Transfer,Completed
TXN_00001267,CUST_000033,2021-11-23,177.38,Credit Card,Completed
TXN_00001268,CUST_000033,2021-12-25,-173.37,Bank Transfer,Refunded
TXN_00001269,CUST_000033,2022-01-25,139.96,Credit Card,Completed
TXN_00001270,CUST_000033,2022-02-20,136.97,Credit Card,Completed
TXN_00001271,CUST_000033,2022-03-23,155.03,Bank Transfer,Completed
TXN_00001272,CUST_000033,2022-04-24,155.02,Credit Card,Completed
TXN_00001273,CUST_000033,2022-05-23,151.87,Credit Card,Completed
TXN_00001274,CUST_000033,2022-06-21,147.84,Bank Transfer,Completed
TXN_00001275,CUST_000033,2022-07-21,145.15,Bank Transfer,Completed
TXN_00001276,CUST_000033,2022-08-23,143.39,Credit Card,Completed
TXN_00001277,CUST_000033,2022-09-20,155.92,Wire Transfer,Completed
TXN_00001278,CUST_000033,2022-10-21,155.93,ACH,Completed
TXN_00001279,CUST_000033,2022-11-17,174.28,Credit Card,Completed
TXN_00001280,CUST_000033,2022-12-18,174.45,PayPal,Completed
TXN_00001281,CUST_000033,2023-01-20,140.42,Bank Transfer,Completed
TXN_00001282,CUST_000033,2023-02-16,139.38,Credit Card,Completed
TXN_00001283,CUST_000033,2023-03-19,156.07,Bank Transfer,Completed
TXN_00001284,CUST_000033,2023-04-19,153.71,Credit Card,Completed
TXN_00001285,CUST_000033,2023-05-20,155.71,PayPal,Completed
TXN_00001286,CUST_000033,2023-06-17,145.55,Bank Transfer,Completed
TXN_00001287,CUST_000033,2023-07-15,148.76,Credit Card,Failed
TXN_00001288,CUST_000033,2023-08-18,147.49,PayPal,Completed
TXN_00001289,CUST_000033,2023-09-15,150.99,Credit Card,Completed
TXN_00001290,CUST_000033,2023-10-14,150.84,ACH,Failed
TXN_00001291,CUST_000033,2023-11-14,180.04,Bank Transfer,Completed
TXN_00001292,CUST_000033,2023-12-15,174.9,PayPal,Completed
TXN_00001293,CUST_000033,2024-01-11,138.33,Credit Card,Completed
TXN_00001294,CUST_000033,2024-02-12,137.18,Bank Transfer,Completed
TXN_00001295,CUST_000033,2024-03-12,155.93,Bank Transfer,Completed
TXN_00001296,CUST_000033,2024-04-12,152.98,Credit Card,Completed
TXN_00001297,CUST_000033,2024-05-10,186.99,Credit Card,Completed
TXN_00001298,CUST_000033,2024-06-13,146.61,Credit Card,Completed
TXN_00001299,CUST_000033,2024-07-13,145.04,PayPal,Completed
TXN_00001300,CUST_000033,2024-08-12,144.04,Credit Card,Completed
TXN_00001301,CUST_000033,2024-09-09,151.25,Bank Transfer,Failed
TXN_00001302,CUST_000033,2024-10-08,156.4,Bank Transfer,Completed
TXN_00001303,CUST_000033,2024-11-06,175.73,Bank Transfer,Completed
TXN_00001304,CUST_000033,2024-12-08,174.06,Bank Transfer,Completed
TXN_00001305,CUST_000034,2021-03-02,356.98,Credit Card,Completed
TXN_00001306,CUST_000034,2021-03-31,401.03,ACH,Completed
TXN_00001307,CUST_000034,2021-04-27,398.79,Credit Card,Completed
TXN_00001308,CUST_000034,2021-05-28,397.1,Bank Transfer,Completed
TXN_00001309,CUST_000034,2021-06-28,389.05,Credit Card,Completed
TXN_00001310,CUST_000034,2021-07-27,387.58,ACH,Completed
TXN_00001311,CUST_000034,2021-08-27,385.56,Bank Transfer,Completed
TXN_00001312,CUST_000034,2021-09-26,405.77,Bank Transfer,Completed
TXN_00001313,CUST_000034,2021-10-26,405.15,PayPal,Completed
TXN_00001314,CUST_000034,2021-11-24,456.81,Bank Transfer,Completed
TXN_00001315,CUST_000034,2021-12-23,468.12,Bank Transfer,Completed
TXN_00001316,CUST_000034,2022-01-23,362.57,Credit Card,Completed
TXN_00001317,CUST_000034,2022-02-21,356.64,ACH,Completed
TXN_00001318,CUST_000034,2022-03-26,409.48,Bank Transfer,Completed
TXN_00001319,CUST_000034,2022-04-22,395.63,PayPal,Completed
TXN_00001320,CUST_000034,2022-05-25,394.27,PayPal,Completed
TXN_00001321,CUST_000034,2022-06-24,376.1,Bank Transfer,Completed
TXN_00001322,CUST_000034,2022-07-24,384.12,Bank Transfer,Completed
TXN_00001323,CUST_000034,2022-08-20,388.4,Bank Transfer,Completed
TXN_00001324,CUST_000034,2022-09-19,395.32,PayPal,Completed
TXN_00001325,CUST_000034,2022-10-22,402.77,Credit Card,Completed
TXN_00001326,CUST_000034,2022-11-19,456.81,Credit Card,Completed
TXN_00001327,CUST_000034,2022-12-20,461.56,Credit Card,Completed
TXN_00001328,CUST_000034,2023-01-19,356.57,Wire Transfer,Completed
TXN_00001329,CUST_000034,2023-02-16,358.13,Credit Card,Completed
TXN_00001330,CUST_000034,2023-03-18,395.97,PayPal,Failed
TXN_00001331,CUST_000034,2023-04-21,409.28,Credit Card,Completed
TXN_00001332,CUST_000034,2023-05-18,395.52,Credit Card,Completed
TXN_00001333,CUST_000034,2023-06-20,375.92,Credit Card,Completed
TXN_00001334,CUST_000034,2023-07-17,382.8,Credit Card,Completed
TXN_00001335,CUST_000034,2023-08-17,383.88,PayPal,Completed
TXN_00001336,CUST_000034,2023-09-18,535.62,Credit Card,Completed
TXN_00001337,CUST_000034,2023-10-14,405.95,Credit Card,Completed
TXN_00001338,CUST_000034,2023-11-15,454.2,Credit Card,Completed
TXN_00001339,CUST_000034,2023-12-16,471.58,Credit Card,Completed
TXN_00001340,CUST_000034,2024-01-15,369.05,Credit Card,Completed
TXN_00001341,CUST_000034,2024-02-15,365.79,Credit Card,Completed
TXN_00001342,CUST_000034,2024-03-16,406.31,Bank Transfer,Completed
TXN_00001343,CUST_000034,2024-04-13,398.85,Credit Card,Completed
TXN_00001344,CUST_000034,2024-05-12,403.19,PayPal,Completed
TXN_00001345,CUST_000034,2024-06-11,388.96,Credit Card,Completed
TXN_00001346,CUST_000034,2024-07-10,386.25,Bank Transfer,Completed
TXN_00001347,CUST_000034,2024-08-09,389.52,Credit Card,Completed
TXN_00001348,CUST_000034,2024-09-12,404.42,Credit Card,Completed
TXN_00001349,CUST_000034,2024-10-09,397.64,Bank Transfer,Completed
TXN_00001350,CUST_000034,2024-11-09,-465.37,Credit Card,Refunded
TXN_00001351,CUST_000034,2024-12-09,470.97,Credit Card,Completed
TXN_00001352,CUST_000035,2021-03-05,1177.99,Bank Transfer,Completed
TXN_00001353,CUST_000035,2021-04-03,1176.87,Credit Card,Completed
TXN_00001354,CUST_000035,2021-05-02,1197.03,PayPal,Completed
TXN_00001355,CUST_000035,2021-06-03,1126.52,PayPal,Completed
TXN_00001356,CUST_000035,2021-06-29,1107.54,PayPal,Completed
TXN_00001357,CUST_000035,2021-08-02,1138.25,PayPal,Failed
TXN_00001358,CUST_000035,2021-08-28,1120.35,PayPal,Failed
TXN_00001359,CUST_000036,2021-03-01,86.18,Bank Transfer,Completed
TXN_00001360,CUST_000036,2021-04-04,84.61,Bank Transfer,Completed
TXN_00001361,CUST_000036,2021-05-01,84.7,Credit Card,Completed
TXN_00001362,CUST_000036,2021-06-01,83.08,Bank Transfer,Completed
TXN_00001363,CUST_000036,2021-07-02,81.11,Credit Card,Completed
TXN_00001364,CUST_000036,2021-07-29,83.12,PayPal,Completed
TXN_00001365,CUST_000036,2021-08-28,82.04,PayPal,Completed
TXN_00001366,CUST_000036,2021-10-01,87.83,Wire Transfer,Completed
TXN_00001367,CUST_000036,2021-10-28,86.77,ACH,Completed
