customer_id,signup_date,country,industry,subscription_type,monthly_fee
CUST_000463,2022-10-15,UK,Retail,Basic,50.0
CUST_000464,2022-10-16,USA,Healthcare,Professional,229.75
CUST_000465,2022-10-17,France,Technology,Basic,35.55
CUST_000466,2022-10-18,USA,Media,Enterprise,563.02
CUST_000467,2022-10-18,Singapore,Real Estate,Professional,110.22
CUST_000468,2022-10-19,USA,Technology,Basic,78.2
CUST_000469,2022-10-20,USA,Healthcare,Enterprise,648.9
CUST_000470,2022-10-20,USA,Media,Professional,227.98
CUST_000471,2022-10-21,USA,Education,Professional,212.17
CUST_000472,2022-10-22,France,Healthcare,Enterprise,925.35
CUST_000473,2022-10-22,USA,Technology,Basic,45.08
CUST_000474,2022-10-24,USA,Consulting,Enterprise,631.85
CUST_000475,2022-10-26,Japan,Technology,Professional,283.83
CUST_000476,2022-10-26,France,Manufacturing,Professional,278.86
CUST_000477,2022-10-28,USA,Consulting,Enterprise,759.68
CUST_000478,2022-10-29,UK,Finance,Basic,94.01
CUST_000479,2022-10-30,Germany,Education,Basic,30.1
CUST_000480,2022-10-31,USA,Retail,Professional,216.41
CUST_000481,2022-11-02,USA,Media,Professional,284.77
CUST_000482,2022-11-02,USA,Manufacturing,Basic,40.37
CUST_000483,2022-11-06,USA,Retail,Basic,68.67
CUST_000484,2022-11-06,Canada,Media,Basic,76.39
CUST_000485,2022-11-06,Germany,Energy,Professional,165.35
CUST_000486,2022-11-06,France,Finance,Premium,2580.0
CUST_000487,2022-11-08,Canada,Healthcare,Basic,64.06
CUST_000488,2022-11-09,USA,Education,Basic,32.76
CUST_000489,2022-11-09,France,Media,Basic,45.25
CUST_000490,2022-11-11,Germany,Healthcare,Professional,167.12
CUST_000491,2022-11-13,UK,Consulting,Enterprise,967.4
CUST_000492,2022-11-15,USA,Media,Basic,96.82
CUST_000493,2022-11-15,Canada,Education,Professional,104.93
CUST_000494,2022-11-17,Canada,Manufacturing,Professional,255.71
CUST_000495,2022-11-17,USA,Real Estate,Enterprise,642.42
CUST_000496,2022-11-17,Australia,Education,Professional,209.61
CUST_000497,2022-11-17,USA,Media,Professional,185.37
CUST_000498,2022-11-19,UK,Consulting,Basic,75.25
CUST_000499,2022-11-20,Brazil,Healthcare,Basic,83.05
CUST_000500,2022-11-21,India,Manufacturing,Professional,258.61
CUST_000501,2022-11-24,USA,Healthcare,Professional,115.41
CUST_000502,2022-11-25,Japan,Finance,Professional,175.0
CUST_000503,2022-11-25,Australia,Finance,Professional,246.93
CUST_000504,2022-11-26,Canada,Education,Enterprise,551.49
CUST_000505,2022-11-29,USA,Healthcare,Professional,100.04
CUST_000506,2022-12-01,USA,Manufacturing,Premium,1888.47
CUST_000507,2022-12-02,India,Manufacturing,Basic,36.16
CUST_000508,2022-12-03,Canada,Healthcare,Enterprise,430.17
CUST_000509,2022-12-03,USA,Real Estate,Professional,210.4
CUST_000510,2022-12-03,Brazil,Energy,Basic,57.56
CUST_000511,2022-12-08,Canada,Technology,Basic,35.27
CUST_000512,2022-12-10,Brazil,Energy,Premium,1185.13
CUST_000513,2022-12-11,India,Consulting,Professional,255.89
CUST_000514,2022-12-11,Japan,Media,Enterprise,307.64
CUST_000515,2022-12-12,UK,Media,Enterprise,570.46
CUST_000516,2022-12-13,USA,Healthcare,Professional,243.97
CUST_000517,2022-12-13,USA,Energy,Basic,92.36
CUST_000518,2022-12-14,USA,Retail,Professional,213.39
CUST_000519,2022-12-15,UK,Finance,Professional,236.06
CUST_000520,2022-12-15,USA,Finance,Basic,38.72
CUST_000521,2022-12-16,Germany,Manufacturing,Enterprise,486.88
CUST_000522,2022-12-16,UK,Finance,Professional,111.65
CUST_000523,2022-12-17,Brazil,Media,Professional,154.19
CUST_000524,2022-12-17,USA,Manufacturing,Basic,62.9
CUST_000525,2022-12-18,Japan,Healthcare,Basic,54.28
CUST_000526,2022-12-18,Japan,Retail,Professional,243.18
CUST_000527,2022-12-19,India,Real Estate,Enterprise,714.66
CUST_000528,2022-12-19,Singapore,Retail,Basic,61.05
CUST_000529,2022-12-19,Australia,Finance,Professional,159.93
CUST_000530,2022-12-21,Germany,Media,Professional,165.44
CUST_000531,2022-12-22,Japan,Consulting,Premium,1758.78
CUST_000532,2022-12-24,Australia,Education,Professional,187.04
CUST_000533,2022-12-24,UK,Media,Professional,262.1
CUST_000534,2022-12-27,USA,Consulting,Basic,38.53
CUST_000535,2022-12-28,UK,Education,Basic,71.22
CUST_000536,2022-12-29,USA,Retail,Basic,62.53
CUST_000537,2022-12-30,USA,Finance,Basic,96.52
CUST_000538,2023-01-01,Singapore,Education,Professional,157.29
CUST_000539,2023-01-01,UK,Real Estate,Professional,292.55
CUST_000540,2023-01-03,USA,Retail,Premium,1650.77
CUST_000541,2023-01-04,Australia,Manufacturing,Basic,86.15
CUST_000542,2023-01-05,UK,Media,Enterprise,554.51
CUST_000543,2023-01-05,India,Consulting,Professional,138.96
CUST_000544,2023-01-06,France,Energy,Basic,41.59
CUST_000545,2023-01-06,Singapore,Energy,Basic,30.88
CUST_000546,2023-01-07,India,Real Estate,Professional,287.59
CUST_000547,2023-01-08,France,Retail,Professional,186.69
CUST_000548,2023-01-08,USA,Manufacturing,Basic,87.19
CUST_000549,2023-01-09,USA,Healthcare,Basic,86.33
CUST_000550,2023-01-09,Australia,Media,Basic,76.11
CUST_000551,2023-01-10,USA,Finance,Premium,2265.67
CUST_000552,2023-01-10,Brazil,Retail,Enterprise,475.88
CUST_000553,2023-01-11,Singapore,Finance,Basic,79.07
CUST_000554,2023-01-12,UK,Media,Enterprise,350.78
CUST_000555,2023-01-13,Canada,Consulting,Basic,62.55
CUST_000556,2023-01-13,Australia,Media,Basic,66.41
CUST_000557,2023-01-14,USA,Media,Professional,207.73
CUST_000558,2023-01-16,France,Education,Professional,239.33
CUST_000559,2023-01-20,USA,Energy,Enterprise,714.67
CUST_000560,2023-01-21,USA,Healthcare,Basic,36.66
CUST_000561,2023-01-21,Brazil,Retail,Premium,2314.2
CUST_000562,2023-01-21,Japan,Education,Enterprise,415.44
CUST_000563,2023-01-22,France,Consulting,Professional,107.86
CUST_000564,2023-01-23,USA,Media,Professional,292.36
CUST_000565,2023-01-25,UK,Education,Basic,96.6
CUST_000566,2023-01-29,Canada,Media,Professional,120.19
CUST_000567,2023-01-29,USA,Healthcare,Basic,47.11
CUST_000568,2023-01-31,Canada,Energy,Basic,81.28
CUST_000569,2023-02-01,Japan,Energy,Professional,215.1
CUST_000570,2023-02-01,Germany,Consulting,Professional,143.21
CUST_000571,2023-02-01,Japan,Education,Basic,56.38
CUST_000572,2023-02-02,Canada,Consulting,Professional,237.09
CUST_000573,2023-02-03,USA,Finance,Enterprise,540.48
CUST_000574,2023-02-04,Australia,Technology,Professional,195.55
CUST_000575,2023-02-05,Japan,Manufacturing,Enterprise,590.18
CUST_000576,2023-02-05,Canada,Healthcare,Enterprise,380.25
CUST_000577,2023-02-06,Canada,Finance,Professional,168.67
CUST_000578,2023-02-08,France,Education,Enterprise,617.73
CUST_000579,2023-02-08,USA,Retail,Enterprise,663.78
CUST_000580,2023-02-08,Japan,Education,Basic,62.33
CUST_000581,2023-02-08,Japan,Real Estate,Basic,79.54
CUST_000582,2023-02-09,UK,Real Estate,Professional,162.78
CUST_000583,2023-02-09,USA,Manufacturing,Enterprise,330.28
CUST_000584,2023-02-12,Japan,Healthcare,Professional,103.52
CUST_000585,2023-02-13,USA,Education,Basic,74.36
CUST_000586,2023-02-14,France,Finance,Premium,2858.84
CUST_000587,2023-02-14,France,Retail,Basic,65.12
CUST_000588,2023-02-15,France,Energy,Professional,131.03
CUST_000589,2023-02-16,Australia,Energy,Basic,58.85
CUST_000590,2023-02-18,Australia,Real Estate,Professional,145.37
CUST_000591,2023-02-18,India,Media,Basic,73.08
CUST_000592,2023-02-21,France,Finance,Premium,2279.96
CUST_000593,2023-02-22,USA,Media,Premium,1790.16
CUST_000594,2023-02-25,Canada,Consulting,Basic,90.82
CUST_000595,2023-02-27,UK,Real Estate,Professional,217.44
CUST_000596,2023-02-27,USA,Media,Professional,99.89
CUST_000597,2023-03-01,UK,Retail,Professional,140.16
CUST_000598,2023-03-02,USA,Healthcare,Enterprise,703.14
CUST_000599,2023-03-02,Singapore,Energy,Premium,1372.92
CUST_000600,2023-03-05,Canada,Education,Basic,42.8
CUST_000601,2023-03-05,Australia,Healthcare,Basic,47.36
CUST_000602,2023-03-07,USA,Real Estate,Basic,65.94
CUST_000603,2023-03-08,Germany,Education,Enterprise,716.88
CUST_000604,2023-03-08,Canada,Consulting,Professional,177.51
CUST_000605,2023-03-09,USA,Healthcare,Premium,1694.85
CUST_000606,2023-03-09,UK,Real Estate,Professional,222.47
CUST_000607,2023-03-10,USA,Manufacturing,Enterprise,942.08
CUST_000608,2023-03-10,Canada,Consulting,Basic,34.93
CUST_000609,2023-03-12,USA,Finance,Professional,161.64
CUST_000610,2023-03-13,France,Retail,Basic,50.38
CUST_000611,2023-03-14,India,Finance,Basic,55.13
CUST_000612,2023-03-14,UK,Finance,Premium,2020.65
CUST_000613,2023-03-15,UK,Media,Professional,218.29
CUST_000614,2023-03-17,UK,Consulting,Basic,55.86
CUST_000615,2023-03-17,Singapore,Finance,Professional,196.33
CUST_000616,2023-03-17,Brazil,Energy,Basic,77.54
CUST_000617,2023-03-18,USA,Finance,Basic,67.84
CUST_000618,2023-03-19,France,Real Estate,Basic,49.22
CUST_000619,2023-03-19,Japan,Finance,Professional,161.92
CUST_000620,2023-03-20,India,Real Estate,Basic,72.36
CUST_000621,2023-03-22,Japan,Education,Enterprise,965.29
CUST_000622,2023-03-26,Australia,Real Estate,Enterprise,394.57
CUST_000623,2023-03-26,Australia,Media,Professional,291.77
CUST_000624,2023-03-27,USA,Energy,Basic,74.71
CUST_000625,2023-03-27,Brazil,Media,Professional,235.94
CUST_000626,2023-03-29,Australia,Media,Professional,241.03
CUST_000627,2023-03-29,USA,Real Estate,Basic,63.21
CUST_000628,2023-03-30,Canada,Healthcare,Professional,212.08
CUST_000629,2023-03-30,USA,Retail,Professional,157.42
CUST_000630,2023-04-01,USA,Manufacturing,Professional,143.97
CUST_000631,2023-04-01,USA,Manufacturing,Enterprise,416.75
CUST_000632,2023-04-02,UK,Real Estate,Professional,212.13
CUST_000633,2023-04-02,USA,Real Estate,Basic,67.48
CUST_000634,2023-04-03,UK,Healthcare,Professional,213.54
CUST_000635,2023-04-03,France,Manufacturing,Basic,83.26
CUST_000636,2023-04-04,Canada,Education,Enterprise,678.43
CUST_000637,2023-04-04,Australia,Technology,Basic,82.2
CUST_000638,2023-04-04,Germany,Real Estate,Basic,67.24
CUST_000639,2023-04-05,USA,Media,Premium,1203.83
CUST_000640,2023-04-06,USA,Retail,Professional,158.54
CUST_000641,2023-04-07,France,Technology,Professional,188.95
CUST_000642,2023-04-08,Germany,Education,Basic,89.35
CUST_000643,2023-04-09,UK,Healthcare,Professional,186.81
CUST_000644,2023-04-09,USA,Healthcare,Basic,83.29
CUST_000645,2023-04-09,USA,Retail,Basic,43.69
CUST_000646,2023-04-10,UK,Consulting,Basic,77.24
CUST_000647,2023-04-10,Germany,Consulting,Professional,225.55
CUST_000648,2023-04-11,Australia,Finance,Basic,72.13
CUST_000649,2023-04-12,USA,Retail,Basic,85.95
CUST_000650,2023-04-13,France,Technology,Professional,213.01
CUST_000651,2023-04-13,USA,Energy,Premium,1561.17
CUST_000652,2023-04-14,USA,Energy,Professional,132.68
CUST_000653,2023-04-15,Canada,Manufacturing,Enterprise,501.53
CUST_000654,2023-04-16,Canada,Manufacturing,Enterprise,965.68
CUST_000655,2023-04-16,UK,Energy,Enterprise,988.84
CUST_000656,2023-04-16,USA,Healthcare,Enterprise,393.91
CUST_000657,2023-04-18,Germany,Media,Enterprise,942.14
CUST_000658,2023-04-18,Germany,Manufacturing,Professional,272.41
CUST_000659,2023-04-18,Germany,Finance,Professional,239.29
CUST_000660,2023-04-19,USA,Finance,Basic,46.48
CUST_000661,2023-04-20,USA,Education,Basic,86.99
CUST_000662,2023-04-21,Japan,Media,Basic,63.26
CUST_000663,2023-04-22,Singapore,Consulting,Basic,73.27
CUST_000664,2023-04-22,USA,Media,Enterprise,561.62
CUST_000665,2023-04-23,France,Healthcare,Professional,225.73
CUST_000666,2023-04-23,Germany,Healthcare,Professional,179.57
CUST_000667,2023-04-27,USA,Manufacturing,Premium,2388.41
CUST_000668,2023-04-27,Singapore,Education,Professional,189.94
CUST_000669,2023-04-27,USA,Real Estate,Professional,164.46
CUST_000670,2023-04-28,USA,Technology,Basic,89.82
CUST_000671,2023-04-29,USA,Healthcare,Professional,245.19
CUST_000672,2023-05-01,Japan,Real Estate,Professional,225.97
CUST_000673,2023-05-02,Canada,Education,Professional,269.02
CUST_000674,2023-05-02,UK,Energy,Basic,56.84
CUST_000675,2023-05-02,Singapore,Media,Basic,86.74
CUST_000676,2023-05-03,Japan,Real Estate,Professional,152.71
CUST_000677,2023-05-03,UK,Manufacturing,Professional,166.55
CUST_000678,2023-05-05,Germany,Consulting,Enterprise,390.42
CUST_000679,2023-05-06,Brazil,Real Estate,Professional,256.66
CUST_000680,2023-05-06,USA,Technology,Professional,108.19
CUST_000681,2023-05-06,Brazil,Real Estate,Basic,30.14
CUST_000682,2023-05-08,France,Finance,Professional,187.26
CUST_000683,2023-05-08,Canada,Technology,Basic,98.43
CUST_000684,2023-05-10,Canada,Media,Enterprise,440.62
CUST_000685,2023-05-10,USA,Finance,Basic,90.75
CUST_000686,2023-05-10,Singapore,Manufacturing,Basic,40.13
CUST_000687,2023-05-11,Japan,Manufacturing,Professional,117.67
CUST_000688,2023-05-12,USA,Education,Enterprise,474.27
CUST_000689,2023-05-14,UK,Education,Professional,231.9
CUST_000690,2023-05-15,UK,Finance,Professional,109.36
CUST_000691,2023-05-16,USA,Manufacturing,Basic,79.82
CUST_000692,2023-05-17,India,Retail,Basic,59.05
CUST_000693,2023-05-18,France,Healthcare,Basic,78.26
CUST_000694,2023-05-19,Australia,Technology,Basic,43.94
CUST_000695,2023-05-21,India,Healthcare,Professional,125.54
CUST_000696,2023-05-22,USA,Retail,Basic,65.36
CUST_000697,2023-05-24,USA,Real Estate,Professional,100.86
CUST_000698,2023-05-25,UK,Education,Enterprise,870.98
CUST_000699,2023-05-27,UK,Media,Basic,77.58
CUST_000700,2023-05-27,France,Real Estate,Professional,113.17
CUST_000701,2023-05-28,USA,Media,Basic,35.25
CUST_000702,2023-05-29,USA,Healthcare,Professional,119.64
CUST_000703,2023-05-29,France,Education,Professional,275.2
CUST_000704,2023-05-29,Japan,Finance,Enterprise,566.9
CUST_000705,2023-05-30,France,Finance,Enterprise,748.1
CUST_000706,2023-05-30,USA,Finance,Basic,33.79
CUST_000707,2023-05-30,USA,Consulting,Basic,29.59
CUST_000708,2023-06-01,Germany,Finance,Premium,1879.2
CUST_000709,2023-06-01,USA,Retail,Basic,72.97
CUST_000710,2023-06-02,Germany,Finance,Premium,2838.79
CUST_000711,2023-06-03,UK,Consulting,Professional,236.31
CUST_000712,2023-06-03,USA,Retail,Basic,35.07
CUST_000713,2023-06-05,Singapore,Healthcare,Premium,1279.03
CUST_000714,2023-06-06,USA,Healthcare,Premium,2178.15
CUST_000715,2023-06-06,France,Media,Enterprise,545.07
CUST_000716,2023-06-08,Germany,Media,Professional,161.9
CUST_000717,2023-06-09,Germany,Finance,Professional,148.56
CUST_000718,2023-06-11,USA,Healthcare,Basic,46.37
CUST_000719,2023-06-12,UK,Consulting,Professional,219.0
CUST_000720,2023-06-12,USA,Consulting,Professional,155.98
CUST_000721,2023-06-13,India,Technology,Basic,88.35
CUST_000722,2023-06-13,Canada,Manufacturing,Professional,140.09
CUST_000723,2023-06-15,Japan,Consulting,Basic,64.67
CUST_000724,2023-06-15,Canada,Media,Enterprise,505.88
CUST_000725,2023-06-15,India,Technology,Professional,255.76
CUST_000726,2023-06-16,Germany,Retail,Professional,197.98
CUST_000727,2023-06-16,Japan,Healthcare,Professional,147.22
CUST_000728,2023-06-17,USA,Consulting,Premium,1141.02
CUST_000729,2023-06-17,Canada,Technology,Professional,296.38
CUST_000730,2023-06-17,USA,Education,Professional,125.4
CUST_000731,2023-06-18,UK,Consulting,Professional,183.17
CUST_000732,2023-06-18,USA,Energy,Professional,235.59
CUST_000733,2023-06-20,Singapore,Real Estate,Basic,95.81
CUST_000734,2023-06-22,Singapore,Healthcare,Professional,102.34
CUST_000735,2023-06-22,Japan,Healthcare,Enterprise,308.66
CUST_000736,2023-06-22,Germany,Retail,Professional,106.97
CUST_000737,2023-06-24,Japan,Technology,Professional,288.74
CUST_000738,2023-06-24,UK,Media,Professional,200.32
CUST_000739,2023-06-25,Australia,Energy,Enterprise,835.98
CUST_000740,2023-06-25,Australia,Media,Professional,239.36
CUST_000741,2023-06-27,Australia,Healthcare,Basic,73.84
CUST_000742,2023-06-27,Germany,Energy,Basic,72.12
CUST_000743,2023-06-27,UK,Manufacturing,Basic,34.85
CUST_000744,2023-06-28,UK,Healthcare,Professional,201.26
CUST_000745,2023-06-29,UK,Retail,Professional,293.86
CUST_000746,2023-06-29,USA,Finance,Basic,66.55
CUST_000747,2023-07-02,USA,Media,Basic,70.05
CUST_000748,2023-07-02,France,Healthcare,Professional,161.03
CUST_000749,2023-07-03,France,Media,Professional,244.99
CUST_000750,2023-07-03,UK,Retail,Enterprise,339.53
CUST_000751,2023-07-03,Germany,Healthcare,Professional,283.93
CUST_000752,2023-07-04,USA,Healthcare,Basic,60.74
CUST_000753,2023-07-04,UK,Consulting,Basic,32.85
CUST_000754,2023-07-04,France,Finance,Professional,122.89
CUST_000755,2023-07-05,France,Finance,Enterprise,790.05
CUST_000756,2023-07-06,Australia,Finance,Professional,198.28
CUST_000757,2023-07-07,India,Education,Basic,65.61
CUST_000758,2023-07-08,USA,Manufacturing,Basic,40.69
CUST_000759,2023-07-08,France,Finance,Enterprise,823.84
CUST_000760,2023-07-08,USA,Manufacturing,Enterprise,812.06
CUST_000761,2023-07-08,USA,Healthcare,Premium,2541.86
CUST_000762,2023-07-09,UK,Technology,Basic,52.45
CUST_000763,2023-07-09,Germany,Media,Basic,48.04
CUST_000764,2023-07-10,USA,Healthcare,Basic,47.41
CUST_000765,2023-07-11,Australia,Consulting,Professional,224.51
CUST_000766,2023-07-12,UK,Real Estate,Professional,190.04
CUST_000767,2023-07-12,Canada,Education,Basic,32.88
CUST_000768,2023-07-13,UK,Consulting,Basic,40.68
CUST_000769,2023-07-13,USA,Finance,Professional,150.02
CUST_000770,2023-07-14,USA,Healthcare,Professional,277.85
CUST_000771,2023-07-14,Canada,Healthcare,Basic,44.99
CUST_000772,2023-07-14,Germany,Energy,Basic,29.18
CUST_000773,2023-07-15,India,Technology,Professional,147.91
CUST_000774,2023-07-15,Australia,Real Estate,Professional,171.8
CUST_000775,2023-07-17,USA,Finance,Professional,134.79
CUST_000776,2023-07-18,India,Technology,Professional,209.57
CUST_000777,2023-07-18,Australia,Media,Enterprise,456.16
CUST_000778,2023-07-19,USA,Retail,Basic,58.14
CUST_000779,2023-07-22,France,Education,Professional,153.25
CUST_000780,2023-07-23,Japan,Healthcare,Enterprise,699.08
CUST_000781,2023-07-23,UK,Healthcare,Basic,64.14
CUST_000782,2023-07-23,Australia,Technology,Basic,41.55
CUST_000783,2023-07-24,Japan,Energy,Professional,295.28
CUST_000784,2023-07-25,France,Media,Basic,33.82
CUST_000785,2023-07-25,France,Real Estate,Professional,272.21
CUST_000786,2023-07-26,France,Manufacturing,Basic,51.91
CUST_000787,2023-07-28,Canada,Energy,Enterprise,618.72
CUST_000788,2023-07-30,USA,Education,Basic,43.05
CUST_000789,2023-07-30,USA,Consulting,Professional,255.9
CUST_000790,2023-07-31,France,Consulting,Professional,147.52
CUST_000791,2023-08-01,USA,Education,Basic,70.42
CUST_000792,2023-08-01,France,Real Estate,Professional,298.56
CUST_000793,2023-08-02,Singapore,Retail,Basic,80.27
CUST_000794,2023-08-03,Canada,Energy,Professional,251.1
CUST_000795,2023-08-03,UK,Retail,Professional,129.11
CUST_000796,2023-08-03,Canada,Media,Premium,1046.82
CUST_000797,2023-08-04,USA,Energy,Basic,53.25
CUST_000798,2023-08-05,Canada,Technology,Professional,289.2
CUST_000799,2023-08-05,USA,Technology,Basic,82.13
CUST_000800,2023-08-06,USA,Media,Enterprise,893.3
CUST_000801,2023-08-06,USA,Manufacturing,Basic,36.28
CUST_000802,2023-08-07,USA,Energy,Basic,97.82
CUST_000803,2023-08-08,USA,Media,Professional,197.41
CUST_000804,2023-08-09,USA,Technology,Enterprise,979.79
CUST_000805,2023-08-10,USA,Finance,Professional,241.33
CUST_000806,2023-08-10,Brazil,Healthcare,Professional,107.78
CUST_000807,2023-08-11,Germany,Retail,Basic,91.81
CUST_000808,2023-08-13,UK,Energy,Professional,181.61
CUST_000809,2023-08-13,Singapore,Education,Professional,190.69
CUST_000810,2023-08-14,Germany,Healthcare,Professional,215.15
CUST_000811,2023-08-14,Germany,Energy,Basic,38.35
CUST_000812,2023-08-16,Germany,Media,Premium,1148.66
CUST_000813,2023-08-16,USA,Consulting,Professional,111.46
CUST_000814,2023-08-19,USA,Finance,Professional,146.35
CUST_000815,2023-08-20,USA,Manufacturing,Professional,269.18
CUST_000816,2023-08-20,Australia,Media,Basic,78.05
CUST_000817,2023-08-24,France,Education,Enterprise,521.64
CUST_000818,2023-08-25,Brazil,Manufacturing,Basic,45.35
CUST_000819,2023-08-26,UK,Retail,Basic,38.53
CUST_000820,2023-08-26,Singapore,Consulting,Enterprise,375.28
CUST_000821,2023-08-26,Germany,Healthcare,Enterprise,414.06
CUST_000822,2023-08-27,Germany,Real Estate,Professional,161.81
CUST_000823,2023-08-27,USA,Healthcare,Enterprise,674.15
CUST_000824,2023-08-28,USA,Retail,Enterprise,615.34
CUST_000825,2023-08-29,Australia,Real Estate,Professional,152.0
CUST_000826,2023-08-29,USA,Healthcare,Basic,35.33
CUST_000827,2023-08-30,USA,Manufacturing,Basic,86.85
CUST_000828,2023-08-31,USA,Consulting,Premium,1079.66
CUST_000829,2023-09-02,Germany,Education,Basic,39.38
CUST_000830,2023-09-02,UK,Retail,Professional,292.68
CUST_000831,2023-09-03,France,Media,Professional,201.69
CUST_000832,2023-09-03,Brazil,Manufacturing,Professional,151.03
CUST_000833,2023-09-06,Singapore,Finance,Enterprise,320.76
CUST_000834,2023-09-06,USA,Media,Premium,2708.2
CUST_000835,2023-09-06,USA,Energy,Enterprise,822.65
CUST_000836,2023-09-07,UK,Retail,Enterprise,365.31
CUST_000837,2023-09-07,Japan,Healthcare,Enterprise,861.73
CUST_000838,2023-09-08,Australia,Finance,Basic,37.5
CUST_000839,2023-09-08,USA,Technology,Professional,265.07
CUST_000840,2023-09-10,USA,Retail,Professional,125.14
CUST_000841,2023-09-10,UK,Media,Premium,1743.48
CUST_000842,2023-09-10,France,Healthcare,Enterprise,706.63
CUST_000843,2023-09-10,USA,Manufacturing,Enterprise,941.2
CUST_000844,2023-09-10,Brazil,Healthcare,Professional,103.36
CUST_000845,2023-09-12,France,Healthcare,Enterprise,437.43
CUST_000846,2023-09-13,USA,Real Estate,Professional,260.86
CUST_000847,2023-09-13,UK,Healthcare,Basic,92.36
CUST_000848,2023-09-13,UK,Education,Basic,37.58
CUST_000849,2023-09-13,USA,Real Estate,Basic,32.54
CUST_000850,2023-09-14,India,Consulting,Professional,185.63
CUST_000851,2023-09-14,India,Media,Professional,198.23
CUST_000852,2023-09-14,UK,Media,Professional,235.64
CUST_000853,2023-09-15,UK,Finance,Basic,53.78
CUST_000854,2023-09-15,France,Finance,Basic,48.25
CUST_000855,2023-09-15,France,Real Estate,Professional,275.68
CUST_000856,2023-09-15,USA,Technology,Basic,71.99
CUST_000857,2023-09-16,Australia,Consulting,Professional,148.16
CUST_000858,2023-09-16,USA,Manufacturing,Premium,1996.78
CUST_000859,2023-09-17,USA,Energy,Professional,194.81
CUST_000860,2023-09-17,Singapore,Healthcare,Basic,48.58
CUST_000861,2023-09-18,USA,Finance,Basic,58.35
CUST_000862,2023-09-18,UK,Energy,Basic,46.44
CUST_000863,2023-09-18,Canada,Energy,Basic,84.64
CUST_000864,2023-09-18,Germany,Media,Premium,2562.83
CUST_000865,2023-09-19,Australia,Education,Professional,194.94
CUST_000866,2023-09-20,UK,Real Estate,Professional,167.81
CUST_000867,2023-09-21,Germany,Consulting,Professional,199.48
CUST_000868,2023-09-22,USA,Media,Enterprise,488.3
CUST_000869,2023-09-23,UK,Technology,Basic,51.32
CUST_000870,2023-09-23,UK,Retail,Professional,104.86
CUST_000871,2023-09-23,Japan,Manufacturing,Professional,110.72
CUST_000872,2023-09-23,Australia,Real Estate,Basic,66.06
CUST_000873,2023-09-23,UK,Consulting,Professional,298.92
CUST_000874,2023-09-25,USA,Finance,Basic,36.01
CUST_000875,2023-09-25,Australia,Retail,Basic,47.66
CUST_000876,2023-09-26,Germany,Technology,Basic,82.48
CUST_000877,2023-09-27,USA,Retail,Basic,69.3
CUST_000878,2023-09-27,Singapore,Media,Enterprise,547.36
CUST_000879,2023-09-27,India,Finance,Professional,134.22
CUST_000880,2023-09-28,USA,Consulting,Professional,162.6
CUST_000881,2023-09-28,Germany,Education,Enterprise,938.79
CUST_000882,2023-10-01,USA,Technology,Professional,239.69
CUST_000883,2023-10-02,USA,Education,Basic,95.33
CUST_000884,2023-10-02,Canada,Consulting,Professional,127.42
CUST_000885,2023-10-03,UK,Retail,Basic,87.57
CUST_000886,2023-10-04,Germany,Real Estate,Enterprise,678.49
CUST_000887,2023-10-05,Brazil,Finance,Premium,1979.87
CUST_000888,2023-10-06,Australia,Healthcare,Basic,32.93
CUST_000889,2023-10-06,Canada,Consulting,Professional,142.76
CUST_000890,2023-10-07,USA,Energy,Enterprise,633.59
CUST_000891,2023-10-07,USA,Education,Enterprise,941.53
CUST_000892,2023-10-08,Germany,Retail,Professional,260.29
CUST_000893,2023-10-08,France,Education,Enterprise,800.86
CUST_000894,2023-10-08,France,Education,Professional,110.91
CUST_000895,2023-10-08,USA,Finance,Professional,216.32
CUST_000896,2023-10-10,USA,Finance,Professional,253.87
CUST_000897,2023-10-10,Germany,Energy,Professional,271.13
CUST_000898,2023-10-11,USA,Healthcare,Basic,55.15
CUST_000899,2023-10-12,Canada,Media,Basic,70.02
CUST_000900,2023-10-12,USA,Education,Basic,50.12
CUST_000901,2023-10-13,India,Finance,Professional,294.17
CUST_000902,2023-10-13,UK,Media,Basic,84.43
CUST_000903,2023-10-13,UK,Real Estate,Enterprise,753.43
CUST_000904,2023-10-13,France,Finance,Basic,78.5
CUST_000905,2023-10-13,USA,Energy,Basic,77.55
CUST_000906,2023-10-15,France,Consulting,Enterprise,849.89
CUST_000907,2023-10-15,USA,Retail,Basic,75.59
CUST_000908,2023-10-16,USA,Finance,Premium,1755.77
CUST_000909,2023-10-17,USA,Manufacturing,Enterprise,388.14
CUST_000910,2023-10-18,France,Technology,Basic,95.42
CUST_000911,2023-10-18,USA,Consulting,Basic,56.41
CUST_000912,2023-10-19,France,Consulting,Enterprise,321.67
CUST_000913,2023-10-19,France,Consulting,Professional,162.64
CUST_000914,2023-10-21,USA,Consulting,Premium,1440.79
CUST_000915,2023-10-22,Australia,Consulting,Basic,36.29
CUST_000916,2023-10-22,Singapore,Real Estate,Professional,127.13
CUST_000917,2023-10-22,France,Healthcare,Professional,146.6
CUST_000918,2023-10-24,Australia,Education,Professional,132.58
CUST_000919,2023-10-24,USA,Healthcare,Basic,86.52
CUST_000920,2023-10-24,Brazil,Education,Basic,60.26
CUST_000921,2023-10-24,UK,Manufacturing,Professional,140.94
CUST_000922,2023-10-25,UK,Healthcare,Professional,169.1
CUST_000923,2023-10-26,India,Healthcare,Basic,79.43
