customer_id,recency,frequency,monetary,R_score,F_score,M_score,RFM_score,RFM_total,segment,country,industry,subscription_type
CUST_000621,20,20,19704.17,3,4,5,345,12,Potential Loyalists,Japan,Education,Enterprise
CUST_000622,20,21,8525.35,3,5,5,355,13,Potential Loyalists,Australia,Real Estate,Enterprise
CUST_000623,18,20,5857.42,3,4,5,345,12,Potential Loyalists,Australia,Media,Professional
CUST_000624,17,22,1665.01,3,5,3,353,11,Potential Loyalists,USA,Energy,Basic
CUST_000625,19,21,5145.42,3,5,5,355,13,Potential Loyalists,Brazil,Media,Professional
CUST_000626,13,21,5104.72,4,5,5,455,14,Champions,Australia,Media,Professional
CUST_000627,223,13,834.33,1,4,2,142,7,At Risk,USA,Real Estate,Basic
CUST_000628,14,22,4685.05,4,5,4,454,13,Champions,Canada,Healthcare,Professional
CUST_000629,14,22,3473.0299999999997,4,5,4,454,13,Champions,USA,Retail,Professional
CUST_000630,434,8,1189.47,1,3,3,133,7,At Risk,USA,Manufacturing,Professional
CUST_000631,432,8,3457.89,1,3,4,134,8,At Risk,USA,Manufacturing,Enterprise
CUST_000632,431,8,1849.48,1,3,3,133,7,At Risk,UK,Real Estate,Professional
CUST_000633,10,21,1428.93,4,5,3,453,12,Loyal Customers,USA,Real Estate,Basic
CUST_000634,219,13,2832.8,1,4,4,144,9,At Risk,UK,Healthcare,Professional
CUST_000635,102,17,1392.76,1,4,3,143,8,At Risk,France,Manufacturing,Basic
CUST_000636,9,20,13520.16,4,4,5,445,13,Champions,Canada,Education,Enterprise
CUST_000637,10,22,1826.07,4,5,3,453,12,Loyal Customers,Australia,Technology,Basic
CUST_000638,8,21,1475.09,5,5,3,553,13,Loyal Customers,Germany,Real Estate,Basic
CUST_000639,8,19,23198.0,5,4,5,545,14,Champions,USA,Media,Premium
CUST_000640,9,21,3407.45,4,5,4,454,13,Champions,USA,Retail,Professional
CUST_000641,245,13,2584.4,1,4,4,144,9,At Risk,France,Technology,Professional
CUST_000642,427,7,627.79,1,3,2,132,6,At Risk,Germany,Education,Basic
CUST_000643,6,20,3748.14,5,4,4,544,13,Champions,UK,Healthcare,Professional
CUST_000644,3,20,1701.79,5,4,3,543,12,Loyal Customers,USA,Healthcare,Basic
CUST_000645,5,21,928.73,5,5,3,553,13,Loyal Customers,USA,Retail,Basic
CUST_000646,3,21,1681.48,5,5,3,553,13,Loyal Customers,UK,Consulting,Basic
CUST_000647,4,22,4983.42,5,5,5,555,15,Champions,Germany,Consulting,Professional
CUST_000648,3,22,1637.14,5,5,3,553,13,Loyal Customers,Australia,Finance,Basic
CUST_000649,59,20,1746.66,1,4,3,143,8,At Risk,USA,Retail,Basic
CUST_000650,62,19,4063.66,1,4,4,144,9,At Risk,France,Technology,Professional
CUST_000651,300,12,20032.13,1,4,5,145,10,At Risk,USA,Energy,Premium
CUST_000652,28,19,2541.81,2,4,4,244,10,At Risk,USA,Energy,Professional
CUST_000653,29,20,10108.39,2,4,5,245,11,At Risk,Canada,Manufacturing,Enterprise
CUST_000654,27,20,19718.170000000002,2,4,5,245,11,At Risk,Canada,Manufacturing,Enterprise
CUST_000655,58,18,18581.42,1,4,5,145,10,At Risk,UK,Energy,Enterprise
CUST_000656,26,20,7941.16,2,4,5,245,11,At Risk,USA,Healthcare,Enterprise
CUST_000657,563,3,2795.7,1,2,4,124,7,Hibernating,Germany,Media,Enterprise
CUST_000658,26,20,5528.7,2,4,5,245,11,At Risk,Germany,Manufacturing,Professional
CUST_000659,237,13,3068.45,1,4,4,144,9,At Risk,Germany,Finance,Professional
CUST_000660,52,18,839.86,1,4,2,142,7,At Risk,USA,Finance,Basic
CUST_000661,534,3,272.49,1,2,1,121,4,Hibernating,USA,Education,Basic
CUST_000662,22,20,1298.5,3,4,3,343,10,Potential Loyalists,Japan,Media,Basic
CUST_000663,22,17,1328.18,3,4,3,343,10,Potential Loyalists,Singapore,Consulting,Basic
CUST_000664,22,19,10901.86,3,4,5,345,12,Potential Loyalists,USA,Media,Enterprise
CUST_000665,22,19,4279.24,3,4,4,344,11,Potential Loyalists,France,Healthcare,Professional
CUST_000666,20,19,3445.4,3,4,4,344,11,Potential Loyalists,Germany,Healthcare,Professional
CUST_000667,17,21,50483.71,3,5,5,355,13,Potential Loyalists,USA,Manufacturing,Premium
CUST_000668,15,17,3394.92,4,4,4,444,12,Champions,Singapore,Education,Professional
CUST_000669,16,20,3419.62,3,4,4,344,11,Potential Loyalists,USA,Real Estate,Professional
CUST_000670,16,20,1802.05,3,4,3,343,10,Potential Loyalists,USA,Technology,Basic
CUST_000671,16,21,5312.7,3,5,5,355,13,Potential Loyalists,USA,Healthcare,Professional
CUST_000672,12,21,5049.27,4,5,5,455,14,Champions,Japan,Real Estate,Professional
CUST_000673,9,20,5448.82,4,4,5,445,13,Champions,Canada,Education,Professional
CUST_000674,9,18,1052.34,4,4,3,443,11,Loyal Customers,UK,Energy,Basic
CUST_000675,9,21,1823.53,4,5,3,453,12,Loyal Customers,Singapore,Media,Basic
CUST_000676,10,19,2907.25,4,4,4,444,12,Champions,Japan,Real Estate,Professional
CUST_000677,191,14,2422.6,1,4,4,144,9,At Risk,UK,Manufacturing,Professional
CUST_000678,9,21,8533.67,4,5,5,455,14,Champions,Germany,Consulting,Enterprise
CUST_000679,9,18,4680.38,4,4,4,444,12,Champions,Brazil,Real Estate,Professional
CUST_000680,7,17,1946.09,5,4,4,544,13,Champions,USA,Technology,Professional
CUST_000681,6,19,583.92,5,4,2,542,11,Loyal Customers,Brazil,Real Estate,Basic
CUST_000682,3,20,3756.11,5,4,4,544,13,Champions,France,Finance,Professional
CUST_000683,4,18,1789.74,5,4,3,543,12,Loyal Customers,Canada,Technology,Basic
CUST_000684,3,21,9460.95,5,5,5,555,15,Champions,Canada,Media,Enterprise
CUST_000685,1,20,1863.58,5,4,3,543,12,Loyal Customers,USA,Finance,Basic
CUST_000686,62,18,728.46,1,4,2,142,7,At Risk,Singapore,Manufacturing,Basic
CUST_000687,1,19,2250.89,5,4,4,544,13,Champions,Japan,Manufacturing,Professional
CUST_000688,30,20,10043.61,2,4,5,245,11,At Risk,USA,Education,Enterprise
CUST_000689,28,20,4763.42,2,4,4,244,10,At Risk,UK,Education,Professional
CUST_000690,27,17,1946.92,2,4,4,244,10,At Risk,UK,Finance,Professional
CUST_000691,26,20,1602.03,2,4,3,243,9,At Risk,USA,Manufacturing,Basic
CUST_000692,148,16,944.39,1,4,3,143,8,At Risk,India,Retail,Basic
CUST_000693,27,19,1516.94,2,4,3,243,9,At Risk,France,Healthcare,Basic
CUST_000694,25,20,941.3100000000001,2,4,3,243,9,At Risk,Australia,Technology,Basic
CUST_000695,534,3,365.44,1,2,2,122,5,Hibernating,India,Healthcare,Professional
CUST_000696,20,19,1275.23,3,4,3,343,10,Potential Loyalists,USA,Retail,Basic
CUST_000697,19,19,1992.37,3,4,4,344,11,Potential Loyalists,USA,Real Estate,Professional
CUST_000698,16,19,17202.7,3,4,5,345,12,Potential Loyalists,UK,Education,Enterprise
CUST_000699,18,19,1514.19,3,4,3,343,10,Potential Loyalists,UK,Media,Basic
CUST_000700,17,20,2273.43,3,4,4,344,11,Potential Loyalists,France,Real Estate,Professional
CUST_000701,17,18,675.47,3,4,2,342,9,Promising,USA,Media,Basic
CUST_000702,13,18,2254.61,4,4,4,444,12,Champions,USA,Healthcare,Professional
CUST_000703,14,19,5306.06,4,4,5,445,13,Champions,France,Education,Professional
CUST_000704,15,20,11858.89,4,4,5,445,13,Champions,Japan,Finance,Enterprise
CUST_000705,15,20,15237.55,4,5,5,455,14,Champions,France,Finance,Enterprise
CUST_000706,14,19,659.75,4,4,2,442,10,Loyal Customers,USA,Finance,Basic
CUST_000707,13,19,570.31,4,4,2,442,10,Loyal Customers,USA,Consulting,Basic
CUST_000708,12,19,36439.229999999996,4,4,5,445,13,Champions,Germany,Finance,Premium
CUST_000709,10,18,1337.26,4,4,3,443,11,Loyal Customers,USA,Retail,Basic
CUST_000710,159,15,43390.49,1,4,5,145,10,At Risk,Germany,Finance,Premium
CUST_000711,10,20,4854.02,4,5,5,455,14,Champions,UK,Consulting,Professional
CUST_000712,9,19,690.0,4,4,2,442,10,Loyal Customers,USA,Retail,Basic
CUST_000713,9,18,23001.45,4,4,5,445,13,Champions,Singapore,Healthcare,Premium
CUST_000714,4,18,40660.25,5,4,5,545,14,Champions,USA,Healthcare,Premium
CUST_000715,514,3,1553.87,1,2,3,123,6,Hibernating,France,Media,Enterprise
CUST_000716,3,19,3167.88,5,4,4,544,13,Champions,Germany,Media,Professional
CUST_000717,5,19,2814.41,5,4,4,544,13,Champions,Germany,Finance,Professional
CUST_000718,30,18,862.94,2,4,2,242,8,At Risk,USA,Healthcare,Basic
CUST_000719,60,15,3292.7200000000003,1,4,4,144,9,At Risk,UK,Consulting,Professional
CUST_000720,28,17,2791.37,2,4,4,244,10,At Risk,USA,Consulting,Professional
CUST_000721,30,18,1605.7,2,4,3,243,9,At Risk,India,Technology,Basic
CUST_000722,30,16,2252.2,2,4,4,244,10,At Risk,Canada,Manufacturing,Professional
CUST_000723,28,19,1251.69,2,4,3,243,9,At Risk,Japan,Consulting,Basic
CUST_000724,28,18,9121.82,2,4,5,245,11,At Risk,Canada,Media,Enterprise
CUST_000725,26,17,4549.55,2,4,4,244,10,At Risk,India,Technology,Professional
CUST_000726,26,18,3662.98,2,4,4,244,10,At Risk,Germany,Retail,Professional
CUST_000727,28,19,2797.05,2,4,4,244,10,At Risk,Japan,Healthcare,Professional
CUST_000728,26,18,21128.52,2,4,5,245,11,At Risk,USA,Consulting,Premium
CUST_000729,27,18,5314.48,2,4,5,245,11,At Risk,Canada,Technology,Professional
CUST_000730,25,17,2200.03,2,4,4,244,10,At Risk,USA,Education,Professional
CUST_000731,56,17,3108.0,1,4,4,144,9,At Risk,UK,Consulting,Professional
CUST_000732,25,16,3778.0,2,4,4,244,10,At Risk,USA,Energy,Professional
CUST_000733,22,16,1521.7,3,4,3,343,10,Potential Loyalists,Singapore,Real Estate,Basic
CUST_000734,18,16,1724.98,3,4,3,343,10,Potential Loyalists,Singapore,Healthcare,Professional
CUST_000735,21,17,5276.5,3,4,5,345,12,Potential Loyalists,Japan,Healthcare,Enterprise
CUST_000736,21,17,1818.63,3,4,3,343,10,Potential Loyalists,Germany,Retail,Professional
CUST_000737,16,18,5222.08,3,4,5,345,12,Potential Loyalists,Japan,Technology,Professional
CUST_000738,16,17,3461.9700000000003,3,4,4,344,11,Potential Loyalists,UK,Media,Professional
CUST_000739,17,19,16114.27,3,4,5,345,12,Potential Loyalists,Australia,Energy,Enterprise
CUST_000740,17,19,4549.61,3,4,4,344,11,Potential Loyalists,Australia,Media,Professional
CUST_000741,15,19,1465.73,4,4,3,443,11,Loyal Customers,Australia,Healthcare,Basic
CUST_000742,13,18,1296.66,4,4,3,443,11,Loyal Customers,Germany,Energy,Basic
CUST_000743,343,8,279.40999999999997,1,3,1,131,5,At Risk,UK,Manufacturing,Basic
CUST_000744,13,18,3640.01,4,4,4,444,12,Champions,UK,Healthcare,Professional
CUST_000745,11,19,5724.68,4,4,5,445,13,Champions,UK,Retail,Professional
CUST_000746,11,18,1245.18,4,4,3,443,11,Loyal Customers,USA,Finance,Basic
CUST_000747,11,19,1372.87,4,4,3,443,11,Loyal Customers,USA,Media,Basic
CUST_000748,11,19,3079.64,4,4,4,444,12,Champions,France,Healthcare,Professional
CUST_000749,40,17,4170.08,1,4,4,144,9,At Risk,France,Media,Professional
CUST_000750,10,17,6049.82,4,4,5,445,13,Champions,UK,Retail,Enterprise
CUST_000751,7,19,5414.91,5,4,5,545,14,Champions,Germany,Healthcare,Professional
CUST_000752,7,19,1190.82,5,4,3,543,12,Loyal Customers,USA,Healthcare,Basic
CUST_000753,6,19,632.29,5,4,2,542,11,Loyal Customers,UK,Consulting,Basic
CUST_000754,8,16,1990.0,5,4,4,544,13,Champions,France,Finance,Professional
CUST_000755,8,18,14284.7,5,4,5,545,14,Champions,France,Finance,Enterprise
CUST_000756,7,17,3471.5099999999998,5,4,4,544,13,Champions,Australia,Finance,Professional
CUST_000757,4,19,1252.37,5,4,3,543,12,Loyal Customers,India,Education,Basic
CUST_000758,33,18,762.27,1,4,2,142,7,At Risk,USA,Manufacturing,Basic
CUST_000759,362,7,6030.16,1,3,5,135,9,At Risk,France,Finance,Enterprise
CUST_000760,3,18,14794.91,5,4,5,545,14,Champions,USA,Manufacturing,Enterprise
CUST_000761,6,17,44827.8,5,4,5,545,14,Champions,USA,Healthcare,Premium
CUST_000762,1,18,946.65,5,4,3,543,12,Loyal Customers,UK,Technology,Basic
CUST_000763,302,9,443.6,1,3,2,132,6,At Risk,Germany,Media,Basic
CUST_000764,4,16,763.93,5,4,2,542,11,Loyal Customers,USA,Healthcare,Basic
CUST_000765,33,18,4075.33,1,4,4,144,9,At Risk,Australia,Consulting,Professional
CUST_000766,480,2,368.46000000000004,1,1,2,112,4,Hibernating,UK,Real Estate,Professional
CUST_000767,29,17,582.05,2,4,2,242,8,At Risk,Canada,Education,Basic
CUST_000768,28,18,736.66,2,4,2,242,8,At Risk,UK,Consulting,Basic
CUST_000769,28,17,2661.69,2,4,4,244,10,At Risk,USA,Finance,Professional
CUST_000770,30,18,5156.3,2,4,5,245,11,At Risk,USA,Healthcare,Professional
CUST_000771,297,9,405.6,1,3,2,132,6,At Risk,Canada,Healthcare,Basic
CUST_000772,28,17,503.36,2,4,2,242,8,At Risk,Germany,Energy,Basic
CUST_000773,25,18,2787.06,2,4,4,244,10,At Risk,India,Technology,Professional
CUST_000774,28,18,3140.54,2,4,4,244,10,At Risk,Australia,Real Estate,Professional
CUST_000775,25,16,2341.9,2,4,4,244,10,At Risk,USA,Finance,Professional
CUST_000776,24,18,3879.57,2,4,4,244,10,At Risk,India,Technology,Professional
CUST_000777,24,17,7798.14,2,4,5,245,11,At Risk,Australia,Media,Enterprise
CUST_000778,23,16,929.12,2,4,3,243,9,At Risk,USA,Retail,Basic
CUST_000779,20,16,2488.77,3,4,4,344,11,Potential Loyalists,France,Education,Professional
CUST_000780,18,17,12279.16,3,4,5,345,12,Potential Loyalists,Japan,Healthcare,Enterprise
CUST_000781,17,17,1088.22,3,4,3,343,10,Potential Loyalists,UK,Healthcare,Basic
CUST_000782,20,17,745.65,3,4,2,342,9,Promising,Australia,Technology,Basic
CUST_000783,17,17,5099.18,3,4,5,345,12,Potential Loyalists,Japan,Energy,Professional
CUST_000784,17,17,579.34,3,4,2,342,9,Promising,France,Media,Basic
CUST_000785,16,18,4985.92,3,4,5,345,12,Potential Loyalists,France,Real Estate,Professional
CUST_000786,15,18,952.44,4,4,3,443,11,Loyal Customers,France,Manufacturing,Basic
CUST_000787,105,14,8864.32,1,4,5,145,10,At Risk,Canada,Energy,Enterprise
CUST_000788,13,16,707.85,4,4,2,442,10,Loyal Customers,USA,Education,Basic
CUST_000789,10,16,4138.26,4,4,4,444,12,Champions,USA,Consulting,Professional
CUST_000790,339,7,1071.58,1,3,3,133,7,At Risk,France,Consulting,Professional
CUST_000791,11,18,1335.45,4,4,3,443,11,Loyal Customers,USA,Education,Basic
CUST_000792,39,15,4455.75,1,4,4,144,9,At Risk,France,Real Estate,Professional
CUST_000793,278,8,645.9,1,3,2,132,6,At Risk,Singapore,Retail,Basic
CUST_000794,487,2,488.73,1,1,2,112,4,Hibernating,Canada,Energy,Professional
CUST_000795,7,17,2284.17,5,4,4,544,13,Champions,UK,Retail,Professional
CUST_000796,6,17,18245.38,5,4,5,545,14,Champions,Canada,Media,Premium
CUST_000797,6,17,931.07,5,4,3,543,12,Loyal Customers,USA,Energy,Basic
CUST_000798,4,15,4345.46,5,4,4,544,13,Champions,Canada,Technology,Professional
CUST_000799,5,16,1343.41,5,4,3,543,12,Loyal Customers,USA,Technology,Basic
CUST_000800,3,15,14139.74,5,4,5,545,14,Champions,USA,Media,Enterprise
CUST_000801,394,3,111.01,1,2,1,121,4,Hibernating,USA,Manufacturing,Basic
CUST_000802,2,17,1732.33,5,4,3,543,12,Loyal Customers,USA,Energy,Basic
CUST_000803,1,16,3296.1,5,4,4,544,13,Champions,USA,Media,Professional
CUST_000804,3,17,16913.86,5,4,5,545,14,Champions,USA,Technology,Enterprise
CUST_000805,183,11,2628.42,1,3,4,134,8,At Risk,USA,Finance,Professional
CUST_000806,32,16,1796.1200000000001,1,4,3,143,8,At Risk,Brazil,Healthcare,Professional
CUST_000807,32,14,1307.23,1,4,3,143,8,At Risk,Germany,Retail,Basic
CUST_000808,29,17,3119.27,2,4,4,244,10,At Risk,UK,Energy,Professional
CUST_000809,29,17,3283.04,2,4,4,244,10,At Risk,Singapore,Education,Professional
CUST_000810,29,17,3801.86,2,4,4,244,10,At Risk,Germany,Healthcare,Professional
CUST_000811,27,15,588.83,2,4,2,242,8,At Risk,Germany,Energy,Basic
CUST_000812,25,17,19778.33,2,4,5,245,11,At Risk,Germany,Media,Premium
CUST_000813,24,15,1684.77,2,4,3,243,9,At Risk,USA,Consulting,Professional
CUST_000814,411,3,459.97,1,2,2,122,5,Hibernating,USA,Finance,Professional
CUST_000815,233,9,2456.06,1,3,4,134,8,At Risk,USA,Manufacturing,Professional
CUST_000816,49,15,1214.73,1,4,3,143,8,At Risk,Australia,Media,Basic
CUST_000817,19,16,8562.38,3,4,5,345,12,Potential Loyalists,France,Education,Enterprise
CUST_000818,18,16,737.55,3,4,2,342,9,Promising,Brazil,Manufacturing,Basic
CUST_000819,13,16,625.75,4,4,2,442,10,Loyal Customers,UK,Retail,Basic
CUST_000820,16,16,6267.67,3,4,5,345,12,Potential Loyalists,Singapore,Consulting,Enterprise
CUST_000821,15,16,6780.41,4,4,5,445,13,Champions,Germany,Healthcare,Enterprise
CUST_000822,14,16,2686.69,4,4,4,444,12,Champions,Germany,Real Estate,Professional
CUST_000823,12,15,10779.58,4,4,5,445,13,Champions,USA,Healthcare,Enterprise
CUST_000824,13,15,9399.57,4,4,5,445,13,Champions,USA,Retail,Enterprise
CUST_000825,11,17,2627.59,4,4,4,444,12,Champions,Australia,Real Estate,Professional
CUST_000826,10,16,571.78,4,4,2,442,10,Loyal Customers,USA,Healthcare,Basic
CUST_000827,11,17,1535.51,4,4,3,443,11,Loyal Customers,USA,Manufacturing,Basic
CUST_000828,221,10,10851.43,1,3,5,135,9,At Risk,USA,Consulting,Premium
CUST_000829,6,16,651.7,5,4,2,542,11,Loyal Customers,Germany,Education,Basic
CUST_000830,9,17,5331.44,4,4,5,445,13,Champions,UK,Retail,Professional
CUST_000831,7,15,3152.49,5,4,4,544,13,Champions,France,Media,Professional
CUST_000832,6,17,2598.02,5,4,4,544,13,Champions,Brazil,Manufacturing,Professional
CUST_000833,4,16,5161.49,5,4,5,545,14,Champions,Singapore,Finance,Enterprise
CUST_000834,6,16,44201.02,5,4,5,545,14,Champions,USA,Media,Premium
CUST_000835,6,17,14295.27,5,4,5,545,14,Champions,USA,Energy,Enterprise
CUST_000836,364,5,2041.22,1,2,4,124,7,Hibernating,UK,Retail,Enterprise
CUST_000837,5,15,13191.36,5,4,5,545,14,Champions,Japan,Healthcare,Enterprise
CUST_000838,4,16,615.3199999999999,5,4,2,542,11,Loyal Customers,Australia,Finance,Basic
CUST_000839,331,5,1376.6599999999999,1,2,3,123,6,Hibernating,USA,Technology,Professional
CUST_000840,32,15,1925.12,1,4,4,144,9,At Risk,USA,Retail,Professional
CUST_000841,29,16,28793.36,2,4,5,245,11,At Risk,UK,Media,Premium
CUST_000842,32,14,10003.93,1,4,5,145,10,At Risk,France,Healthcare,Enterprise
CUST_000843,32,13,12324.96,1,4,5,145,10,At Risk,USA,Manufacturing,Enterprise
CUST_000844,30,15,1635.96,2,4,3,243,9,At Risk,Brazil,Healthcare,Professional
CUST_000845,29,16,7293.53,2,4,5,245,11,At Risk,France,Healthcare,Enterprise
CUST_000846,25,15,4136.27,2,4,4,244,10,At Risk,USA,Real Estate,Professional
CUST_000847,29,14,1361.78,2,4,3,243,9,At Risk,UK,Healthcare,Basic
CUST_000848,267,8,304.45,1,3,1,131,5,At Risk,UK,Education,Basic
CUST_000849,26,15,508.91999999999996,2,4,2,242,8,At Risk,USA,Real Estate,Basic
CUST_000850,28,16,3021.59,2,4,4,244,10,At Risk,India,Consulting,Professional
CUST_000851,24,16,3332.85,2,4,4,244,10,At Risk,India,Media,Professional
CUST_000852,24,15,3646.4700000000003,2,4,4,244,10,At Risk,UK,Media,Professional
CUST_000853,26,15,844.13,2,4,2,242,8,At Risk,UK,Finance,Basic
CUST_000854,24,15,744.73,2,4,2,242,8,At Risk,France,Finance,Basic
CUST_000855,57,14,4194.72,1,4,4,144,9,At Risk,France,Real Estate,Professional
CUST_000856,24,16,1199.91,2,4,3,243,9,At Risk,USA,Technology,Basic
CUST_000857,26,16,2403.54,2,4,4,244,10,At Risk,Australia,Consulting,Professional
CUST_000858,23,15,31218.46,2,4,5,245,11,At Risk,USA,Manufacturing,Premium
CUST_000859,22,15,3073.67,3,4,4,344,11,Potential Loyalists,USA,Energy,Professional
CUST_000860,22,15,743.3000000000001,3,4,2,342,9,Promising,Singapore,Healthcare,Basic
CUST_000861,20,14,835.15,3,4,2,342,9,Promising,USA,Finance,Basic
CUST_000862,22,16,754.6700000000001,3,4,2,342,9,Promising,UK,Energy,Basic
CUST_000863,24,15,1312.8,2,4,3,243,9,At Risk,Canada,Energy,Basic
CUST_000864,24,15,39514.93,2,4,5,245,11,At Risk,Germany,Media,Premium
CUST_000865,110,13,2605.06,1,4,4,144,9,At Risk,Australia,Education,Professional
CUST_000866,258,8,1359.6399999999999,1,3,3,133,7,At Risk,UK,Real Estate,Professional
CUST_000867,18,16,3296.69,3,4,4,344,11,Potential Loyalists,Germany,Consulting,Professional
CUST_000868,19,15,7484.17,3,4,5,345,12,Potential Loyalists,USA,Media,Enterprise
CUST_000869,15,16,834.16,4,4,2,442,10,Loyal Customers,UK,Technology,Basic
CUST_000870,15,15,1613.64,4,4,3,443,11,Loyal Customers,UK,Retail,Professional
CUST_000871,15,15,1756.18,4,4,3,443,11,Loyal Customers,Japan,Manufacturing,Professional
CUST_000872,49,14,921.51,1,4,3,143,8,At Risk,Australia,Real Estate,Basic
CUST_000873,46,14,4279.97,1,4,4,144,9,At Risk,UK,Consulting,Professional
CUST_000874,17,15,545.52,3,4,2,342,9,Promising,USA,Finance,Basic
CUST_000875,15,13,652.71,4,4,2,442,10,Loyal Customers,Australia,Retail,Basic
CUST_000876,15,16,1344.95,4,4,3,443,11,Loyal Customers,Germany,Technology,Basic
CUST_000877,42,15,1047.15,1,4,3,143,8,At Risk,USA,Retail,Basic
CUST_000878,12,16,8853.19,4,4,5,445,13,Champions,Singapore,Media,Enterprise
CUST_000879,12,13,1806.84,4,4,3,443,11,Loyal Customers,India,Finance,Professional
CUST_000880,12,13,2191.9,4,4,4,444,12,Champions,USA,Consulting,Professional
CUST_000881,12,15,14419.9,4,4,5,445,13,Champions,Germany,Education,Enterprise
CUST_000882,8,15,3662.0,5,4,4,544,13,Champions,USA,Technology,Professional
CUST_000883,8,15,1477.28,5,4,3,543,12,Loyal Customers,USA,Education,Basic
CUST_000884,9,16,2080.2799999999997,4,4,4,444,12,Champions,Canada,Consulting,Professional
CUST_000885,6,16,1467.26,5,4,3,543,12,Loyal Customers,UK,Retail,Basic
CUST_000886,7,15,10321.34,5,4,5,545,14,Champions,Germany,Real Estate,Enterprise
CUST_000887,6,16,34128.53,5,4,5,545,14,Champions,Brazil,Finance,Premium
CUST_000888,2,16,532.05,5,4,2,542,11,Loyal Customers,Australia,Healthcare,Basic
CUST_000889,34,15,2152.37,1,4,4,144,9,At Risk,Canada,Consulting,Professional
CUST_000890,32,15,9544.09,1,4,5,145,10,At Risk,USA,Energy,Enterprise
CUST_000891,395,2,2171.44,1,1,4,114,6,Hibernating,USA,Education,Enterprise
CUST_000892,3,16,4449.72,5,4,4,544,13,Champions,Germany,Retail,Professional
CUST_000893,2,14,11683.1,5,4,5,545,14,Champions,France,Education,Enterprise
CUST_000894,0,13,1494.1599999999999,5,4,3,543,12,Loyal Customers,France,Education,Professional
CUST_000895,1,15,3323.35,5,4,4,544,13,Champions,USA,Finance,Professional
CUST_000896,210,9,2405.7,1,3,4,134,8,At Risk,USA,Finance,Professional
CUST_000897,28,14,3878.71,2,4,4,244,10,At Risk,Germany,Energy,Professional
CUST_000898,91,13,747.85,1,4,2,142,7,At Risk,USA,Healthcare,Basic
CUST_000899,356,4,296.35,1,2,1,121,4,Hibernating,Canada,Media,Basic
CUST_000900,267,7,360.57,1,3,2,132,6,At Risk,USA,Education,Basic
CUST_000901,25,14,4184.92,2,4,4,244,10,At Risk,India,Finance,Professional
CUST_000902,28,13,1155.33,2,4,3,243,9,At Risk,UK,Media,Basic
CUST_000903,29,14,10730.29,2,4,5,245,11,At Risk,UK,Real Estate,Enterprise
CUST_000904,28,15,1204.14,2,4,3,243,9,At Risk,France,Finance,Basic
CUST_000905,28,14,1105.33,2,4,3,243,9,At Risk,USA,Energy,Basic
CUST_000906,26,15,12982.86,2,4,5,245,11,At Risk,France,Consulting,Enterprise
CUST_000907,264,7,534.78,1,3,2,132,6,At Risk,USA,Retail,Basic
CUST_000908,326,5,9013.5,1,2,5,125,8,Hibernating,USA,Finance,Premium
CUST_000909,24,14,5694.09,2,4,5,245,11,At Risk,USA,Manufacturing,Enterprise
CUST_000910,24,14,1384.09,2,4,3,243,9,At Risk,France,Technology,Basic
CUST_000911,20,12,683.21,3,4,2,342,9,Promising,USA,Consulting,Basic
CUST_000912,19,14,4615.06,3,4,4,344,11,Potential Loyalists,France,Consulting,Enterprise
CUST_000913,23,15,2570.87,2,4,4,244,10,At Risk,France,Consulting,Professional
CUST_000914,21,15,21893.47,3,4,5,345,12,Potential Loyalists,USA,Consulting,Premium
CUST_000915,16,15,569.62,3,4,2,342,9,Promising,Australia,Consulting,Basic
CUST_000916,17,14,1904.6299999999999,3,4,3,343,10,Potential Loyalists,Singapore,Real Estate,Professional
CUST_000917,17,14,2102.11,3,4,4,344,11,Potential Loyalists,France,Healthcare,Professional
CUST_000918,45,13,1891.25,1,4,3,143,8,At Risk,Australia,Education,Professional
CUST_000919,16,14,1267.29,3,4,3,343,10,Potential Loyalists,USA,Healthcare,Basic
CUST_000920,18,14,861.74,3,4,2,342,9,Promising,Brazil,Education,Basic
CUST_000921,14,15,2147.96,4,4,4,444,12,Champions,UK,Manufacturing,Professional
CUST_000922,14,15,2602.86,4,4,4,444,12,Champions,UK,Healthcare,Professional
CUST_000923,16,14,1194.06,3,4,3,343,10,Potential Loyalists,India,Healthcare,Basic
CUST_000924,44,13,735.7,1,4,2,142,7,At Risk,USA,Technology,Basic
CUST_000925,15,15,4503.45,4,4,4,444,12,Champions,Brazil,Media,Professional
CUST_000926,11,14,9399.75,4,4,5,445,13,Champions,USA,Media,Enterprise
CUST_000927,11,15,8324.48,4,4,5,445,13,Champions,Japan,Media,Enterprise
CUST_000928,10,15,549.61,4,4,2,442,10,Loyal Customers,Brazil,Media,Basic
CUST_000929,8,15,4008.45,5,4,4,544,13,Champions,Australia,Real Estate,Professional
CUST_000930,6,13,3136.5499999999997,5,4,4,544,13,Champions,Japan,Consulting,Professional
CUST_000931,5,14,1878.13,5,4,3,543,12,Loyal Customers,Australia,Retail,Professional
CUST_000932,6,15,3920.05,5,4,4,544,13,Champions,USA,Healthcare,Professional
CUST_000933,4,15,24340.260000000002,5,4,5,545,14,Champions,Singapore,Technology,Premium
CUST_000934,243,7,335.32,1,3,1,131,5,At Risk,USA,Education,Basic
CUST_000935,6,15,1732.13,5,4,3,543,12,Loyal Customers,USA,Healthcare,Professional
CUST_000936,1,14,1304.38,5,4,3,543,12,Loyal Customers,Australia,Finance,Basic
