customer_id,recency,frequency,monetary,R_score,F_score,M_score,RFM_score,RFM_total,rfm_segment,country,industry,subscription_type,signup_date,cluster,behavioral_segment
CUST_000704,16,20,11858.89,4,4,5,445,13,Champions,Japan,Finance,Enterprise,2023-05-29,1,VIP Elite
CUST_000705,16,20,15237.55,4,5,5,455,14,Champions,France,Finance,Enterprise,2023-05-30,1,VIP Elite
CUST_000706,15,19,659.75,4,4,2,442,10,Potential Loyalists,USA,Finance,Basic,2023-05-30,0,Engaged Regulars
CUST_000707,14,19,570.31,4,4,2,442,10,Potential Loyalists,USA,Consulting,Basic,2023-05-30,0,Engaged Regulars
CUST_000708,13,19,36439.229999999996,4,4,5,445,13,Champions,Germany,Finance,Premium,2023-06-01,1,VIP Elite
CUST_000709,11,18,1337.26,4,4,3,443,11,Potential Loyalists,USA,Retail,Basic,2023-06-01,1,VIP Elite
CUST_000710,160,15,43390.49,1,4,5,145,10,At Risk,Germany,Finance,Premium,2023-06-02,1,VIP Elite
CUST_000711,11,20,4854.02,4,5,5,455,14,Champions,UK,Consulting,Professional,2023-06-03,1,VIP Elite
CUST_000712,10,19,690.0,4,4,2,442,10,Potential Loyalists,USA,Retail,Basic,2023-06-03,0,Engaged Regulars
CUST_000713,10,18,23001.45,4,4,5,445,13,Champions,Singapore,Healthcare,Premium,2023-06-05,1,VIP Elite
CUST_000714,5,18,40660.25,5,4,5,545,14,Champions,USA,Healthcare,Premium,2023-06-06,1,VIP Elite
CUST_000715,515,3,1553.87,1,2,3,123,6,Hibernating,France,Media,Enterprise,2023-06-06,2,Growth Potential
CUST_000716,4,19,3167.88,5,4,4,544,13,Champions,Germany,Media,Professional,2023-06-08,1,VIP Elite
CUST_000717,6,19,2814.41,5,4,4,544,13,Champions,Germany,Finance,Professional,2023-06-09,1,VIP Elite
CUST_000718,31,18,862.94,2,4,2,242,8,Lost,USA,Healthcare,Basic,2023-06-11,0,Engaged Regulars
CUST_000719,61,15,3292.7200000000003,1,4,4,144,9,At Risk,UK,Consulting,Professional,2023-06-12,0,Engaged Regulars
CUST_000720,29,17,2791.37,2,4,4,244,10,At Risk,USA,Consulting,Professional,2023-06-12,0,Engaged Regulars
CUST_000721,31,18,1605.7,2,4,3,243,9,At Risk,India,Technology,Basic,2023-06-13,0,Engaged Regulars
CUST_000722,31,16,2252.2,2,4,4,244,10,At Risk,Canada,Manufacturing,Professional,2023-06-13,0,Engaged Regulars
CUST_000723,29,19,1251.69,2,4,3,243,9,At Risk,Japan,Consulting,Basic,2023-06-15,0,Engaged Regulars
CUST_000724,29,18,9121.82,2,4,5,245,11,At Risk,Canada,Media,Enterprise,2023-06-15,1,VIP Elite
CUST_000725,27,17,4549.55,2,4,4,244,10,At Risk,India,Technology,Professional,2023-06-15,1,VIP Elite
CUST_000726,27,18,3662.98,2,4,4,244,10,At Risk,Germany,Retail,Professional,2023-06-16,1,VIP Elite
CUST_000727,29,19,2797.05,2,4,4,244,10,At Risk,Japan,Healthcare,Professional,2023-06-16,1,VIP Elite
CUST_000728,27,18,21128.52,2,4,5,245,11,At Risk,USA,Consulting,Premium,2023-06-17,1,VIP Elite
CUST_000729,28,18,5314.48,2,4,5,245,11,At Risk,Canada,Technology,Professional,2023-06-17,1,VIP Elite
CUST_000730,26,17,2200.03,2,4,4,244,10,At Risk,USA,Education,Professional,2023-06-17,0,Engaged Regulars
CUST_000731,57,17,3108.0,1,4,4,144,9,At Risk,UK,Consulting,Professional,2023-06-18,0,Engaged Regulars
CUST_000732,26,16,3778.0,2,4,4,244,10,At Risk,USA,Energy,Professional,2023-06-18,0,Engaged Regulars
CUST_000733,23,16,1521.7,3,4,3,343,10,Promising,Singapore,Real Estate,Basic,2023-06-20,0,Engaged Regulars
CUST_000734,19,16,1724.98,3,4,3,343,10,Promising,Singapore,Healthcare,Professional,2023-06-22,0,Engaged Regulars
CUST_000735,22,17,5276.5,3,4,5,345,12,Loyal Customers,Japan,Healthcare,Enterprise,2023-06-22,1,VIP Elite
CUST_000736,22,17,1818.63,3,4,3,343,10,Promising,Germany,Retail,Professional,2023-06-22,0,Engaged Regulars
CUST_000737,17,18,5222.08,3,4,5,345,12,Loyal Customers,Japan,Technology,Professional,2023-06-24,1,VIP Elite
CUST_000738,17,17,3461.9700000000003,3,4,4,344,11,Loyal Customers,UK,Media,Professional,2023-06-24,1,VIP Elite
CUST_000739,18,19,16114.27,3,4,5,345,12,Loyal Customers,Australia,Energy,Enterprise,2023-06-25,1,VIP Elite
CUST_000740,18,19,4549.61,3,4,4,344,11,Loyal Customers,Australia,Media,Professional,2023-06-25,1,VIP Elite
CUST_000741,16,19,1465.73,4,4,3,443,11,Potential Loyalists,Australia,Healthcare,Basic,2023-06-27,1,VIP Elite
CUST_000742,14,18,1296.66,4,4,3,443,11,Potential Loyalists,Germany,Energy,Basic,2023-06-27,1,VIP Elite
CUST_000743,344,8,279.40999999999997,1,3,1,131,5,Lost,UK,Manufacturing,Basic,2023-06-27,0,Engaged Regulars
CUST_000744,14,18,3640.01,4,4,4,444,12,Champions,UK,Healthcare,Professional,2023-06-28,1,VIP Elite
CUST_000745,12,19,5724.68,4,4,5,445,13,Champions,UK,Retail,Professional,2023-06-29,1,VIP Elite
CUST_000746,12,18,1245.18,4,4,3,443,11,Potential Loyalists,USA,Finance,Basic,2023-06-29,1,VIP Elite
CUST_000747,12,19,1372.87,4,4,3,443,11,Potential Loyalists,USA,Media,Basic,2023-07-02,1,VIP Elite
CUST_000748,12,19,3079.64,4,4,4,444,12,Champions,France,Healthcare,Professional,2023-07-02,1,VIP Elite
CUST_000749,41,17,4170.08,1,4,4,144,9,At Risk,France,Media,Professional,2023-07-03,0,Engaged Regulars
CUST_000750,11,17,6049.82,4,4,5,445,13,Champions,UK,Retail,Enterprise,2023-07-03,1,VIP Elite
CUST_000751,8,19,5414.91,5,4,5,545,14,Champions,Germany,Healthcare,Professional,2023-07-03,1,VIP Elite
CUST_000752,8,19,1190.82,5,4,3,543,12,Potential Loyalists,USA,Healthcare,Basic,2023-07-04,1,VIP Elite
CUST_000753,7,19,632.29,5,4,2,542,11,Potential Loyalists,UK,Consulting,Basic,2023-07-04,1,VIP Elite
CUST_000754,9,16,1990.0,5,4,4,544,13,Champions,France,Finance,Professional,2023-07-04,1,VIP Elite
CUST_000755,9,18,14284.7,5,4,5,545,14,Champions,France,Finance,Enterprise,2023-07-05,1,VIP Elite
CUST_000756,8,17,3471.5099999999998,5,4,4,544,13,Champions,Australia,Finance,Professional,2023-07-06,1,VIP Elite
CUST_000757,5,19,1252.37,5,4,3,543,12,Potential Loyalists,India,Education,Basic,2023-07-07,1,VIP Elite
CUST_000758,34,18,762.27,1,4,2,142,7,Lost,USA,Manufacturing,Basic,2023-07-08,0,Engaged Regulars
CUST_000759,363,7,6030.16,1,3,5,135,9,At Risk,France,Finance,Enterprise,2023-07-08,0,Engaged Regulars
CUST_000760,4,18,14794.91,5,4,5,545,14,Champions,USA,Manufacturing,Enterprise,2023-07-08,1,VIP Elite
CUST_000761,7,17,44827.8,5,4,5,545,14,Champions,USA,Healthcare,Premium,2023-07-08,1,VIP Elite
CUST_000762,2,18,946.65,5,4,3,543,12,Potential Loyalists,UK,Technology,Basic,2023-07-09,1,VIP Elite
CUST_000763,303,9,443.6,1,3,2,132,6,Lost,Germany,Media,Basic,2023-07-09,0,Engaged Regulars
CUST_000764,5,16,763.93,5,4,2,542,11,Potential Loyalists,USA,Healthcare,Basic,2023-07-10,1,VIP Elite
CUST_000765,34,18,4075.33,1,4,4,144,9,At Risk,Australia,Consulting,Professional,2023-07-11,0,Engaged Regulars
CUST_000766,481,2,368.46000000000004,1,1,2,112,4,Hibernating,UK,Real Estate,Professional,2023-07-12,2,Growth Potential
CUST_000767,30,17,582.05,2,4,2,242,8,Lost,Canada,Education,Basic,2023-07-12,0,Engaged Regulars
CUST_000768,29,18,736.66,2,4,2,242,8,Lost,UK,Consulting,Basic,2023-07-13,0,Engaged Regulars
CUST_000769,29,17,2661.69,2,4,4,244,10,At Risk,USA,Finance,Professional,2023-07-13,0,Engaged Regulars
CUST_000770,31,18,5156.3,2,4,5,245,11,At Risk,USA,Healthcare,Professional,2023-07-14,1,VIP Elite
CUST_000771,298,9,405.6,1,3,2,132,6,Lost,Canada,Healthcare,Basic,2023-07-14,0,Engaged Regulars
CUST_000772,29,17,503.36,2,4,2,242,8,Lost,Germany,Energy,Basic,2023-07-14,0,Engaged Regulars
CUST_000773,26,18,2787.06,2,4,4,244,10,At Risk,India,Technology,Professional,2023-07-15,1,VIP Elite
CUST_000774,29,18,3140.54,2,4,4,244,10,At Risk,Australia,Real Estate,Professional,2023-07-15,1,VIP Elite
CUST_000775,26,16,2341.9,2,4,4,244,10,At Risk,USA,Finance,Professional,2023-07-17,0,Engaged Regulars
CUST_000776,25,18,3879.57,2,4,4,244,10,At Risk,India,Technology,Professional,2023-07-18,1,VIP Elite
CUST_000777,25,17,7798.14,2,4,5,245,11,At Risk,Australia,Media,Enterprise,2023-07-18,1,VIP Elite
CUST_000778,24,16,929.12,2,4,3,243,9,At Risk,USA,Retail,Basic,2023-07-19,0,Engaged Regulars
CUST_000779,21,16,2488.77,3,4,4,344,11,Loyal Customers,France,Education,Professional,2023-07-22,1,VIP Elite
CUST_000780,19,17,12279.16,3,4,5,345,12,Loyal Customers,Japan,Healthcare,Enterprise,2023-07-23,1,VIP Elite
CUST_000781,18,17,1088.22,3,4,3,343,10,Promising,UK,Healthcare,Basic,2023-07-23,0,Engaged Regulars
CUST_000782,21,17,745.65,3,4,2,342,9,Promising,Australia,Technology,Basic,2023-07-23,0,Engaged Regulars
CUST_000783,18,17,5099.18,3,4,5,345,12,Loyal Customers,Japan,Energy,Professional,2023-07-24,1,VIP Elite
CUST_000784,18,17,579.34,3,4,2,342,9,Promising,France,Media,Basic,2023-07-25,0,Engaged Regulars
CUST_000785,17,18,4985.92,3,4,5,345,12,Loyal Customers,France,Real Estate,Professional,2023-07-25,1,VIP Elite
CUST_000786,16,18,952.44,4,4,3,443,11,Potential Loyalists,France,Manufacturing,Basic,2023-07-26,1,VIP Elite
CUST_000787,106,14,8864.32,1,4,5,145,10,At Risk,Canada,Energy,Enterprise,2023-07-28,1,VIP Elite
CUST_000788,14,16,707.85,4,4,2,442,10,Potential Loyalists,USA,Education,Basic,2023-07-30,0,Engaged Regulars
CUST_000789,11,16,4138.26,4,4,4,444,12,Champions,USA,Consulting,Professional,2023-07-30,1,VIP Elite
CUST_000790,340,7,1071.58,1,3,3,133,7,At Risk,France,Consulting,Professional,2023-07-31,0,Engaged Regulars
CUST_000791,12,18,1335.45,4,4,3,443,11,Potential Loyalists,USA,Education,Basic,2023-08-01,1,VIP Elite
CUST_000792,40,15,4455.75,1,4,4,144,9,At Risk,France,Real Estate,Professional,2023-08-01,0,Engaged Regulars
CUST_000793,279,8,645.9,1,3,2,132,6,Lost,Singapore,Retail,Basic,2023-08-02,0,Engaged Regulars
CUST_000794,488,2,488.73,1,1,2,112,4,Hibernating,Canada,Energy,Professional,2023-08-03,2,Growth Potential
CUST_000795,8,17,2284.17,5,4,4,544,13,Champions,UK,Retail,Professional,2023-08-03,1,VIP Elite
CUST_000796,7,17,18245.38,5,4,5,545,14,Champions,Canada,Media,Premium,2023-08-03,1,VIP Elite
CUST_000797,7,17,931.07,5,4,3,543,12,Potential Loyalists,USA,Energy,Basic,2023-08-04,1,VIP Elite
CUST_000798,5,15,4345.46,5,4,4,544,13,Champions,Canada,Technology,Professional,2023-08-05,1,VIP Elite
CUST_000799,6,16,1343.41,5,4,3,543,12,Potential Loyalists,USA,Technology,Basic,2023-08-05,1,VIP Elite
CUST_000800,4,15,14139.74,5,4,5,545,14,Champions,USA,Media,Enterprise,2023-08-06,1,VIP Elite
CUST_000801,395,3,111.01,1,2,1,121,4,Hibernating,USA,Manufacturing,Basic,2023-08-06,0,Engaged Regulars
CUST_000802,3,17,1732.33,5,4,3,543,12,Potential Loyalists,USA,Energy,Basic,2023-08-07,1,VIP Elite
CUST_000803,2,16,3296.1,5,4,4,544,13,Champions,USA,Media,Professional,2023-08-08,1,VIP Elite
CUST_000804,4,17,16913.86,5,4,5,545,14,Champions,USA,Technology,Enterprise,2023-08-09,1,VIP Elite
CUST_000805,184,11,2628.42,1,3,4,134,8,At Risk,USA,Finance,Professional,2023-08-10,0,Engaged Regulars
CUST_000806,33,16,1796.1200000000001,1,4,3,143,8,At Risk,Brazil,Healthcare,Professional,2023-08-10,0,Engaged Regulars
CUST_000807,33,14,1307.23,1,4,3,143,8,At Risk,Germany,Retail,Basic,2023-08-11,0,Engaged Regulars
CUST_000808,30,17,3119.27,2,4,4,244,10,At Risk,UK,Energy,Professional,2023-08-13,0,Engaged Regulars
CUST_000809,30,17,3283.04,2,4,4,244,10,At Risk,Singapore,Education,Professional,2023-08-13,0,Engaged Regulars
CUST_000810,30,17,3801.86,2,4,4,244,10,At Risk,Germany,Healthcare,Professional,2023-08-14,1,VIP Elite
CUST_000811,28,15,588.83,2,4,2,242,8,Lost,Germany,Energy,Basic,2023-08-14,0,Engaged Regulars
CUST_000812,26,17,19778.33,2,4,5,245,11,At Risk,Germany,Media,Premium,2023-08-16,1,VIP Elite
CUST_000813,25,15,1684.77,2,4,3,243,9,At Risk,USA,Consulting,Professional,2023-08-16,0,Engaged Regulars
CUST_000814,412,3,459.97,1,2,2,122,5,Hibernating,USA,Finance,Professional,2023-08-19,2,Growth Potential
CUST_000815,234,9,2456.06,1,3,4,134,8,At Risk,USA,Manufacturing,Professional,2023-08-20,0,Engaged Regulars
CUST_000816,50,15,1214.73,1,4,3,143,8,At Risk,Australia,Media,Basic,2023-08-20,0,Engaged Regulars
CUST_000817,20,16,8562.38,3,4,5,345,12,Loyal Customers,France,Education,Enterprise,2023-08-24,1,VIP Elite
CUST_000818,19,16,737.55,3,4,2,342,9,Promising,Brazil,Manufacturing,Basic,2023-08-25,0,Engaged Regulars
CUST_000819,14,16,625.75,4,4,2,442,10,Potential Loyalists,UK,Retail,Basic,2023-08-26,0,Engaged Regulars
CUST_000820,17,16,6267.67,3,4,5,345,12,Loyal Customers,Singapore,Consulting,Enterprise,2023-08-26,1,VIP Elite
CUST_000821,16,16,6780.41,4,4,5,445,13,Champions,Germany,Healthcare,Enterprise,2023-08-26,1,VIP Elite
CUST_000822,15,16,2686.69,4,4,4,444,12,Champions,Germany,Real Estate,Professional,2023-08-27,1,VIP Elite
CUST_000823,13,15,10779.58,4,4,5,445,13,Champions,USA,Healthcare,Enterprise,2023-08-27,1,VIP Elite
CUST_000824,14,15,9399.57,4,4,5,445,13,Champions,USA,Retail,Enterprise,2023-08-28,1,VIP Elite
CUST_000825,12,17,2627.59,4,4,4,444,12,Champions,Australia,Real Estate,Professional,2023-08-29,1,VIP Elite
CUST_000826,11,16,571.78,4,4,2,442,10,Potential Loyalists,USA,Healthcare,Basic,2023-08-29,0,Engaged Regulars
CUST_000827,12,17,1535.51,4,4,3,443,11,Potential Loyalists,USA,Manufacturing,Basic,2023-08-30,1,VIP Elite
CUST_000828,222,10,10851.43,1,3,5,135,9,At Risk,USA,Consulting,Premium,2023-08-31,0,Engaged Regulars
CUST_000829,7,16,651.7,5,4,2,542,11,Potential Loyalists,Germany,Education,Basic,2023-09-02,1,VIP Elite
CUST_000830,10,17,5331.44,4,4,5,445,13,Champions,UK,Retail,Professional,2023-09-02,1,VIP Elite
CUST_000831,8,15,3152.49,5,4,4,544,13,Champions,France,Media,Professional,2023-09-03,1,VIP Elite
CUST_000832,7,17,2598.02,5,4,4,544,13,Champions,Brazil,Manufacturing,Professional,2023-09-03,1,VIP Elite
CUST_000833,5,16,5161.49,5,4,5,545,14,Champions,Singapore,Finance,Enterprise,2023-09-06,1,VIP Elite
CUST_000834,7,16,44201.02,5,4,5,545,14,Champions,USA,Media,Premium,2023-09-06,1,VIP Elite
CUST_000835,7,17,14295.27,5,4,5,545,14,Champions,USA,Energy,Enterprise,2023-09-06,1,VIP Elite
CUST_000836,365,5,2041.22,1,2,4,124,7,Hibernating,UK,Retail,Enterprise,2023-09-07,0,Engaged Regulars
CUST_000837,6,15,13191.36,5,4,5,545,14,Champions,Japan,Healthcare,Enterprise,2023-09-07,1,VIP Elite
CUST_000838,5,16,615.3199999999999,5,4,2,542,11,Potential Loyalists,Australia,Finance,Basic,2023-09-08,1,VIP Elite
CUST_000839,332,5,1376.6599999999999,1,2,3,123,6,Hibernating,USA,Technology,Professional,2023-09-08,0,Engaged Regulars
CUST_000840,33,15,1925.12,1,4,4,144,9,At Risk,USA,Retail,Professional,2023-09-10,0,Engaged Regulars
CUST_000841,30,16,28793.36,2,4,5,245,11,At Risk,UK,Media,Premium,2023-09-10,1,VIP Elite
CUST_000842,33,14,10003.93,1,4,5,145,10,At Risk,France,Healthcare,Enterprise,2023-09-10,1,VIP Elite
CUST_000843,33,13,12324.96,1,4,5,145,10,At Risk,USA,Manufacturing,Enterprise,2023-09-10,1,VIP Elite
CUST_000844,31,15,1635.96,2,4,3,243,9,At Risk,Brazil,Healthcare,Professional,2023-09-10,0,Engaged Regulars
CUST_000845,30,16,7293.53,2,4,5,245,11,At Risk,France,Healthcare,Enterprise,2023-09-12,1,VIP Elite
CUST_000846,26,15,4136.27,2,4,4,244,10,At Risk,USA,Real Estate,Professional,2023-09-13,0,Engaged Regulars
CUST_000847,30,14,1361.78,2,4,3,243,9,At Risk,UK,Healthcare,Basic,2023-09-13,0,Engaged Regulars
CUST_000848,268,8,304.45,1,3,1,131,5,Lost,UK,Education,Basic,2023-09-13,0,Engaged Regulars
CUST_000849,27,15,508.91999999999996,2,4,2,242,8,Lost,USA,Real Estate,Basic,2023-09-13,0,Engaged Regulars
CUST_000850,29,16,3021.59,2,4,4,244,10,At Risk,India,Consulting,Professional,2023-09-14,0,Engaged Regulars
CUST_000851,25,16,3332.85,2,4,4,244,10,At Risk,India,Media,Professional,2023-09-14,0,Engaged Regulars
CUST_000852,25,15,3646.4700000000003,2,4,4,244,10,At Risk,UK,Media,Professional,2023-09-14,0,Engaged Regulars
CUST_000853,27,15,844.13,2,4,2,242,8,Lost,UK,Finance,Basic,2023-09-15,0,Engaged Regulars
CUST_000854,25,15,744.73,2,4,2,242,8,Lost,France,Finance,Basic,2023-09-15,0,Engaged Regulars
CUST_000855,58,14,4194.72,1,4,4,144,9,At Risk,France,Real Estate,Professional,2023-09-15,0,Engaged Regulars
CUST_000856,25,16,1199.91,2,4,3,243,9,At Risk,USA,Technology,Basic,2023-09-15,0,Engaged Regulars
CUST_000857,27,16,2403.54,2,4,4,244,10,At Risk,Australia,Consulting,Professional,2023-09-16,0,Engaged Regulars
CUST_000858,24,15,31218.46,2,4,5,245,11,At Risk,USA,Manufacturing,Premium,2023-09-16,1,VIP Elite
CUST_000859,23,15,3073.67,3,4,4,344,11,Loyal Customers,USA,Energy,Professional,2023-09-17,1,VIP Elite
CUST_000860,23,15,743.3000000000001,3,4,2,342,9,Promising,Singapore,Healthcare,Basic,2023-09-17,0,Engaged Regulars
CUST_000861,21,14,835.15,3,4,2,342,9,Promising,USA,Finance,Basic,2023-09-18,0,Engaged Regulars
CUST_000862,23,16,754.6700000000001,3,4,2,342,9,Promising,UK,Energy,Basic,2023-09-18,0,Engaged Regulars
CUST_000863,25,15,1312.8,2,4,3,243,9,At Risk,Canada,Energy,Basic,2023-09-18,0,Engaged Regulars
CUST_000864,25,15,39514.93,2,4,5,245,11,At Risk,Germany,Media,Premium,2023-09-18,1,VIP Elite
CUST_000865,111,13,2605.06,1,4,4,144,9,At Risk,Australia,Education,Professional,2023-09-19,0,Engaged Regulars
CUST_000866,259,8,1359.6399999999999,1,3,3,133,7,At Risk,UK,Real Estate,Professional,2023-09-20,0,Engaged Regulars
CUST_000867,19,16,3296.69,3,4,4,344,11,Loyal Customers,Germany,Consulting,Professional,2023-09-21,1,VIP Elite
CUST_000868,20,15,7484.17,3,4,5,345,12,Loyal Customers,USA,Media,Enterprise,2023-09-22,1,VIP Elite
CUST_000869,16,16,834.16,4,4,2,442,10,Potential Loyalists,UK,Technology,Basic,2023-09-23,0,Engaged Regulars
CUST_000870,16,15,1613.64,4,4,3,443,11,Potential Loyalists,UK,Retail,Professional,2023-09-23,1,VIP Elite
CUST_000871,16,15,1756.18,4,4,3,443,11,Potential Loyalists,Japan,Manufacturing,Professional,2023-09-23,1,VIP Elite
CUST_000872,50,14,921.51,1,4,3,143,8,At Risk,Australia,Real Estate,Basic,2023-09-23,0,Engaged Regulars
CUST_000873,47,14,4279.97,1,4,4,144,9,At Risk,UK,Consulting,Professional,2023-09-23,0,Engaged Regulars
CUST_000874,18,15,545.52,3,4,2,342,9,Promising,USA,Finance,Basic,2023-09-25,0,Engaged Regulars
CUST_000875,16,13,652.71,4,4,2,442,10,Potential Loyalists,Australia,Retail,Basic,2023-09-25,0,Engaged Regulars
CUST_000876,16,16,1344.95,4,4,3,443,11,Potential Loyalists,Germany,Technology,Basic,2023-09-26,1,VIP Elite
CUST_000877,43,15,1047.15,1,4,3,143,8,At Risk,USA,Retail,Basic,2023-09-27,0,Engaged Regulars
CUST_000878,13,16,8853.19,4,4,5,445,13,Champions,Singapore,Media,Enterprise,2023-09-27,1,VIP Elite
CUST_000879,13,13,1806.84,4,4,3,443,11,Potential Loyalists,India,Finance,Professional,2023-09-27,0,Engaged Regulars
CUST_000880,13,13,2191.9,4,4,4,444,12,Champions,USA,Consulting,Professional,2023-09-28,1,VIP Elite
CUST_000881,13,15,14419.9,4,4,5,445,13,Champions,Germany,Education,Enterprise,2023-09-28,1,VIP Elite
CUST_000882,9,15,3662.0,5,4,4,544,13,Champions,USA,Technology,Professional,2023-10-01,1,VIP Elite
CUST_000883,9,15,1477.28,5,4,3,543,12,Potential Loyalists,USA,Education,Basic,2023-10-02,1,VIP Elite
CUST_000884,10,16,2080.2799999999997,4,4,4,444,12,Champions,Canada,Consulting,Professional,2023-10-02,1,VIP Elite
CUST_000885,7,16,1467.26,5,4,3,543,12,Potential Loyalists,UK,Retail,Basic,2023-10-03,1,VIP Elite
CUST_000886,8,15,10321.34,5,4,5,545,14,Champions,Germany,Real Estate,Enterprise,2023-10-04,1,VIP Elite
CUST_000887,7,16,34128.53,5,4,5,545,14,Champions,Brazil,Finance,Premium,2023-10-05,1,VIP Elite
CUST_000888,3,16,532.05,5,4,2,542,11,Potential Loyalists,Australia,Healthcare,Basic,2023-10-06,1,VIP Elite
CUST_000889,35,15,2152.37,1,4,4,144,9,At Risk,Canada,Consulting,Professional,2023-10-06,0,Engaged Regulars
CUST_000890,33,15,9544.09,1,4,5,145,10,At Risk,USA,Energy,Enterprise,2023-10-07,1,VIP Elite
CUST_000891,396,2,2171.44,1,1,4,114,6,Hibernating,USA,Education,Enterprise,2023-10-07,0,Engaged Regulars
CUST_000892,4,16,4449.72,5,4,4,544,13,Champions,Germany,Retail,Professional,2023-10-08,1,VIP Elite
CUST_000893,3,14,11683.1,5,4,5,545,14,Champions,France,Education,Enterprise,2023-10-08,1,VIP Elite
CUST_000894,1,13,1494.1599999999999,5,4,3,543,12,Potential Loyalists,France,Education,Professional,2023-10-08,1,VIP Elite
CUST_000895,2,15,3323.35,5,4,4,544,13,Champions,USA,Finance,Professional,2023-10-08,1,VIP Elite
CUST_000896,211,9,2405.7,1,3,4,134,8,At Risk,USA,Finance,Professional,2023-10-10,0,Engaged Regulars
CUST_000897,29,14,3878.71,2,4,4,244,10,At Risk,Germany,Energy,Professional,2023-10-10,0,Engaged Regulars
CUST_000898,92,13,747.85,1,4,2,142,7,Lost,USA,Healthcare,Basic,2023-10-11,0,Engaged Regulars
CUST_000899,357,4,296.35,1,2,1,121,4,Hibernating,Canada,Media,Basic,2023-10-12,0,Engaged Regulars
CUST_000900,268,7,360.57,1,3,2,132,6,Lost,USA,Education,Basic,2023-10-12,0,Engaged Regulars
CUST_000901,26,14,4184.92,2,4,4,244,10,At Risk,India,Finance,Professional,2023-10-13,0,Engaged Regulars
CUST_000902,29,13,1155.33,2,4,3,243,9,At Risk,UK,Media,Basic,2023-10-13,0,Engaged Regulars
CUST_000903,30,14,10730.29,2,4,5,245,11,At Risk,UK,Real Estate,Enterprise,2023-10-13,1,VIP Elite
CUST_000904,29,15,1204.14,2,4,3,243,9,At Risk,France,Finance,Basic,2023-10-13,0,Engaged Regulars
CUST_000905,29,14,1105.33,2,4,3,243,9,At Risk,USA,Energy,Basic,2023-10-13,0,Engaged Regulars
CUST_000906,27,15,12982.86,2,4,5,245,11,At Risk,France,Consulting,Enterprise,2023-10-15,1,VIP Elite
CUST_000907,265,7,534.78,1,3,2,132,6,Lost,USA,Retail,Basic,2023-10-15,0,Engaged Regulars
CUST_000908,327,5,9013.5,1,2,5,125,8,Hibernating,USA,Finance,Premium,2023-10-16,0,Engaged Regulars
CUST_000909,25,14,5694.09,2,4,5,245,11,At Risk,USA,Manufacturing,Enterprise,2023-10-17,1,VIP Elite
CUST_000910,25,14,1384.09,2,4,3,243,9,At Risk,France,Technology,Basic,2023-10-18,0,Engaged Regulars
CUST_000911,21,12,683.21,3,4,2,342,9,Promising,USA,Consulting,Basic,2023-10-18,0,Engaged Regulars
CUST_000912,20,14,4615.06,3,4,4,344,11,Loyal Customers,France,Consulting,Enterprise,2023-10-19,1,VIP Elite
CUST_000913,24,15,2570.87,2,4,4,244,10,At Risk,France,Consulting,Professional,2023-10-19,0,Engaged Regulars
CUST_000914,22,15,21893.47,3,4,5,345,12,Loyal Customers,USA,Consulting,Premium,2023-10-21,1,VIP Elite
CUST_000915,17,15,569.62,3,4,2,342,9,Promising,Australia,Consulting,Basic,2023-10-22,0,Engaged Regulars
CUST_000916,18,14,1904.6299999999999,3,4,3,343,10,Promising,Singapore,Real Estate,Professional,2023-10-22,0,Engaged Regulars
CUST_000917,18,14,2102.11,3,4,4,344,11,Loyal Customers,France,Healthcare,Professional,2023-10-22,0,Engaged Regulars
CUST_000918,46,13,1891.25,1,4,3,143,8,At Risk,Australia,Education,Professional,2023-10-24,0,Engaged Regulars
CUST_000919,17,14,1267.29,3,4,3,343,10,Promising,USA,Healthcare,Basic,2023-10-24,0,Engaged Regulars
CUST_000920,19,14,861.74,3,4,2,342,9,Promising,Brazil,Education,Basic,2023-10-24,0,Engaged Regulars
CUST_000921,15,15,2147.96,4,4,4,444,12,Champions,UK,Manufacturing,Professional,2023-10-24,1,VIP Elite
CUST_000922,15,15,2602.86,4,4,4,444,12,Champions,UK,Healthcare,Professional,2023-10-25,1,VIP Elite
CUST_000923,17,14,1194.06,3,4,3,343,10,Promising,India,Healthcare,Basic,2023-10-26,0,Engaged Regulars
CUST_000924,45,13,735.7,1,4,2,142,7,Lost,USA,Technology,Basic,2023-10-27,0,Engaged Regulars
CUST_000925,16,15,4503.45,4,4,4,444,12,Champions,Brazil,Media,Professional,2023-10-27,1,VIP Elite
CUST_000926,12,14,9399.75,4,4,5,445,13,Champions,USA,Media,Enterprise,2023-10-29,1,VIP Elite
CUST_000927,12,15,8324.48,4,4,5,445,13,Champions,Japan,Media,Enterprise,2023-10-29,1,VIP Elite
CUST_000928,11,15,549.61,4,4,2,442,10,Potential Loyalists,Brazil,Media,Basic,2023-10-30,0,Engaged Regulars
CUST_000929,9,15,4008.45,5,4,4,544,13,Champions,Australia,Real Estate,Professional,2023-10-31,1,VIP Elite
CUST_000930,7,13,3136.5499999999997,5,4,4,544,13,Champions,Japan,Consulting,Professional,2023-11-01,1,VIP Elite
CUST_000931,6,14,1878.13,5,4,3,543,12,Potential Loyalists,Australia,Retail,Professional,2023-11-03,1,VIP Elite
CUST_000932,7,15,3920.05,5,4,4,544,13,Champions,USA,Healthcare,Professional,2023-11-03,1,VIP Elite
