customer_id,recency,frequency,monetary,R_score,F_score,M_score,RFM_score,RFM_total,rfm_segment,behavioral_segment,country,industry,subscription_type,revenue_formatted
CUST_000642,428,7,627.79,1,3,2,132,6,Lost,Growth Potential,Germany,Education,Basic,$627.79
CUST_000643,7,20,3748.14,5,4,4,544,13,Champions,VIP Elite,UK,Healthcare,Professional,"$3,748.14"
CUST_000644,4,20,1701.79,5,4,3,543,12,Potential Loyalists,VIP Elite,USA,Healthcare,Basic,"$1,701.79"
CUST_000645,6,21,928.73,5,5,3,553,13,Potential Loyalists,VIP Elite,USA,Retail,Basic,$928.73
CUST_000646,4,21,1681.48,5,5,3,553,13,Potential Loyalists,VIP Elite,UK,Consulting,Basic,"$1,681.48"
CUST_000647,5,22,4983.42,5,5,5,555,15,Champions,VIP Elite,Germany,Consulting,Professional,"$4,983.42"
CUST_000648,4,22,1637.14,5,5,3,553,13,Potential Loyalists,VIP Elite,Australia,Finance,Basic,"$1,637.14"
CUST_000649,60,20,1746.66,1,4,3,143,8,At Risk,Engaged Regulars,USA,Retail,Basic,"$1,746.66"
CUST_000650,63,19,4063.66,1,4,4,144,9,At Risk,Engaged Regulars,France,Technology,Professional,"$4,063.66"
CUST_000651,301,12,20032.13,1,4,5,145,10,At Risk,VIP Elite,USA,Energy,Premium,"$20,032.13"
CUST_000652,29,19,2541.81,2,4,4,244,10,At Risk,VIP Elite,USA,Energy,Professional,"$2,541.81"
CUST_000653,30,20,10108.39,2,4,5,245,11,At Risk,VIP Elite,Canada,Manufacturing,Enterprise,"$10,108.39"
CUST_000654,28,20,19718.170000000002,2,4,5,245,11,At Risk,VIP Elite,Canada,Manufacturing,Enterprise,"$19,718.17"
CUST_000655,59,18,18581.42,1,4,5,145,10,At Risk,VIP Elite,UK,Energy,Enterprise,"$18,581.42"
CUST_000656,27,20,7941.16,2,4,5,245,11,At Risk,VIP Elite,USA,Healthcare,Enterprise,"$7,941.16"
CUST_000657,564,3,2795.7,1,2,4,124,7,Hibernating,Growth Potential,Germany,Media,Enterprise,"$2,795.70"
CUST_000658,27,20,5528.7,2,4,5,245,11,At Risk,VIP Elite,Germany,Manufacturing,Professional,"$5,528.70"
CUST_000659,238,13,3068.45,1,4,4,144,9,At Risk,Engaged Regulars,Germany,Finance,Professional,"$3,068.45"
CUST_000660,53,18,839.86,1,4,2,142,7,Lost,Engaged Regulars,USA,Finance,Basic,$839.86
CUST_000661,535,3,272.49,1,2,1,121,4,Hibernating,Growth Potential,USA,Education,Basic,$272.49
CUST_000662,23,20,1298.5,3,4,3,343,10,Promising,VIP Elite,Japan,Media,Basic,"$1,298.50"
CUST_000663,23,17,1328.18,3,4,3,343,10,Promising,Engaged Regulars,Singapore,Consulting,Basic,"$1,328.18"
CUST_000664,23,19,10901.86,3,4,5,345,12,Loyal Customers,VIP Elite,USA,Media,Enterprise,"$10,901.86"
CUST_000665,23,19,4279.24,3,4,4,344,11,Loyal Customers,VIP Elite,France,Healthcare,Professional,"$4,279.24"
CUST_000666,21,19,3445.4,3,4,4,344,11,Loyal Customers,VIP Elite,Germany,Healthcare,Professional,"$3,445.40"
CUST_000667,18,21,50483.71,3,5,5,355,13,Loyal Customers,VIP Elite,USA,Manufacturing,Premium,"$50,483.71"
CUST_000668,16,17,3394.92,4,4,4,444,12,Champions,VIP Elite,Singapore,Education,Professional,"$3,394.92"
CUST_000669,17,20,3419.62,3,4,4,344,11,Loyal Customers,VIP Elite,USA,Real Estate,Professional,"$3,419.62"
CUST_000670,17,20,1802.05,3,4,3,343,10,Promising,VIP Elite,USA,Technology,Basic,"$1,802.05"
CUST_000671,17,21,5312.7,3,5,5,355,13,Loyal Customers,VIP Elite,USA,Healthcare,Professional,"$5,312.70"
CUST_000672,13,21,5049.27,4,5,5,455,14,Champions,VIP Elite,Japan,Real Estate,Professional,"$5,049.27"
CUST_000673,10,20,5448.82,4,4,5,445,13,Champions,VIP Elite,Canada,Education,Professional,"$5,448.82"
CUST_000674,10,18,1052.34,4,4,3,443,11,Potential Loyalists,VIP Elite,UK,Energy,Basic,"$1,052.34"
CUST_000675,10,21,1823.53,4,5,3,453,12,Potential Loyalists,VIP Elite,Singapore,Media,Basic,"$1,823.53"
CUST_000676,11,19,2907.25,4,4,4,444,12,Champions,VIP Elite,Japan,Real Estate,Professional,"$2,907.25"
CUST_000677,192,14,2422.6,1,4,4,144,9,At Risk,Engaged Regulars,UK,Manufacturing,Professional,"$2,422.60"
CUST_000678,10,21,8533.67,4,5,5,455,14,Champions,VIP Elite,Germany,Consulting,Enterprise,"$8,533.67"
CUST_000679,10,18,4680.38,4,4,4,444,12,Champions,VIP Elite,Brazil,Real Estate,Professional,"$4,680.38"
CUST_000680,8,17,1946.09,5,4,4,544,13,Champions,VIP Elite,USA,Technology,Professional,"$1,946.09"
CUST_000681,7,19,583.92,5,4,2,542,11,Potential Loyalists,VIP Elite,Brazil,Real Estate,Basic,$583.92
CUST_000682,4,20,3756.11,5,4,4,544,13,Champions,VIP Elite,France,Finance,Professional,"$3,756.11"
CUST_000683,5,18,1789.74,5,4,3,543,12,Potential Loyalists,VIP Elite,Canada,Technology,Basic,"$1,789.74"
CUST_000684,4,21,9460.95,5,5,5,555,15,Champions,VIP Elite,Canada,Media,Enterprise,"$9,460.95"
CUST_000685,2,20,1863.58,5,4,3,543,12,Potential Loyalists,VIP Elite,USA,Finance,Basic,"$1,863.58"
CUST_000686,63,18,728.46,1,4,2,142,7,Lost,Engaged Regulars,Singapore,Manufacturing,Basic,$728.46
CUST_000687,2,19,2250.89,5,4,4,544,13,Champions,VIP Elite,Japan,Manufacturing,Professional,"$2,250.89"
CUST_000688,31,20,10043.61,2,4,5,245,11,At Risk,VIP Elite,USA,Education,Enterprise,"$10,043.61"
CUST_000689,29,20,4763.42,2,4,4,244,10,At Risk,VIP Elite,UK,Education,Professional,"$4,763.42"
CUST_000690,28,17,1946.92,2,4,4,244,10,At Risk,Engaged Regulars,UK,Finance,Professional,"$1,946.92"
CUST_000691,27,20,1602.03,2,4,3,243,9,At Risk,Engaged Regulars,USA,Manufacturing,Basic,"$1,602.03"
CUST_000692,149,16,944.39,1,4,3,143,8,At Risk,Engaged Regulars,India,Retail,Basic,$944.39
CUST_000693,28,19,1516.94,2,4,3,243,9,At Risk,Engaged Regulars,France,Healthcare,Basic,"$1,516.94"
CUST_000694,26,20,941.3100000000001,2,4,3,243,9,At Risk,Engaged Regulars,Australia,Technology,Basic,$941.31
CUST_000695,535,3,365.44,1,2,2,122,5,Hibernating,Growth Potential,India,Healthcare,Professional,$365.44
CUST_000696,21,19,1275.23,3,4,3,343,10,Promising,VIP Elite,USA,Retail,Basic,"$1,275.23"
CUST_000697,20,19,1992.37,3,4,4,344,11,Loyal Customers,VIP Elite,USA,Real Estate,Professional,"$1,992.37"
CUST_000698,17,19,17202.7,3,4,5,345,12,Loyal Customers,VIP Elite,UK,Education,Enterprise,"$17,202.70"
CUST_000699,19,19,1514.19,3,4,3,343,10,Promising,VIP Elite,UK,Media,Basic,"$1,514.19"
CUST_000700,18,20,2273.43,3,4,4,344,11,Loyal Customers,VIP Elite,France,Real Estate,Professional,"$2,273.43"
CUST_000701,18,18,675.47,3,4,2,342,9,Promising,Engaged Regulars,USA,Media,Basic,$675.47
CUST_000702,14,18,2254.61,4,4,4,444,12,Champions,VIP Elite,USA,Healthcare,Professional,"$2,254.61"
CUST_000703,15,19,5306.06,4,4,5,445,13,Champions,VIP Elite,France,Education,Professional,"$5,306.06"
CUST_000704,16,20,11858.89,4,4,5,445,13,Champions,VIP Elite,Japan,Finance,Enterprise,"$11,858.89"
CUST_000705,16,20,15237.55,4,5,5,455,14,Champions,VIP Elite,France,Finance,Enterprise,"$15,237.55"
CUST_000706,15,19,659.75,4,4,2,442,10,Potential Loyalists,Engaged Regulars,USA,Finance,Basic,$659.75
CUST_000707,14,19,570.31,4,4,2,442,10,Potential Loyalists,Engaged Regulars,USA,Consulting,Basic,$570.31
CUST_000708,13,19,36439.229999999996,4,4,5,445,13,Champions,VIP Elite,Germany,Finance,Premium,"$36,439.23"
CUST_000709,11,18,1337.26,4,4,3,443,11,Potential Loyalists,VIP Elite,USA,Retail,Basic,"$1,337.26"
CUST_000710,160,15,43390.49,1,4,5,145,10,At Risk,VIP Elite,Germany,Finance,Premium,"$43,390.49"
CUST_000711,11,20,4854.02,4,5,5,455,14,Champions,VIP Elite,UK,Consulting,Professional,"$4,854.02"
CUST_000712,10,19,690.0,4,4,2,442,10,Potential Loyalists,Engaged Regulars,USA,Retail,Basic,$690.00
CUST_000713,10,18,23001.45,4,4,5,445,13,Champions,VIP Elite,Singapore,Healthcare,Premium,"$23,001.45"
CUST_000714,5,18,40660.25,5,4,5,545,14,Champions,VIP Elite,USA,Healthcare,Premium,"$40,660.25"
CUST_000715,515,3,1553.87,1,2,3,123,6,Hibernating,Growth Potential,France,Media,Enterprise,"$1,553.87"
CUST_000716,4,19,3167.88,5,4,4,544,13,Champions,VIP Elite,Germany,Media,Professional,"$3,167.88"
CUST_000717,6,19,2814.41,5,4,4,544,13,Champions,VIP Elite,Germany,Finance,Professional,"$2,814.41"
CUST_000718,31,18,862.94,2,4,2,242,8,Lost,Engaged Regulars,USA,Healthcare,Basic,$862.94
CUST_000719,61,15,3292.7200000000003,1,4,4,144,9,At Risk,Engaged Regulars,UK,Consulting,Professional,"$3,292.72"
CUST_000720,29,17,2791.37,2,4,4,244,10,At Risk,Engaged Regulars,USA,Consulting,Professional,"$2,791.37"
CUST_000721,31,18,1605.7,2,4,3,243,9,At Risk,Engaged Regulars,India,Technology,Basic,"$1,605.70"
CUST_000722,31,16,2252.2,2,4,4,244,10,At Risk,Engaged Regulars,Canada,Manufacturing,Professional,"$2,252.20"
CUST_000723,29,19,1251.69,2,4,3,243,9,At Risk,Engaged Regulars,Japan,Consulting,Basic,"$1,251.69"
CUST_000724,29,18,9121.82,2,4,5,245,11,At Risk,VIP Elite,Canada,Media,Enterprise,"$9,121.82"
CUST_000725,27,17,4549.55,2,4,4,244,10,At Risk,VIP Elite,India,Technology,Professional,"$4,549.55"
CUST_000726,27,18,3662.98,2,4,4,244,10,At Risk,VIP Elite,Germany,Retail,Professional,"$3,662.98"
CUST_000727,29,19,2797.05,2,4,4,244,10,At Risk,VIP Elite,Japan,Healthcare,Professional,"$2,797.05"
CUST_000728,27,18,21128.52,2,4,5,245,11,At Risk,VIP Elite,USA,Consulting,Premium,"$21,128.52"
CUST_000729,28,18,5314.48,2,4,5,245,11,At Risk,VIP Elite,Canada,Technology,Professional,"$5,314.48"
CUST_000730,26,17,2200.03,2,4,4,244,10,At Risk,Engaged Regulars,USA,Education,Professional,"$2,200.03"
CUST_000731,57,17,3108.0,1,4,4,144,9,At Risk,Engaged Regulars,UK,Consulting,Professional,"$3,108.00"
CUST_000732,26,16,3778.0,2,4,4,244,10,At Risk,Engaged Regulars,USA,Energy,Professional,"$3,778.00"
CUST_000733,23,16,1521.7,3,4,3,343,10,Promising,Engaged Regulars,Singapore,Real Estate,Basic,"$1,521.70"
CUST_000734,19,16,1724.98,3,4,3,343,10,Promising,Engaged Regulars,Singapore,Healthcare,Professional,"$1,724.98"
CUST_000735,22,17,5276.5,3,4,5,345,12,Loyal Customers,VIP Elite,Japan,Healthcare,Enterprise,"$5,276.50"
CUST_000736,22,17,1818.63,3,4,3,343,10,Promising,Engaged Regulars,Germany,Retail,Professional,"$1,818.63"
CUST_000737,17,18,5222.08,3,4,5,345,12,Loyal Customers,VIP Elite,Japan,Technology,Professional,"$5,222.08"
CUST_000738,17,17,3461.9700000000003,3,4,4,344,11,Loyal Customers,VIP Elite,UK,Media,Professional,"$3,461.97"
CUST_000739,18,19,16114.27,3,4,5,345,12,Loyal Customers,VIP Elite,Australia,Energy,Enterprise,"$16,114.27"
CUST_000740,18,19,4549.61,3,4,4,344,11,Loyal Customers,VIP Elite,Australia,Media,Professional,"$4,549.61"
CUST_000741,16,19,1465.73,4,4,3,443,11,Potential Loyalists,VIP Elite,Australia,Healthcare,Basic,"$1,465.73"
CUST_000742,14,18,1296.66,4,4,3,443,11,Potential Loyalists,VIP Elite,Germany,Energy,Basic,"$1,296.66"
CUST_000743,344,8,279.40999999999997,1,3,1,131,5,Lost,Engaged Regulars,UK,Manufacturing,Basic,$279.41
CUST_000744,14,18,3640.01,4,4,4,444,12,Champions,VIP Elite,UK,Healthcare,Professional,"$3,640.01"
CUST_000745,12,19,5724.68,4,4,5,445,13,Champions,VIP Elite,UK,Retail,Professional,"$5,724.68"
CUST_000746,12,18,1245.18,4,4,3,443,11,Potential Loyalists,VIP Elite,USA,Finance,Basic,"$1,245.18"
CUST_000747,12,19,1372.87,4,4,3,443,11,Potential Loyalists,VIP Elite,USA,Media,Basic,"$1,372.87"
CUST_000748,12,19,3079.64,4,4,4,444,12,Champions,VIP Elite,France,Healthcare,Professional,"$3,079.64"
CUST_000749,41,17,4170.08,1,4,4,144,9,At Risk,Engaged Regulars,France,Media,Professional,"$4,170.08"
CUST_000750,11,17,6049.82,4,4,5,445,13,Champions,VIP Elite,UK,Retail,Enterprise,"$6,049.82"
CUST_000751,8,19,5414.91,5,4,5,545,14,Champions,VIP Elite,Germany,Healthcare,Professional,"$5,414.91"
CUST_000752,8,19,1190.82,5,4,3,543,12,Potential Loyalists,VIP Elite,USA,Healthcare,Basic,"$1,190.82"
CUST_000753,7,19,632.29,5,4,2,542,11,Potential Loyalists,VIP Elite,UK,Consulting,Basic,$632.29
CUST_000754,9,16,1990.0,5,4,4,544,13,Champions,VIP Elite,France,Finance,Professional,"$1,990.00"
CUST_000755,9,18,14284.7,5,4,5,545,14,Champions,VIP Elite,France,Finance,Enterprise,"$14,284.70"
CUST_000756,8,17,3471.5099999999998,5,4,4,544,13,Champions,VIP Elite,Australia,Finance,Professional,"$3,471.51"
CUST_000757,5,19,1252.37,5,4,3,543,12,Potential Loyalists,VIP Elite,India,Education,Basic,"$1,252.37"
CUST_000758,34,18,762.27,1,4,2,142,7,Lost,Engaged Regulars,USA,Manufacturing,Basic,$762.27
CUST_000759,363,7,6030.16,1,3,5,135,9,At Risk,Engaged Regulars,France,Finance,Enterprise,"$6,030.16"
CUST_000760,4,18,14794.91,5,4,5,545,14,Champions,VIP Elite,USA,Manufacturing,Enterprise,"$14,794.91"
CUST_000761,7,17,44827.8,5,4,5,545,14,Champions,VIP Elite,USA,Healthcare,Premium,"$44,827.80"
CUST_000762,2,18,946.65,5,4,3,543,12,Potential Loyalists,VIP Elite,UK,Technology,Basic,$946.65
CUST_000763,303,9,443.6,1,3,2,132,6,Lost,Engaged Regulars,Germany,Media,Basic,$443.60
CUST_000764,5,16,763.93,5,4,2,542,11,Potential Loyalists,VIP Elite,USA,Healthcare,Basic,$763.93
CUST_000765,34,18,4075.33,1,4,4,144,9,At Risk,Engaged Regulars,Australia,Consulting,Professional,"$4,075.33"
CUST_000766,481,2,368.46000000000004,1,1,2,112,4,Hibernating,Growth Potential,UK,Real Estate,Professional,$368.46
CUST_000767,30,17,582.05,2,4,2,242,8,Lost,Engaged Regulars,Canada,Education,Basic,$582.05
CUST_000768,29,18,736.66,2,4,2,242,8,Lost,Engaged Regulars,UK,Consulting,Basic,$736.66
CUST_000769,29,17,2661.69,2,4,4,244,10,At Risk,Engaged Regulars,USA,Finance,Professional,"$2,661.69"
CUST_000770,31,18,5156.3,2,4,5,245,11,At Risk,VIP Elite,USA,Healthcare,Professional,"$5,156.30"
CUST_000771,298,9,405.6,1,3,2,132,6,Lost,Engaged Regulars,Canada,Healthcare,Basic,$405.60
CUST_000772,29,17,503.36,2,4,2,242,8,Lost,Engaged Regulars,Germany,Energy,Basic,$503.36
CUST_000773,26,18,2787.06,2,4,4,244,10,At Risk,VIP Elite,India,Technology,Professional,"$2,787.06"
CUST_000774,29,18,3140.54,2,4,4,244,10,At Risk,VIP Elite,Australia,Real Estate,Professional,"$3,140.54"
CUST_000775,26,16,2341.9,2,4,4,244,10,At Risk,Engaged Regulars,USA,Finance,Professional,"$2,341.90"
CUST_000776,25,18,3879.57,2,4,4,244,10,At Risk,VIP Elite,India,Technology,Professional,"$3,879.57"
CUST_000777,25,17,7798.14,2,4,5,245,11,At Risk,VIP Elite,Australia,Media,Enterprise,"$7,798.14"
CUST_000778,24,16,929.12,2,4,3,243,9,At Risk,Engaged Regulars,USA,Retail,Basic,$929.12
CUST_000779,21,16,2488.77,3,4,4,344,11,Loyal Customers,VIP Elite,France,Education,Professional,"$2,488.77"
CUST_000780,19,17,12279.16,3,4,5,345,12,Loyal Customers,VIP Elite,Japan,Healthcare,Enterprise,"$12,279.16"
CUST_000781,18,17,1088.22,3,4,3,343,10,Promising,Engaged Regulars,UK,Healthcare,Basic,"$1,088.22"
CUST_000782,21,17,745.65,3,4,2,342,9,Promising,Engaged Regulars,Australia,Technology,Basic,$745.65
CUST_000783,18,17,5099.18,3,4,5,345,12,Loyal Customers,VIP Elite,Japan,Energy,Professional,"$5,099.18"
CUST_000784,18,17,579.34,3,4,2,342,9,Promising,Engaged Regulars,France,Media,Basic,$579.34
CUST_000785,17,18,4985.92,3,4,5,345,12,Loyal Customers,VIP Elite,France,Real Estate,Professional,"$4,985.92"
CUST_000786,16,18,952.44,4,4,3,443,11,Potential Loyalists,VIP Elite,France,Manufacturing,Basic,$952.44
CUST_000787,106,14,8864.32,1,4,5,145,10,At Risk,VIP Elite,Canada,Energy,Enterprise,"$8,864.32"
CUST_000788,14,16,707.85,4,4,2,442,10,Potential Loyalists,Engaged Regulars,USA,Education,Basic,$707.85
CUST_000789,11,16,4138.26,4,4,4,444,12,Champions,VIP Elite,USA,Consulting,Professional,"$4,138.26"
CUST_000790,340,7,1071.58,1,3,3,133,7,At Risk,Engaged Regulars,France,Consulting,Professional,"$1,071.58"
CUST_000791,12,18,1335.45,4,4,3,443,11,Potential Loyalists,VIP Elite,USA,Education,Basic,"$1,335.45"
CUST_000792,40,15,4455.75,1,4,4,144,9,At Risk,Engaged Regulars,France,Real Estate,Professional,"$4,455.75"
CUST_000793,279,8,645.9,1,3,2,132,6,Lost,Engaged Regulars,Singapore,Retail,Basic,$645.90
CUST_000794,488,2,488.73,1,1,2,112,4,Hibernating,Growth Potential,Canada,Energy,Professional,$488.73
CUST_000795,8,17,2284.17,5,4,4,544,13,Champions,VIP Elite,UK,Retail,Professional,"$2,284.17"
CUST_000796,7,17,18245.38,5,4,5,545,14,Champions,VIP Elite,Canada,Media,Premium,"$18,245.38"
CUST_000797,7,17,931.07,5,4,3,543,12,Potential Loyalists,VIP Elite,USA,Energy,Basic,$931.07
CUST_000798,5,15,4345.46,5,4,4,544,13,Champions,VIP Elite,Canada,Technology,Professional,"$4,345.46"
CUST_000799,6,16,1343.41,5,4,3,543,12,Potential Loyalists,VIP Elite,USA,Technology,Basic,"$1,343.41"
CUST_000800,4,15,14139.74,5,4,5,545,14,Champions,VIP Elite,USA,Media,Enterprise,"$14,139.74"
CUST_000801,395,3,111.01,1,2,1,121,4,Hibernating,Engaged Regulars,USA,Manufacturing,Basic,$111.01
CUST_000802,3,17,1732.33,5,4,3,543,12,Potential Loyalists,VIP Elite,USA,Energy,Basic,"$1,732.33"
CUST_000803,2,16,3296.1,5,4,4,544,13,Champions,VIP Elite,USA,Media,Professional,"$3,296.10"
CUST_000804,4,17,16913.86,5,4,5,545,14,Champions,VIP Elite,USA,Technology,Enterprise,"$16,913.86"
CUST_000805,184,11,2628.42,1,3,4,134,8,At Risk,Engaged Regulars,USA,Finance,Professional,"$2,628.42"
CUST_000806,33,16,1796.1200000000001,1,4,3,143,8,At Risk,Engaged Regulars,Brazil,Healthcare,Professional,"$1,796.12"
CUST_000807,33,14,1307.23,1,4,3,143,8,At Risk,Engaged Regulars,Germany,Retail,Basic,"$1,307.23"
CUST_000808,30,17,3119.27,2,4,4,244,10,At Risk,Engaged Regulars,UK,Energy,Professional,"$3,119.27"
CUST_000809,30,17,3283.04,2,4,4,244,10,At Risk,Engaged Regulars,Singapore,Education,Professional,"$3,283.04"
CUST_000810,30,17,3801.86,2,4,4,244,10,At Risk,VIP Elite,Germany,Healthcare,Professional,"$3,801.86"
CUST_000811,28,15,588.83,2,4,2,242,8,Lost,Engaged Regulars,Germany,Energy,Basic,$588.83
CUST_000812,26,17,19778.33,2,4,5,245,11,At Risk,VIP Elite,Germany,Media,Premium,"$19,778.33"
CUST_000813,25,15,1684.77,2,4,3,243,9,At Risk,Engaged Regulars,USA,Consulting,Professional,"$1,684.77"
CUST_000814,412,3,459.97,1,2,2,122,5,Hibernating,Growth Potential,USA,Finance,Professional,$459.97
CUST_000815,234,9,2456.06,1,3,4,134,8,At Risk,Engaged Regulars,USA,Manufacturing,Professional,"$2,456.06"
CUST_000816,50,15,1214.73,1,4,3,143,8,At Risk,Engaged Regulars,Australia,Media,Basic,"$1,214.73"
CUST_000817,20,16,8562.38,3,4,5,345,12,Loyal Customers,VIP Elite,France,Education,Enterprise,"$8,562.38"
CUST_000818,19,16,737.55,3,4,2,342,9,Promising,Engaged Regulars,Brazil,Manufacturing,Basic,$737.55
CUST_000819,14,16,625.75,4,4,2,442,10,Potential Loyalists,Engaged Regulars,UK,Retail,Basic,$625.75
CUST_000820,17,16,6267.67,3,4,5,345,12,Loyal Customers,VIP Elite,Singapore,Consulting,Enterprise,"$6,267.67"
CUST_000821,16,16,6780.41,4,4,5,445,13,Champions,VIP Elite,Germany,Healthcare,Enterprise,"$6,780.41"
CUST_000822,15,16,2686.69,4,4,4,444,12,Champions,VIP Elite,Germany,Real Estate,Professional,"$2,686.69"
CUST_000823,13,15,10779.58,4,4,5,445,13,Champions,VIP Elite,USA,Healthcare,Enterprise,"$10,779.58"
CUST_000824,14,15,9399.57,4,4,5,445,13,Champions,VIP Elite,USA,Retail,Enterprise,"$9,399.57"
CUST_000825,12,17,2627.59,4,4,4,444,12,Champions,VIP Elite,Australia,Real Estate,Professional,"$2,627.59"
CUST_000826,11,16,571.78,4,4,2,442,10,Potential Loyalists,Engaged Regulars,USA,Healthcare,Basic,$571.78
CUST_000827,12,17,1535.51,4,4,3,443,11,Potential Loyalists,VIP Elite,USA,Manufacturing,Basic,"$1,535.51"
CUST_000828,222,10,10851.43,1,3,5,135,9,At Risk,Engaged Regulars,USA,Consulting,Premium,"$10,851.43"
CUST_000829,7,16,651.7,5,4,2,542,11,Potential Loyalists,VIP Elite,Germany,Education,Basic,$651.70
CUST_000830,10,17,5331.44,4,4,5,445,13,Champions,VIP Elite,UK,Retail,Professional,"$5,331.44"
CUST_000831,8,15,3152.49,5,4,4,544,13,Champions,VIP Elite,France,Media,Professional,"$3,152.49"
CUST_000832,7,17,2598.02,5,4,4,544,13,Champions,VIP Elite,Brazil,Manufacturing,Professional,"$2,598.02"
CUST_000833,5,16,5161.49,5,4,5,545,14,Champions,VIP Elite,Singapore,Finance,Enterprise,"$5,161.49"
CUST_000834,7,16,44201.02,5,4,5,545,14,Champions,VIP Elite,USA,Media,Premium,"$44,201.02"
CUST_000835,7,17,14295.27,5,4,5,545,14,Champions,VIP Elite,USA,Energy,Enterprise,"$14,295.27"
CUST_000836,365,5,2041.22,1,2,4,124,7,Hibernating,Engaged Regulars,UK,Retail,Enterprise,"$2,041.22"
CUST_000837,6,15,13191.36,5,4,5,545,14,Champions,VIP Elite,Japan,Healthcare,Enterprise,"$13,191.36"
CUST_000838,5,16,615.3199999999999,5,4,2,542,11,Potential Loyalists,VIP Elite,Australia,Finance,Basic,$615.32
CUST_000839,332,5,1376.6599999999999,1,2,3,123,6,Hibernating,Engaged Regulars,USA,Technology,Professional,"$1,376.66"
CUST_000840,33,15,1925.12,1,4,4,144,9,At Risk,Engaged Regulars,USA,Retail,Professional,"$1,925.12"
CUST_000841,30,16,28793.36,2,4,5,245,11,At Risk,VIP Elite,UK,Media,Premium,"$28,793.36"
CUST_000842,33,14,10003.93,1,4,5,145,10,At Risk,VIP Elite,France,Healthcare,Enterprise,"$10,003.93"
CUST_000843,33,13,12324.96,1,4,5,145,10,At Risk,VIP Elite,USA,Manufacturing,Enterprise,"$12,324.96"
CUST_000844,31,15,1635.96,2,4,3,243,9,At Risk,Engaged Regulars,Brazil,Healthcare,Professional,"$1,635.96"
CUST_000845,30,16,7293.53,2,4,5,245,11,At Risk,VIP Elite,France,Healthcare,Enterprise,"$7,293.53"
CUST_000846,26,15,4136.27,2,4,4,244,10,At Risk,Engaged Regulars,USA,Real Estate,Professional,"$4,136.27"
CUST_000847,30,14,1361.78,2,4,3,243,9,At Risk,Engaged Regulars,UK,Healthcare,Basic,"$1,361.78"
CUST_000848,268,8,304.45,1,3,1,131,5,Lost,Engaged Regulars,UK,Education,Basic,$304.45
CUST_000849,27,15,508.91999999999996,2,4,2,242,8,Lost,Engaged Regulars,USA,Real Estate,Basic,$508.92
CUST_000850,29,16,3021.59,2,4,4,244,10,At Risk,Engaged Regulars,India,Consulting,Professional,"$3,021.59"
CUST_000851,25,16,3332.85,2,4,4,244,10,At Risk,Engaged Regulars,India,Media,Professional,"$3,332.85"
CUST_000852,25,15,3646.4700000000003,2,4,4,244,10,At Risk,Engaged Regulars,UK,Media,Professional,"$3,646.47"
CUST_000853,27,15,844.13,2,4,2,242,8,Lost,Engaged Regulars,UK,Finance,Basic,$844.13
CUST_000854,25,15,744.73,2,4,2,242,8,Lost,Engaged Regulars,France,Finance,Basic,$744.73
CUST_000855,58,14,4194.72,1,4,4,144,9,At Risk,Engaged Regulars,France,Real Estate,Professional,"$4,194.72"
CUST_000856,25,16,1199.91,2,4,3,243,9,At Risk,Engaged Regulars,USA,Technology,Basic,"$1,199.91"
CUST_000857,27,16,2403.54,2,4,4,244,10,At Risk,Engaged Regulars,Australia,Consulting,Professional,"$2,403.54"
CUST_000858,24,15,31218.46,2,4,5,245,11,At Risk,VIP Elite,USA,Manufacturing,Premium,"$31,218.46"
CUST_000859,23,15,3073.67,3,4,4,344,11,Loyal Customers,VIP Elite,USA,Energy,Professional,"$3,073.67"
CUST_000860,23,15,743.3000000000001,3,4,2,342,9,Promising,Engaged Regulars,Singapore,Healthcare,Basic,$743.30
CUST_000861,21,14,835.15,3,4,2,342,9,Promising,Engaged Regulars,USA,Finance,Basic,$835.15
CUST_000862,23,16,754.6700000000001,3,4,2,342,9,Promising,Engaged Regulars,UK,Energy,Basic,$754.67
CUST_000863,25,15,1312.8,2,4,3,243,9,At Risk,Engaged Regulars,Canada,Energy,Basic,"$1,312.80"
CUST_000864,25,15,39514.93,2,4,5,245,11,At Risk,VIP Elite,Germany,Media,Premium,"$39,514.93"
CUST_000865,111,13,2605.06,1,4,4,144,9,At Risk,Engaged Regulars,Australia,Education,Professional,"$2,605.06"
CUST_000866,259,8,1359.6399999999999,1,3,3,133,7,At Risk,Engaged Regulars,UK,Real Estate,Professional,"$1,359.64"
CUST_000867,19,16,3296.69,3,4,4,344,11,Loyal Customers,VIP Elite,Germany,Consulting,Professional,"$3,296.69"
CUST_000868,20,15,7484.17,3,4,5,345,12,Loyal Customers,VIP Elite,USA,Media,Enterprise,"$7,484.17"
CUST_000869,16,16,834.16,4,4,2,442,10,Potential Loyalists,Engaged Regulars,UK,Technology,Basic,$834.16
CUST_000870,16,15,1613.64,4,4,3,443,11,Potential Loyalists,VIP Elite,UK,Retail,Professional,"$1,613.64"
CUST_000871,16,15,1756.18,4,4,3,443,11,Potential Loyalists,VIP Elite,Japan,Manufacturing,Professional,"$1,756.18"
CUST_000872,50,14,921.51,1,4,3,143,8,At Risk,Engaged Regulars,Australia,Real Estate,Basic,$921.51
CUST_000873,47,14,4279.97,1,4,4,144,9,At Risk,Engaged Regulars,UK,Consulting,Professional,"$4,279.97"
