customer_id,signup_date,country,industry,subscription_type,monthly_fee,total_revenue,customer_tenure_days,is_churned,churn_probability,churn_risk_level,retention_action,urgency,recommended_discount_pct,specific_recommendation,gross_profit,profit_margin,profitability_tier,total_cost,customer_segment,behavioral_segment,R_score,F_score,M_score,RFM_total,signup_cohort,signup_year,signup_quarter,lifetime_months,customer_value_tier
CUST_000574,2023-02-04,Australia,Technology,Professional,195.55,4328.27,698,0,0.0002331336064061,Low,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program,3028.4303500000005,66.91406807561012,High Profit,1497.41965,Champions,VIP Elite,4.0,5.0,4.0,13.0,2023-02,2023,1,23.3,Platinum
CUST_000575,2023-02-05,Japan,Manufacturing,Enterprise,590.18,13018.21,697,0,0.001748996270153,Low,Loyalty Rewards Program,Normal,5,Address payment issues - offer alternative payment methods,7967.931436666666,67.43985703326966,High Profit,3846.938563333333,Champions,VIP Elite,5.0,4.0,5.0,14.0,2023-02,2023,1,23.2,Platinum
CUST_000576,2023-02-05,Canada,Healthcare,Enterprise,380.25,8704.69,697,0,0.0005491836085369,Low,Loyalty Rewards Program,Normal,5,Enroll in enterprise loyalty program,5898.366976666667,64.59992242212368,High Profit,3232.243023333333,Champions,VIP Elite,5.0,5.0,5.0,15.0,2023-02,2023,1,23.2,Platinum
CUST_000577,2023-02-06,Canada,Finance,Professional,168.67,4201.59,696,0,0.0005132131644844,Low,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program,2534.23247,65.25522830797435,High Profit,1349.33753,Champions,VIP Elite,5.0,5.0,4.0,14.0,2023-02,2023,1,23.2,Platinum
CUST_000578,2023-02-08,France,Education,Enterprise,617.73,15098.82,694,0,0.0004624728834154,Low,Loyalty Rewards Program,Normal,5,Enroll in enterprise loyalty program,10046.561366666669,69.25940400440288,High Profit,4459.138633333333,Champions,VIP Elite,5.0,5.0,5.0,15.0,2023-02,2023,1,23.1,Platinum
CUST_000579,2023-02-08,USA,Retail,Enterprise,663.78,15833.91,694,0,0.0002736576742109,Low,Loyalty Rewards Program,Normal,5,Enroll in enterprise loyalty program,10585.289906666669,69.61972888621132,High Profit,4619.150093333333,Champions,VIP Elite,5.0,5.0,5.0,15.0,2023-02,2023,1,23.1,Platinum
CUST_000580,2023-02-08,Japan,Education,Basic,62.33,361.4,694,1,1.0,High,Immediate Retention Call,Critical,21,Address payment issues - offer alternative payment methods,64.25243333333339,21.268597594615485,Medium Profit,237.84756666666664,Hibernating,Growth Potential,1.0,2.0,1.0,4.0,2023-02,2023,1,23.1,Bronze
CUST_000581,2023-02-08,Japan,Real Estate,Basic,79.54,1969.43,694,0,0.0003251264302874,Low,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program,1340.7638633333336,68.078777277351,High Profit,628.6661366666666,Champions,VIP Elite,5.0,5.0,4.0,14.0,2023-02,2023,1,23.1,Gold
CUST_000582,2023-02-09,UK,Real Estate,Professional,162.78,3629.19,693,0,0.0002001387618483,Low,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program,2466.53522,65.01455577755402,High Profit,1327.28478,Champions,VIP Elite,5.0,5.0,4.0,14.0,2023-02,2023,1,23.1,Gold
CUST_000583,2023-02-09,USA,Manufacturing,Enterprise,330.28,8153.14,693,0,0.0003688106584985,Low,Loyalty Rewards Program,Normal,5,Enroll in enterprise loyalty program,4900.18984,62.58991958145571,High Profit,2928.85016,Champions,VIP Elite,5.0,5.0,5.0,15.0,2023-02,2023,1,23.1,Platinum
CUST_000584,2023-02-12,Japan,Healthcare,Professional,103.52,2446.75,690,0,0.0036381880830298,Low,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program,1178.96833,55.57946710163443,High Profit,942.26167,At Risk,Engaged Regulars,1.0,4.0,4.0,9.0,2023-02,2023,1,23.0,Gold
CUST_000585,2023-02-13,USA,Education,Basic,74.36,1602.52,689,0,0.0125015305135118,Low,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program,1048.2382566666663,65.99791326940714,High Profit,540.0517433333333,At Risk,VIP Elite,2.0,5.0,3.0,10.0,2023-02,2023,1,23.0,Gold
CUST_000586,2023-02-14,France,Finance,Premium,2858.84,65874.94,688,0,0.0014795372298809,Low,Loyalty Rewards Program,Normal,6,Enroll in VIP loyalty rewards program,46739.50822,73.88848857720006,High Profit,16517.31178,At Risk,VIP Elite,2.0,5.0,5.0,12.0,2023-02,2023,1,22.9,Platinum
CUST_000587,2023-02-14,France,Retail,Basic,65.12,343.93,688,1,1.0,High,Immediate Retention Call,Critical,21,Address payment issues - offer alternative payment methods,41.14211333333333,15.227667974436793,Low Profit,229.03788666666668,Hibernating,Growth Potential,1.0,2.0,1.0,4.0,2023-02,2023,1,22.9,Bronze
CUST_000588,2023-02-15,France,Energy,Professional,131.03,3051.49,687,0,0.0042502726570569,Low,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program,1697.06146,60.79911796106418,High Profit,1094.19854,At Risk,VIP Elite,2.0,5.0,4.0,11.0,2023-02,2023,1,22.9,Gold
CUST_000589,2023-02-16,Australia,Energy,Basic,58.85,1411.52,686,0,0.0036603001692736,Low,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program,912.4485866666666,64.64297967203204,High Profit,499.0714133333333,At Risk,VIP Elite,2.0,5.0,3.0,10.0,2023-02,2023,1,22.9,Gold
CUST_000590,2023-02-18,Australia,Real Estate,Professional,145.37,3424.51,684,0,0.0024854911397712,Low,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program,1865.95327,62.02539149107324,High Profit,1142.41673,Loyal Customers,VIP Elite,3.0,4.0,4.0,11.0,2023-02,2023,1,22.8,Gold
CUST_000591,2023-02-18,India,Media,Basic,73.08,1712.5,684,0,0.0059325343163039,Low,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program,1039.54203,65.96371856617998,High Profit,536.38797,At Risk,VIP Elite,2.0,5.0,3.0,10.0,2023-02,2023,1,22.8,Gold
CUST_000592,2023-02-21,France,Finance,Premium,2279.96,48993.9,681,0,0.0014743903770488,Low,Loyalty Rewards Program,Normal,6,Enroll in VIP loyalty rewards program,37351.23998,73.15541843314325,High Profit,13706.14002,At Risk,VIP Elite,2.0,5.0,5.0,12.0,2023-02,2023,1,22.7,Platinum
CUST_000593,2023-02-22,USA,Media,Premium,1790.16,10432.9,680,1,1.0,High,Immediate Retention Call,Critical,21,Address payment issues - offer alternative payment methods,4708.431640000001,54.089812564044834,High Profit,3996.40836,Hibernating,Growth Potential,1.0,2.0,5.0,8.0,2023-02,2023,1,22.7,Platinum
CUST_000594,2023-02-25,Canada,Consulting,Basic,90.82,2166.8,677,0,0.0022532826035538,Low,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program,1426.9334366666667,68.70595832510782,High Profit,649.9365633333333,Champions,VIP Elite,4.0,5.0,4.0,13.0,2023-02,2023,1,22.6,Gold
CUST_000595,2023-02-27,UK,Real Estate,Professional,217.44,5075.01,675,0,0.000796178602231,Low,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program,3295.40005,67.85475388907763,High Profit,1561.1499500000002,Loyal Customers,VIP Elite,3.0,5.0,5.0,13.0,2023-02,2023,1,22.5,Platinum
CUST_000596,2023-02-27,USA,Media,Professional,99.89,2182.81,675,0,0.0071617957020206,Low,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program,1234.44651,56.553090282708986,High Profit,948.36349,At Risk,VIP Elite,1.0,5.0,4.0,10.0,2023-02,2023,1,22.5,Gold
CUST_000597,2023-03-01,UK,Retail,Professional,140.16,3232.05,673,0,0.0003675683752351,Low,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program,1941.76076,62.64633560892513,High Profit,1157.79924,Champions,VIP Elite,4.0,5.0,4.0,13.0,2023-03,2023,1,22.4,Gold
CUST_000598,2023-03-02,USA,Healthcare,Enterprise,703.14,13586.7,672,0,0.0011767674227769,Low,Loyalty Rewards Program,Normal,5,Enroll in enterprise loyalty program,10402.59709,69.68144832903404,High Profit,4526.19291,Champions,VIP Elite,4.0,5.0,5.0,14.0,2023-03,2023,1,22.4,Platinum
CUST_000599,2023-03-02,Singapore,Energy,Premium,1372.92,4160.45,672,1,1.0,High,Immediate Retention Call,Critical,21,Re-engagement campaign - 613 days inactive,1226.2069499999998,29.47294042711725,Medium Profit,2934.24305,Hibernating,Growth Potential,1.0,2.0,4.0,7.0,2023-03,2023,1,22.4,Platinum
CUST_000600,2023-03-05,Canada,Education,Basic,42.8,919.09,669,0,0.0013740528619261,Low,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program,566.79763,59.07033964545142,High Profit,392.73237,Potential Loyalists,VIP Elite,4.0,5.0,3.0,12.0,2023-03,2023,1,22.3,Silver
CUST_000601,2023-03-05,Australia,Healthcare,Basic,47.36,1049.84,669,0,0.0011940700981118,Low,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program,619.88869,60.27758826904189,High Profit,408.5013100000001,Potential Loyalists,VIP Elite,5.0,5.0,3.0,13.0,2023-03,2023,1,22.3,Silver
CUST_000602,2023-03-07,USA,Real Estate,Basic,65.94,1536.41,667,0,0.000994979754922,Low,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program,905.5922533333332,64.75361477371315,High Profit,492.9277466666667,Potential Loyalists,VIP Elite,5.0,5.0,3.0,13.0,2023-03,2023,1,22.2,Gold
CUST_000603,2023-03-08,Germany,Education,Enterprise,716.88,16643.19,666,0,0.0007866570863098,Low,Loyalty Rewards Program,Normal,5,Enroll in enterprise loyalty program,10142.12718,69.55914771566015,High Profit,4438.45282,Champions,VIP Elite,5.0,4.0,5.0,14.0,2023-03,2023,1,22.2,Platinum
CUST_000604,2023-03-08,Canada,Consulting,Professional,177.51,4116.13,666,0,0.0004805294446327,Low,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program,2462.68657,65.31164408447304,High Profit,1307.98343,Champions,VIP Elite,5.0,5.0,4.0,14.0,2023-03,2023,1,22.2,Platinum
CUST_000605,2023-03-09,USA,Healthcare,Premium,1694.85,32746.2,665,0,0.0007529412915678,Low,Loyalty Rewards Program,Normal,6,Enroll in VIP loyalty rewards program,24678.55251,71.38965012101951,High Profit,9890.257489999998,Champions,VIP Elite,5.0,4.0,5.0,14.0,2023-03,2023,1,22.2,Platinum
CUST_000606,2023-03-09,UK,Real Estate,Professional,222.47,5215.23,665,0,0.000388405810992,Low,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program,3206.41515,67.72232688794314,High Profit,1528.2348499999998,Champions,VIP Elite,5.0,5.0,4.0,14.0,2023-03,2023,1,22.2,Platinum
CUST_000607,2023-03-10,USA,Manufacturing,Enterprise,942.08,5550.32,664,1,1.0,High,Immediate Retention Call,Critical,21,Re-engagement campaign - 513 days inactive,3190.963386666667,57.49152096936153,High Profit,2359.356613333333,At Risk,Growth Potential,1.0,3.0,5.0,9.0,2023-03,2023,1,22.1,Platinum
CUST_000608,2023-03-10,Canada,Consulting,Basic,34.93,813.11,664,0,0.0020002217741686,Low,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program,402.37482333333344,53.99627253899454,High Profit,342.8151766666666,Potential Loyalists,VIP Elite,5.0,5.0,2.0,12.0,2023-03,2023,1,22.1,Silver
CUST_000609,2023-03-12,USA,Finance,Professional,161.64,1638.81,662,1,0.9999999999995997,High,Immediate Retention Call,Critical,21,Re-engagement campaign - 392 days inactive,708.32591,47.724103058192576,Medium Profit,775.88409,At Risk,Engaged Regulars,1.0,3.0,3.0,7.0,2023-03,2023,1,22.1,Gold
CUST_000610,2023-03-13,France,Retail,Basic,50.38,1127.37,661,0,0.0052923520791786,Low,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program,653.6722633333333,61.10057329980776,High Profit,416.15773666666666,At Risk,Engaged Regulars,1.0,5.0,3.0,9.0,2023-03,2023,1,22.0,Silver
CUST_000611,2023-03-14,India,Finance,Basic,55.13,1219.31,660,0,0.0070257459394791,Low,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program,769.0880099999999,63.07567476687635,High Profit,450.22199,At Risk,Engaged Regulars,1.0,5.0,3.0,9.0,2023-03,2023,1,22.0,Silver
CUST_000612,2023-03-14,UK,Finance,Premium,2020.65,44525.37,660,0,0.0019186905364509,Low,Loyalty Rewards Program,Normal,6,Enroll in VIP loyalty rewards program,32368.06027,72.69576933330369,High Profit,12157.30973,At Risk,VIP Elite,2.0,5.0,5.0,12.0,2023-03,2023,1,22.0,Platinum
CUST_000613,2023-03-15,UK,Media,Professional,218.29,4850.0,659,0,0.0016604047420071,Low,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program,3298.85,68.01752577319587,High Profit,1551.15,At Risk,VIP Elite,2.0,5.0,5.0,12.0,2023-03,2023,1,22.0,Platinum
CUST_000614,2023-03-17,UK,Consulting,Basic,55.86,1235.67,657,0,0.0083234346005115,Low,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program,732.9963499999999,62.55035627426718,High Profit,438.85365,At Risk,VIP Elite,2.0,5.0,3.0,10.0,2023-03,2023,1,21.9,Silver
CUST_000615,2023-03-17,Singapore,Finance,Professional,196.33,4000.31,657,0,0.0024205441628525,Low,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program,2795.02233,66.62381633426536,High Profit,1400.2076699999998,At Risk,VIP Elite,2.0,5.0,4.0,11.0,2023-03,2023,1,21.9,Platinum
CUST_000616,2023-03-17,Brazil,Energy,Basic,77.54,1765.12,657,0,0.0052619400870346,Low,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program,1131.31808,67.00216052307401,High Profit,557.16192,At Risk,VIP Elite,2.0,5.0,3.0,10.0,2023-03,2023,1,21.9,Gold
CUST_000617,2023-03-18,USA,Finance,Basic,67.84,1345.11,656,0,0.0043807645802372,Low,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program,939.4826166666668,65.26677666238263,High Profit,499.96738333333343,At Risk,VIP Elite,2.0,5.0,3.0,10.0,2023-03,2023,1,21.9,Gold
CUST_000618,2023-03-19,France,Real Estate,Basic,49.22,1105.92,655,0,0.0030205279806833,Low,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program,682.4976533333333,61.71311246141975,High Profit,423.4223466666666,At Risk,VIP Elite,2.0,5.0,3.0,10.0,2023-03,2023,1,21.8,Silver
CUST_000619,2023-03-19,Japan,Finance,Professional,161.92,3573.94,655,0,0.0016331862844393,Low,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program,2317.00774,64.83062782251521,High Profit,1256.93226,At Risk,VIP Elite,2.0,5.0,4.0,11.0,2023-03,2023,1,21.8,Gold
CUST_000620,2023-03-20,India,Real Estate,Basic,72.36,1621.66,654,0,0.0038369499059271,Low,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program,961.41937,65.51543609068669,High Profit,506.05063,Promising,VIP Elite,3.0,4.0,3.0,10.0,2023-03,2023,1,21.8,Gold
CUST_000621,2023-03-22,Japan,Education,Enterprise,965.29,21920.0,652,0,0.002976491733142,Low,Loyalty Rewards Program,Normal,5,Enroll in enterprise loyalty program,14111.581736666663,71.61723501505857,High Profit,5592.588263333333,Loyal Customers,VIP Elite,3.0,4.0,5.0,12.0,2023-03,2023,1,21.7,Platinum
CUST_000622,2023-03-26,Australia,Real Estate,Enterprise,394.57,8905.039999999999,648,0,0.0016359079067496,Low,Loyalty Rewards Program,Normal,5,Enroll in enterprise loyalty program,5498.04485,64.49054701566504,High Profit,3027.30515,Loyal Customers,VIP Elite,3.0,5.0,5.0,13.0,2023-03,2023,1,21.6,Platinum
CUST_000623,2023-03-26,Australia,Media,Professional,291.77,6444.35,648,0,0.0008317941369153,Low,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program,4081.07082,69.67352213090405,High Profit,1776.34918,Loyal Customers,VIP Elite,3.0,4.0,5.0,12.0,2023-03,2023,1,21.6,Platinum
CUST_000624,2023-03-27,USA,Energy,Basic,74.71,1665.01,647,0,0.0019950983542859,Low,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program,1114.8893766666667,66.95992076123667,High Profit,550.1206233333332,Promising,VIP Elite,3.0,5.0,3.0,11.0,2023-03,2023,1,21.6,Gold
CUST_000625,2023-03-27,Brazil,Media,Professional,235.94,5381.57,647,0,0.0010094401415596,Low,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program,3532.61882,68.65559701637572,High Profit,1612.8011800000002,Loyal Customers,VIP Elite,3.0,5.0,5.0,13.0,2023-03,2023,1,21.6,Platinum
CUST_000626,2023-03-29,Australia,Media,Professional,241.03,5329.29,645,0,0.0004590339797603,Low,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program,3502.23912,68.60785939287561,High Profit,1602.4808800000003,Champions,VIP Elite,4.0,5.0,5.0,14.0,2023-03,2023,1,21.5,Platinum
CUST_000627,2023-03-29,USA,Real Estate,Basic,63.21,1020.93,645,1,0.9999897206292514,High,Immediate Retention Call,Critical,21,Address payment issues - offer alternative payment methods,477.7684300000001,57.2637241858737,High Profit,356.56157,Lost,Engaged Regulars,1.0,4.0,2.0,7.0,2023-03,2023,1,21.5,Silver
CUST_000628,2023-03-30,Canada,Healthcare,Professional,212.08,4685.05,644,0,0.0005061102197943,Low,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program,3179.17355,67.857836095666,High Profit,1505.8764500000002,Champions,VIP Elite,4.0,5.0,4.0,13.0,2023-03,2023,1,21.5,Platinum
CUST_000629,2023-03-30,USA,Retail,Professional,157.42,3473.03,644,0,0.000374755807365,Low,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program,2244.70613,64.63250043909784,High Profit,1228.32387,Champions,VIP Elite,4.0,5.0,4.0,13.0,2023-03,2023,1,21.5,Gold
CUST_000630,2023-04-01,USA,Manufacturing,Professional,143.97,1189.47,642,1,0.9999999999999896,High,Immediate Retention Call,Critical,21,Re-engagement campaign - 434 days inactive,492.08137,41.369800835666304,Medium Profit,697.38863,At Risk,Growth Potential,1.0,3.0,3.0,7.0,2023-04,2023,2,21.4,Silver
CUST_000631,2023-04-01,USA,Manufacturing,Enterprise,416.75,3457.89,642,1,0.9999999999999952,High,Immediate Retention Call,Critical,21,Re-engagement campaign - 432 days inactive,1606.03319,46.44546790094537,Medium Profit,1851.85681,At Risk,Growth Potential,1.0,3.0,4.0,8.0,2023-04,2023,2,21.4,Gold
CUST_000632,2023-04-02,UK,Real Estate,Professional,212.13,1849.48,641,1,0.9999999999999852,High,Immediate Retention Call,Critical,21,Re-engagement campaign - 431 days inactive,1001.44908,54.14760256937085,High Profit,848.03092,At Risk,Growth Potential,1.0,3.0,3.0,7.0,2023-04,2023,2,21.4,Gold
CUST_000633,2023-04-02,USA,Real Estate,Basic,67.48,1497.11,641,0,0.0007920753899391,Low,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program,933.8716966666666,65.3546147583623,High Profit,495.0583033333334,Potential Loyalists,VIP Elite,4.0,5.0,3.0,12.0,2023-04,2023,2,21.4,Gold
CUST_000634,2023-04-03,UK,Healthcare,Professional,213.54,3259.39,640,1,0.9999968454506976,High,Immediate Retention Call,Critical,21,Re-engagement campaign - 219 days inactive,1756.5888000000002,62.00892403275912,High Profit,1076.2112,At Risk,Engaged Regulars,1.0,4.0,4.0,9.0,2023-04,2023,2,21.3,Gold
CUST_000635,2023-04-03,France,Manufacturing,Basic,83.26,1568.2,640,1,0.9207289824253206,High,Immediate Retention Call,Critical,21,Re-engagement campaign - 102 days inactive,907.6512933333332,65.16925337698765,High Profit,485.10870666666665,At Risk,Engaged Regulars,1.0,4.0,3.0,8.0,2023-04,2023,2,21.3,Gold
CUST_000636,2023-04-04,Canada,Education,Enterprise,678.43,13396.94,639,0,0.0013704246587591,Low,Loyalty Rewards Program,Normal,5,Enroll in enterprise loyalty program,9361.04336,69.23766700985787,High Profit,4159.11664,Champions,VIP Elite,4.0,4.0,5.0,13.0,2023-04,2023,2,21.3,Platinum
CUST_000637,2023-04-04,Australia,Technology,Basic,82.2,1826.07,639,0,0.0005043061854119,Low,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program,1240.39997,67.92729577727032,High Profit,585.67003,Potential Loyalists,VIP Elite,4.0,5.0,3.0,12.0,2023-04,2023,2,21.3,Gold
CUST_000638,2023-04-04,Germany,Real Estate,Basic,67.24,1543.44,639,0,0.000850402128044,Low,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program,969.79439,65.74476065867168,High Profit,505.29561,Potential Loyalists,VIP Elite,5.0,5.0,3.0,13.0,2023-04,2023,2,21.3,Gold
CUST_000639,2023-04-05,USA,Media,Premium,1203.83,26991.22,638,0,0.0008720297162166,Low,Loyalty Rewards Program,Normal,6,Address payment issues - offer alternative payment methods,15979.658,68.8837744633158,High Profit,7218.342000000001,Champions,VIP Elite,5.0,4.0,5.0,14.0,2023-04,2023,2,21.3,Platinum
CUST_000640,2023-04-06,USA,Retail,Professional,158.54,3557.93,637,0,0.0003591463539925,Low,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program,2197.64395,64.49526625482397,High Profit,1209.80605,Champions,VIP Elite,4.0,5.0,4.0,13.0,2023-04,2023,2,21.2,Gold
CUST_000641,2023-04-07,France,Technology,Professional,188.95,2394.58,636,1,0.999999289181626,High,Immediate Retention Call,Critical,21,Re-engagement campaign - 245 days inactive,1567.5724,60.655177217149046,High Profit,1016.8276,At Risk,Engaged Regulars,1.0,4.0,4.0,9.0,2023-04,2023,2,21.2,Gold
CUST_000642,2023-04-08,Germany,Education,Basic,89.35,718.01,635,1,0.9999999999999964,High,Immediate Retention Call,Critical,21,Address payment issues - offer alternative payment methods,324.1927566666666,51.640318684061,High Profit,303.5972433333334,Lost,Growth Potential,1.0,3.0,2.0,6.0,2023-04,2023,2,21.2,Silver
CUST_000643,2023-04-09,UK,Healthcare,Professional,186.81,4112.28,634,0,0.0004588848786662,Low,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program,2461.81594,65.68100284407733,High Profit,1286.32406,Champions,VIP Elite,5.0,4.0,4.0,13.0,2023-04,2023,2,21.1,Platinum
CUST_000644,2023-04-09,USA,Healthcare,Basic,83.29,1869.25,634,0,0.0011525501525714,Low,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program,1145.4134233333334,67.30639052605395,High Profit,556.3765766666667,Potential Loyalists,VIP Elite,5.0,4.0,3.0,12.0,2023-04,2023,2,21.1,Gold
CUST_000645,2023-04-09,USA,Retail,Basic,43.69,978.97,634,0,0.0004416433667085,Low,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program,549.3841633333334,59.15434661670598,High Profit,379.3458366666667,Potential Loyalists,VIP Elite,5.0,5.0,3.0,13.0,2023-04,2023,2,21.1,Silver
CUST_000646,2023-04-10,UK,Consulting,Basic,77.24,1751.27,633,0,0.0010178227245821,Low,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program,1129.92108,67.19800889692415,High Profit,551.55892,Potential Loyalists,VIP Elite,5.0,5.0,3.0,13.0,2023-04,2023,2,21.1,Gold
CUST_000647,2023-04-10,Germany,Consulting,Professional,225.55,4983.42,633,0,0.0002810370255677,Low,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program,3414.71682,68.52155387264169,High Profit,1568.70318,Champions,VIP Elite,5.0,5.0,5.0,15.0,2023-04,2023,2,21.1,Platinum
CUST_000648,2023-04-11,Australia,Finance,Basic,72.13,1637.14,632,0,0.0004526731675516,Low,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program,1095.9016066666668,66.94000553811321,High Profit,541.2383933333334,Potential Loyalists,VIP Elite,5.0,5.0,3.0,13.0,2023-04,2023,2,21.1,Gold
CUST_000649,2023-04-12,USA,Retail,Basic,85.95,1648.82,631,0,0.0048707021220954,Low,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program,1181.008193333333,67.61523097416402,High Profit,565.6518066666667,At Risk,Engaged Regulars,1.0,4.0,3.0,8.0,2023-04,2023,2,21.0,Gold
CUST_000650,2023-04-13,France,Technology,Professional,213.01,4512.86,630,0,0.0030587216506621,Low,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program,2707.58186,66.62914367835891,High Profit,1356.07814,At Risk,Engaged Regulars,1.0,4.0,4.0,9.0,2023-04,2023,2,21.0,Platinum
CUST_000651,2023-04-13,USA,Energy,Premium,1561.17,21606.49,630,1,0.9999999947067016,High,Immediate Retention Call,Critical,21,Re-engagement campaign - 272 days inactive,13563.272230000002,67.70758890841864,High Profit,6468.85777,At Risk,VIP Elite,1.0,4.0,5.0,10.0,2023-04,2023,2,21.0,Platinum
CUST_000652,2023-04-14,USA,Energy,Professional,132.68,2801.17,629,0,0.0048163483783509,Low,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program,1534.73551,60.37963144373497,High Profit,1007.07449,At Risk,VIP Elite,2.0,4.0,4.0,10.0,2023-04,2023,2,21.0,Gold
CUST_000653,2023-04-15,Canada,Manufacturing,Enterprise,501.53,10602.46,628,0,0.0035723971953457,Low,Loyalty Rewards Program,Normal,5,Enroll in enterprise loyalty program,6745.735356666666,66.73402348610081,High Profit,3362.6546433333333,At Risk,VIP Elite,2.0,4.0,5.0,11.0,2023-04,2023,2,20.9,Platinum
CUST_000654,2023-04-16,Canada,Manufacturing,Enterprise,965.68,20628.29,627,0,0.0034454309643143,Low,Loyalty Rewards Program,Normal,5,Enroll in enterprise loyalty program,14156.20907,71.79271235616692,High Profit,5561.96093,At Risk,VIP Elite,2.0,4.0,5.0,11.0,2023-04,2023,2,20.9,Platinum
CUST_000655,2023-04-16,UK,Energy,Enterprise,988.84,19784.54,627,0,0.0077172830231562,Low,Loyalty Rewards Program,Normal,5,Enroll in enterprise loyalty program,13279.77482,71.46802999986008,High Profit,5301.64518,At Risk,VIP Elite,1.0,4.0,5.0,10.0,2023-04,2023,2,20.9,Platinum
CUST_000656,2023-04-16,USA,Healthcare,Enterprise,393.91,8322.47,627,0,0.0032943406244157,Low,Loyalty Rewards Program,Normal,5,Enroll in enterprise loyalty program,5076.13436,63.921824519339744,High Profit,2865.02564,At Risk,VIP Elite,2.0,4.0,5.0,11.0,2023-04,2023,2,20.9,Platinum
CUST_000657,2023-04-18,Germany,Media,Enterprise,942.14,4574.27,625,1,1.0,High,Immediate Retention Call,Critical,21,Address payment issues - offer alternative payment methods,1119.6513666666665,40.0490527119028,Medium Profit,1676.048633333333,Hibernating,Growth Potential,1.0,2.0,4.0,7.0,2023-04,2023,2,20.8,Platinum
CUST_000658,2023-04-18,Germany,Manufacturing,Professional,272.41,5784.73,625,0,0.0022879037058377,Low,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program,3839.6277,69.44901513918282,High Profit,1689.0722999999998,At Risk,VIP Elite,2.0,4.0,5.0,11.0,2023-04,2023,2,20.8,Platinum
CUST_000659,2023-04-18,Germany,Finance,Professional,239.29,3339.14,625,1,0.9999993822053428,High,Immediate Retention Call,Critical,21,Re-engagement campaign - 237 days inactive,1946.27495,63.42860238882824,High Profit,1122.1750499999998,At Risk,Engaged Regulars,1.0,4.0,4.0,9.0,2023-04,2023,2,20.8,Gold
CUST_000660,2023-04-19,USA,Finance,Basic,46.48,889.48,624,0,0.0082303900956784,Low,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program,483.03206000000006,57.51340223370563,High Profit,356.82794,Lost,Engaged Regulars,1.0,4.0,2.0,7.0,2023-04,2023,2,20.8,Silver
CUST_000661,2023-04-20,USA,Education,Basic,86.99,355.87,623,1,1.0,High,Immediate Retention Call,Critical,20,Address payment issues - offer alternative payment methods,54.25645666666665,19.91135699169388,Low Profit,218.23354333333336,Hibernating,Growth Potential,1.0,2.0,1.0,4.0,2023-04,2023,2,20.8,Bronze
