customer_id,country,industry,subscription_type,monthly_fee,total_revenue,churn_probability,churn_risk_level,value_score,priority_rank,urgency,action_timeline,contact_channel,primary_action,secondary_action,specific_recommendation,recommended_discount_pct,action_1,action_2,action_3,action_4
CUST_000370,UK,Healthcare,Basic,31.26,968.65,0.0034285381171096,Low,15.93,466,Normal,Within 30 days,Email + Newsletter,Loyalty Rewards Program,Feature Upgrade Offer,Enroll in basic rewards program,5,Enroll in basic rewards program,Offer loyalty discount on upgrade,Send monthly tips newsletter,Provide community forum access
CUST_000503,Australia,Finance,Professional,246.93,6716.88,0.0008571000732064,Low,15.88,467,Normal,Within 30 days,Email + Newsletter,Loyalty Rewards Program,Feature Upgrade Offer,Enroll in loyalty points program,5,Enroll in loyalty points program,Offer anniversary discount,Provide certification program access,Send feature highlight newsletter
CUST_000480,USA,Retail,Professional,216.41,5621.9,0.0015176988895455,Low,15.86,468,Normal,Within 30 days,Email + Newsletter,Loyalty Rewards Program,Feature Upgrade Offer,Enroll in loyalty points program,5,Enroll in loyalty points program,Offer anniversary discount,Provide certification program access,Send feature highlight newsletter
CUST_000412,UK,Retail,Basic,96.35,2879.57,0.0024937720296623,Low,15.84,469,Normal,Within 30 days,Email + Newsletter,Loyalty Rewards Program,Feature Upgrade Offer,Enroll in basic rewards program,5,Enroll in basic rewards program,Offer loyalty discount on upgrade,Send monthly tips newsletter,Provide community forum access
CUST_000554,UK,Media,Enterprise,350.78,8641.25,0.0039419756074466,Low,15.84,470,Normal,Within 30 days,Email + Newsletter,Loyalty Rewards Program,Feature Upgrade Offer,Enroll in enterprise loyalty program,5,Enroll in enterprise loyalty program,Offer multi-year discount incentive,Provide co-marketing opportunities,Invite to customer advisory board
CUST_000755,France,Finance,Enterprise,790.05,15082.55,0.0007264123526321,Low,15.82,471,Normal,Within 30 days,Email + Newsletter,Loyalty Rewards Program,Feature Upgrade Offer,Enroll in enterprise loyalty program,5,Enroll in enterprise loyalty program,Offer multi-year discount incentive,Provide co-marketing opportunities,Invite to customer advisory board
CUST_001236,USA,Healthcare,Premium,2513.3,25380.61,0.0002999043232984,Low,15.8,472,Normal,Within 30 days,Email + Newsletter,Loyalty Rewards Program,Feature Upgrade Offer,Enroll in VIP loyalty rewards program,5,Enroll in VIP loyalty rewards program,Offer referral bonus program,Provide beta access to new features,Send quarterly appreciation gift
CUST_000513,India,Consulting,Professional,255.89,6787.76,0.0004408914915889,Low,15.75,473,Normal,Within 30 days,Email + Newsletter,Loyalty Rewards Program,Feature Upgrade Offer,Enroll in loyalty points program,5,Enroll in loyalty points program,Offer anniversary discount,Provide certification program access,Send feature highlight newsletter
CUST_000664,USA,Media,Enterprise,561.62,12160.11,0.0026541169013908,Low,15.74,474,Normal,Within 30 days,Email + Newsletter,Loyalty Rewards Program,Feature Upgrade Offer,Enroll in enterprise loyalty program,5,Enroll in enterprise loyalty program,Offer multi-year discount incentive,Provide co-marketing opportunities,Invite to customer advisory board
CUST_000409,France,Retail,Basic,89.86,2284.77,0.0099840316821129,Low,15.69,475,Normal,Within 30 days,Email + Newsletter,Loyalty Rewards Program,Feature Upgrade Offer,Enroll in basic rewards program,5,Enroll in basic rewards program,Offer loyalty discount on upgrade,Send monthly tips newsletter,Provide community forum access
CUST_000576,Canada,Healthcare,Enterprise,380.25,8704.69,0.0005491836085369,Low,15.64,476,Normal,Within 30 days,Email + Newsletter,Loyalty Rewards Program,Feature Upgrade Offer,Enroll in enterprise loyalty program,5,Enroll in enterprise loyalty program,Offer multi-year discount incentive,Provide co-marketing opportunities,Invite to customer advisory board
CUST_000539,UK,Real Estate,Professional,292.55,7283.65,0.0003932008355808,Low,15.6,477,Normal,Within 30 days,Email + Newsletter,Loyalty Rewards Program,Feature Upgrade Offer,Enroll in loyalty points program,5,Enroll in loyalty points program,Offer anniversary discount,Provide certification program access,Send feature highlight newsletter
CUST_000392,USA,Media,Basic,39.45,1109.67,0.0018534075191702,Low,15.54,478,Normal,Within 30 days,Email + Newsletter,Loyalty Rewards Program,Feature Upgrade Offer,Enroll in basic rewards program,5,Enroll in basic rewards program,Offer loyalty discount on upgrade,Send monthly tips newsletter,Provide community forum access
CUST_000546,India,Real Estate,Professional,287.59,7155.14,0.0001711088508945,Low,15.5,480,Normal,Within 30 days,Email + Newsletter,Loyalty Rewards Program,Feature Upgrade Offer,Enroll in loyalty points program,5,Enroll in loyalty points program,Offer anniversary discount,Provide certification program access,Send feature highlight newsletter
CUST_001107,USA,Media,Premium,1857.05,22316.28,0.0001240641941475,Low,15.5,479,Normal,Within 30 days,Email + Newsletter,Loyalty Rewards Program,Feature Upgrade Offer,Enroll in VIP loyalty rewards program,5,Enroll in VIP loyalty rewards program,Offer referral bonus program,Provide beta access to new features,Send quarterly appreciation gift
CUST_000485,Germany,Energy,Professional,165.35,4529.29,0.0007164971177762,Low,15.43,481,Normal,Within 30 days,Email + Newsletter,Loyalty Rewards Program,Feature Upgrade Offer,Enroll in loyalty points program,5,Enroll in loyalty points program,Offer anniversary discount,Provide certification program access,Send feature highlight newsletter
CUST_000760,USA,Manufacturing,Enterprise,812.06,13995.75,0.000357026210567,Low,15.42,482,Normal,Within 30 days,Email + Newsletter,Loyalty Rewards Program,Feature Upgrade Offer,Enroll in enterprise loyalty program,5,Enroll in enterprise loyalty program,Offer multi-year discount incentive,Provide co-marketing opportunities,Invite to customer advisory board
CUST_000583,USA,Manufacturing,Enterprise,330.28,8153.14,0.0003688106584985,Low,15.41,483,Normal,Within 30 days,Email + Newsletter,Loyalty Rewards Program,Feature Upgrade Offer,Enroll in enterprise loyalty program,5,Enroll in enterprise loyalty program,Offer multi-year discount incentive,Provide co-marketing opportunities,Invite to customer advisory board
CUST_000490,Germany,Healthcare,Professional,167.12,4590.42,0.0001976527032752,Low,15.4,484,Normal,Within 30 days,Email + Newsletter,Loyalty Rewards Program,Feature Upgrade Offer,Enroll in loyalty points program,5,Enroll in loyalty points program,Offer anniversary discount,Provide certification program access,Send feature highlight newsletter
CUST_000509,USA,Real Estate,Professional,210.4,5523.55,0.0004787159745619,Low,15.39,485,Normal,Within 30 days,Email + Newsletter,Loyalty Rewards Program,Feature Upgrade Offer,Enroll in loyalty points program,5,Enroll in loyalty points program,Offer anniversary discount,Provide certification program access,Send feature highlight newsletter
CUST_000405,Germany,Consulting,Basic,31.77,984.82,0.0008593160825681,Low,15.37,486,Normal,Within 30 days,Email + Newsletter,Loyalty Rewards Program,Feature Upgrade Offer,Enroll in basic rewards program,5,Enroll in basic rewards program,Offer loyalty discount on upgrade,Send monthly tips newsletter,Provide community forum access
CUST_000410,USA,Education,Basic,50.22,1385.58,0.0064420966172293,Low,15.37,487,Normal,Within 30 days,Email + Newsletter,Loyalty Rewards Program,Feature Upgrade Offer,Enroll in basic rewards program,5,Enroll in basic rewards program,Offer loyalty discount on upgrade,Send monthly tips newsletter,Provide community forum access
CUST_000519,UK,Finance,Professional,236.06,6064.68,0.0023540570099137,Low,15.34,488,Normal,Within 30 days,Email + Newsletter,Loyalty Rewards Program,Feature Upgrade Offer,Enroll in loyalty points program,5,Enroll in loyalty points program,Offer anniversary discount,Provide certification program access,Send feature highlight newsletter
CUST_000411,Australia,Technology,Basic,43.83,1276.1,0.0023510904339975,Low,15.3,489,Normal,Within 30 days,Email + Newsletter,Loyalty Rewards Program,Feature Upgrade Offer,Enroll in basic rewards program,5,Enroll in basic rewards program,Offer loyalty discount on upgrade,Send monthly tips newsletter,Provide community forum access
CUST_000417,USA,Energy,Basic,51.51,1472.14,0.0045775549535588,Low,15.29,490,Normal,Within 30 days,Email + Newsletter,Loyalty Rewards Program,Feature Upgrade Offer,Enroll in basic rewards program,5,Enroll in basic rewards program,Offer loyalty discount on upgrade,Send monthly tips newsletter,Provide community forum access
CUST_000442,USA,Technology,Basic,82.5,2454.16,0.0033215532245756,Low,15.29,491,Normal,Within 30 days,Email + Newsletter,Loyalty Rewards Program,Feature Upgrade Offer,Enroll in basic rewards program,5,Enroll in basic rewards program,Offer loyalty discount on upgrade,Send monthly tips newsletter,Provide community forum access
CUST_000653,Canada,Manufacturing,Enterprise,501.53,10602.46,0.0035723971953457,Low,15.26,492,Normal,Within 30 days,Email + Newsletter,Loyalty Rewards Program,Feature Upgrade Offer,Enroll in enterprise loyalty program,5,Enroll in enterprise loyalty program,Offer multi-year discount incentive,Provide co-marketing opportunities,Invite to customer advisory board
CUST_000436,UK,Real Estate,Basic,61.26,1846.73,0.0007281553309921,Low,15.25,493,Normal,Within 30 days,Email + Newsletter,Loyalty Rewards Program,Feature Upgrade Offer,Enroll in basic rewards program,5,Enroll in basic rewards program,Offer loyalty discount on upgrade,Send monthly tips newsletter,Provide community forum access
CUST_000516,USA,Healthcare,Professional,243.97,5704.03,0.0033139905541082,Low,15.24,494,Normal,Within 30 days,Email + Newsletter,Loyalty Rewards Program,Feature Upgrade Offer,Enroll in loyalty points program,5,Enroll in loyalty points program,Offer anniversary discount,Provide certification program access,Send feature highlight newsletter
CUST_000564,USA,Media,Professional,292.36,7130.9400000000005,0.0007915073646382,Low,15.22,495,Normal,Within 30 days,Email + Newsletter,Loyalty Rewards Program,Feature Upgrade Offer,Enroll in loyalty points program,5,Enroll in loyalty points program,Offer anniversary discount,Provide certification program access,Send feature highlight newsletter
CUST_000448,France,Consulting,Basic,92.89,2674.43,0.006906798075863,Low,15.21,496,Normal,Within 30 days,Email + Newsletter,Loyalty Rewards Program,Feature Upgrade Offer,Address payment issues - offer alternative payment methods,5,Enroll in basic rewards program,Offer loyalty discount on upgrade,Send monthly tips newsletter,Provide community forum access
CUST_000502,Japan,Finance,Professional,175.0,4706.54,0.0025096462569292,Low,15.19,497,Normal,Within 30 days,Email + Newsletter,Loyalty Rewards Program,Feature Upgrade Offer,Enroll in loyalty points program,5,Enroll in loyalty points program,Offer anniversary discount,Provide certification program access,Send feature highlight newsletter
CUST_002416,Australia,Media,Professional,277.27,316.12,2.492756718104435e-09,Low,15.18,498,Normal,Within 30 days,Email + Newsletter,Loyalty Rewards Program,Feature Upgrade Offer,Enroll in loyalty points program,5,Enroll in loyalty points program,Offer anniversary discount,Provide certification program access,Send feature highlight newsletter
CUST_000704,Japan,Finance,Enterprise,566.9,11858.89,0.0009103595158793,Low,15.17,499,Normal,Within 30 days,Email + Newsletter,Loyalty Rewards Program,Feature Upgrade Offer,Enroll in enterprise loyalty program,5,Enroll in enterprise loyalty program,Offer multi-year discount incentive,Provide co-marketing opportunities,Invite to customer advisory board
CUST_000428,USA,Technology,Basic,47.25,1417.98,0.0010553160148811,Low,15.16,500,Normal,Within 30 days,Email + Newsletter,Loyalty Rewards Program,Feature Upgrade Offer,Enroll in basic rewards program,5,Enroll in basic rewards program,Offer loyalty discount on upgrade,Send monthly tips newsletter,Provide community forum access
CUST_000430,Germany,Media,Basic,49.66,1369.77,0.0020668604142892,Low,15.14,501,Normal,Within 30 days,Email + Newsletter,Loyalty Rewards Program,Feature Upgrade Offer,Enroll in basic rewards program,5,Enroll in basic rewards program,Offer loyalty discount on upgrade,Send monthly tips newsletter,Provide community forum access
CUST_000434,USA,Education,Basic,47.01,1417.78,0.0005424336490149,Low,15.13,502,Normal,Within 30 days,Email + Newsletter,Loyalty Rewards Program,Feature Upgrade Offer,Enroll in basic rewards program,5,Enroll in basic rewards program,Offer loyalty discount on upgrade,Send monthly tips newsletter,Provide community forum access
CUST_000438,USA,Energy,Basic,63.18,1835.52,0.0093411210490435,Low,15.12,503,Normal,Within 30 days,Email + Newsletter,Loyalty Rewards Program,Feature Upgrade Offer,Enroll in basic rewards program,5,Enroll in basic rewards program,Offer loyalty discount on upgrade,Send monthly tips newsletter,Provide community forum access
CUST_000440,USA,Technology,Basic,65.68,1884.96,0.0135963589889586,Low,15.11,504,Normal,Within 30 days,Email + Newsletter,Loyalty Rewards Program,Feature Upgrade Offer,Address payment issues - offer alternative payment methods,5,Enroll in basic rewards program,Offer loyalty discount on upgrade,Send monthly tips newsletter,Provide community forum access
CUST_000467,Singapore,Real Estate,Professional,110.22,3058.72,0.0018091612667481,Low,15.1,505,Normal,Within 30 days,Email + Newsletter,Loyalty Rewards Program,Feature Upgrade Offer,Enroll in loyalty points program,5,Enroll in loyalty points program,Offer anniversary discount,Provide certification program access,Send feature highlight newsletter
CUST_000533,UK,Media,Professional,262.1,5594.94,0.0030442828214795,Low,15.09,506,Normal,Within 30 days,Email + Newsletter,Loyalty Rewards Program,Feature Upgrade Offer,Enroll in loyalty points program,5,Enroll in loyalty points program,Offer anniversary discount,Provide certification program access,Send feature highlight newsletter
CUST_002417,France,Healthcare,Basic,61.97,70.03,8.648354924279359e-09,Low,15.09,507,Normal,Within 30 days,Email + Newsletter,Loyalty Rewards Program,Feature Upgrade Offer,Enroll in basic rewards program,5,Enroll in basic rewards program,Offer loyalty discount on upgrade,Send monthly tips newsletter,Provide community forum access
CUST_002418,Germany,Real Estate,Basic,32.8,37.3,5.701924592721841e-09,Low,15.08,508,Normal,Within 30 days,Email + Newsletter,Loyalty Rewards Program,Feature Upgrade Offer,Enroll in basic rewards program,5,Enroll in basic rewards program,Offer loyalty discount on upgrade,Send monthly tips newsletter,Provide community forum access
CUST_000622,Australia,Real Estate,Enterprise,394.57,8905.039999999999,0.0016359079067496,Low,14.99,509,Normal,Within 30 days,Email + Newsletter,Loyalty Rewards Program,Feature Upgrade Offer,Enroll in enterprise loyalty program,5,Enroll in enterprise loyalty program,Offer multi-year discount incentive,Provide co-marketing opportunities,Invite to customer advisory board
CUST_000447,Japan,Technology,Basic,72.25,1940.96,0.0008222427478813,Low,14.98,510,Normal,Within 30 days,Email + Newsletter,Loyalty Rewards Program,Feature Upgrade Offer,Enroll in basic rewards program,5,Enroll in basic rewards program,Offer loyalty discount on upgrade,Send monthly tips newsletter,Provide community forum access
CUST_000837,Japan,Healthcare,Enterprise,861.73,14830.53,0.0008028911141289,Low,14.9,511,Normal,Within 30 days,Email + Newsletter,Loyalty Rewards Program,Feature Upgrade Offer,Address payment issues - offer alternative payment methods,5,Enroll in enterprise loyalty program,Offer multi-year discount incentive,Provide co-marketing opportunities,Invite to customer advisory board
CUST_000881,Germany,Education,Enterprise,938.79,15793.59,0.0008642037747818,Low,14.89,512,Normal,Within 30 days,Email + Newsletter,Loyalty Rewards Program,Feature Upgrade Offer,Enroll in enterprise loyalty program,5,Enroll in enterprise loyalty program,Offer multi-year discount incentive,Provide co-marketing opportunities,Invite to customer advisory board
CUST_000443,Australia,Media,Basic,38.62,1087.12,0.0045681558240632,Low,14.81,513,Normal,Within 30 days,Email + Newsletter,Loyalty Rewards Program,Feature Upgrade Offer,Enroll in basic rewards program,5,Enroll in basic rewards program,Offer loyalty discount on upgrade,Send monthly tips newsletter,Provide community forum access
CUST_000558,France,Education,Professional,239.33,5765.27,0.0027859470150056,Low,14.81,514,Normal,Within 30 days,Email + Newsletter,Loyalty Rewards Program,Feature Upgrade Offer,Enroll in loyalty points program,5,Enroll in loyalty points program,Offer anniversary discount,Provide certification program access,Send feature highlight newsletter
CUST_000800,USA,Media,Enterprise,893.3,13332.75,0.0007762947718595,Low,14.79,515,Normal,Within 30 days,Email + Newsletter,Loyalty Rewards Program,Feature Upgrade Offer,Enroll in enterprise loyalty program,5,Enroll in enterprise loyalty program,Offer multi-year discount incentive,Provide co-marketing opportunities,Invite to customer advisory board
CUST_000780,Japan,Healthcare,Enterprise,699.08,12972.2,0.0019055699682542,Low,14.78,516,Normal,Within 30 days,Email + Newsletter,Loyalty Rewards Program,Feature Upgrade Offer,Enroll in enterprise loyalty program,5,Enroll in enterprise loyalty program,Offer multi-year discount incentive,Provide co-marketing opportunities,Invite to customer advisory board
CUST_000444,France,Retail,Basic,33.76,948.68,0.0027253649928051,Low,14.74,517,Normal,Within 30 days,Email + Newsletter,Loyalty Rewards Program,Feature Upgrade Offer,Enroll in basic rewards program,5,Enroll in basic rewards program,Offer loyalty discount on upgrade,Send monthly tips newsletter,Provide community forum access
CUST_000835,USA,Energy,Enterprise,822.65,14295.27,0.00039872694744,Low,14.72,518,Normal,Within 30 days,Email + Newsletter,Loyalty Rewards Program,Feature Upgrade Offer,Enroll in enterprise loyalty program,5,Enroll in enterprise loyalty program,Offer multi-year discount incentive,Provide co-marketing opportunities,Invite to customer advisory board
CUST_000445,USA,Finance,Basic,29.64,859.3299999999999,0.0028270224405192,Low,14.69,519,Normal,Within 30 days,Email + Newsletter,Loyalty Rewards Program,Feature Upgrade Offer,Enroll in basic rewards program,5,Enroll in basic rewards program,Offer loyalty discount on upgrade,Send monthly tips newsletter,Provide community forum access
CUST_000547,France,Retail,Professional,186.69,4802.08,0.0002900303360349,Low,14.68,521,Normal,Within 30 days,Email + Newsletter,Loyalty Rewards Program,Feature Upgrade Offer,Enroll in loyalty points program,5,Enroll in loyalty points program,Offer anniversary discount,Provide certification program access,Send feature highlight newsletter
CUST_000688,USA,Education,Enterprise,474.27,10043.61,0.0050257739870118,Low,14.68,520,Normal,Within 30 days,Email + Newsletter,Loyalty Rewards Program,Feature Upgrade Offer,Enroll in enterprise loyalty program,5,Enroll in enterprise loyalty program,Offer multi-year discount incentive,Provide co-marketing opportunities,Invite to customer advisory board
CUST_001243,Germany,Technology,Premium,2105.45,22120.95,5.5612420643466296e-05,Low,14.67,522,Normal,Within 30 days,Email + Newsletter,Loyalty Rewards Program,Feature Upgrade Offer,Enroll in VIP loyalty rewards program,5,Enroll in VIP loyalty rewards program,Offer referral bonus program,Provide beta access to new features,Send quarterly appreciation gift
CUST_000530,Germany,Media,Professional,165.44,4259.93,0.0012726891636648,Low,14.66,523,Normal,Within 30 days,Email + Newsletter,Loyalty Rewards Program,Feature Upgrade Offer,Enroll in loyalty points program,5,Enroll in loyalty points program,Offer anniversary discount,Provide certification program access,Send feature highlight newsletter
CUST_000684,Canada,Media,Enterprise,440.62,9460.95,0.0002316530971963,Low,14.65,524,Normal,Within 30 days,Email + Newsletter,Loyalty Rewards Program,Feature Upgrade Offer,Enroll in enterprise loyalty program,5,Enroll in enterprise loyalty program,Offer multi-year discount incentive,Provide co-marketing opportunities,Invite to customer advisory board
CUST_000501,USA,Healthcare,Professional,115.41,3012.26,0.0008910332609332,Low,14.61,525,Normal,Within 30 days,Email + Newsletter,Loyalty Rewards Program,Feature Upgrade Offer,Enroll in loyalty points program,5,Enroll in loyalty points program,Offer anniversary discount,Provide certification program access,Send feature highlight newsletter
CUST_000523,Brazil,Media,Professional,154.19,3905.93,0.0055475057036493,Low,14.58,526,Normal,Within 30 days,Email + Newsletter,Loyalty Rewards Program,Feature Upgrade Offer,Enroll in loyalty points program,5,Enroll in loyalty points program,Offer anniversary discount,Provide certification program access,Send feature highlight newsletter
CUST_000451,USA,Technology,Basic,30.17,863.1800000000001,0.0003823952924159,Low,14.57,528,Normal,Within 30 days,Email + Newsletter,Loyalty Rewards Program,Feature Upgrade Offer,Enroll in basic rewards program,5,Enroll in basic rewards program,Offer loyalty discount on upgrade,Send monthly tips newsletter,Provide community forum access
CUST_000455,USA,Finance,Basic,36.49,945.71,0.0007805064982775,Low,14.57,527,Normal,Within 30 days,Email + Newsletter,Loyalty Rewards Program,Feature Upgrade Offer,Enroll in basic rewards program,5,Enroll in basic rewards program,Offer loyalty discount on upgrade,Send monthly tips newsletter,Provide community forum access
CUST_000463,UK,Retail,Basic,50.0,1395.84,0.0058945354957794,Low,14.56,529,Normal,Within 30 days,Email + Newsletter,Loyalty Rewards Program,Feature Upgrade Offer,Enroll in basic rewards program,5,Enroll in basic rewards program,Offer loyalty discount on upgrade,Send monthly tips newsletter,Provide community forum access
CUST_000460,Australia,Media,Basic,34.53,977.88,0.0002717963134676,Low,14.55,530,Normal,Within 30 days,Email + Newsletter,Loyalty Rewards Program,Feature Upgrade Offer,Enroll in basic rewards program,5,Enroll in basic rewards program,Offer loyalty discount on upgrade,Send monthly tips newsletter,Provide community forum access
CUST_000483,USA,Retail,Basic,68.67,1907.2,0.0007682378706591,Low,14.52,531,Normal,Within 30 days,Email + Newsletter,Loyalty Rewards Program,Feature Upgrade Offer,Enroll in basic rewards program,5,Enroll in basic rewards program,Offer loyalty discount on upgrade,Send monthly tips newsletter,Provide community forum access
CUST_000529,Australia,Finance,Professional,159.93,3746.9,0.0024943653330865,Low,14.5,532,Normal,Within 30 days,Email + Newsletter,Loyalty Rewards Program,Feature Upgrade Offer,Enroll in loyalty points program,5,Enroll in loyalty points program,Offer anniversary discount,Provide certification program access,Send feature highlight newsletter
CUST_000572,Canada,Consulting,Professional,237.09,5242.25,0.000698942397123,Low,14.47,533,Normal,Within 30 days,Email + Newsletter,Loyalty Rewards Program,Feature Upgrade Offer,Enroll in loyalty points program,5,Enroll in loyalty points program,Offer anniversary discount,Provide certification program access,Send feature highlight newsletter
CUST_000538,Singapore,Education,Professional,157.29,3977.92,0.0014266383742685,Low,14.46,535,Normal,Within 30 days,Email + Newsletter,Loyalty Rewards Program,Feature Upgrade Offer,Enroll in loyalty points program,5,Enroll in loyalty points program,Offer anniversary discount,Provide certification program access,Send feature highlight newsletter
CUST_000656,USA,Healthcare,Enterprise,393.91,8322.47,0.0032943406244157,Low,14.46,534,Normal,Within 30 days,Email + Newsletter,Loyalty Rewards Program,Feature Upgrade Offer,Enroll in enterprise loyalty program,5,Enroll in enterprise loyalty program,Offer multi-year discount incentive,Provide co-marketing opportunities,Invite to customer advisory board
CUST_000473,USA,Technology,Basic,45.08,1227.94,0.0018483132790469,Low,14.43,536,Normal,Within 30 days,Email + Newsletter,Loyalty Rewards Program,Feature Upgrade Offer,Enroll in basic rewards program,5,Enroll in basic rewards program,Offer loyalty discount on upgrade,Send monthly tips newsletter,Provide community forum access
CUST_000465,France,Technology,Basic,35.55,997.03,0.0023793780072422,Low,14.4,538,Normal,Within 30 days,Email + Newsletter,Loyalty Rewards Program,Feature Upgrade Offer,Enroll in basic rewards program,5,Enroll in basic rewards program,Offer loyalty discount on upgrade,Send monthly tips newsletter,Provide community forum access
CUST_000487,Canada,Healthcare,Basic,64.06,1633.27,0.000676467636768,Low,14.4,537,Normal,Within 30 days,Email + Newsletter,Loyalty Rewards Program,Feature Upgrade Offer,Enroll in basic rewards program,5,Enroll in basic rewards program,Offer loyalty discount on upgrade,Send monthly tips newsletter,Provide community forum access
CUST_000988,USA,Healthcare,Premium,1173.05,16696.2,0.0004422741708287,Low,14.39,539,Normal,Within 30 days,Email + Newsletter,Loyalty Rewards Program,Feature Upgrade Offer,Enroll in VIP loyalty rewards program,5,Enroll in VIP loyalty rewards program,Offer referral bonus program,Provide beta access to new features,Send quarterly appreciation gift
CUST_000678,Germany,Consulting,Enterprise,390.42,8533.67,0.0007134402465602,Low,14.37,540,Normal,Within 30 days,Email + Newsletter,Loyalty Rewards Program,Feature Upgrade Offer,Enroll in enterprise loyalty program,5,Enroll in enterprise loyalty program,Offer multi-year discount incentive,Provide co-marketing opportunities,Invite to customer advisory board
CUST_000499,Brazil,Healthcare,Basic,83.05,2115.58,0.0028515251061654,Low,14.34,541,Normal,Within 30 days,Email + Newsletter,Loyalty Rewards Program,Feature Upgrade Offer,Enroll in basic rewards program,5,Enroll in basic rewards program,Offer loyalty discount on upgrade,Send monthly tips newsletter,Provide community forum access
CUST_001264,USA,Education,Premium,2419.71,22136.85,0.0044185082410539,Low,14.33,542,Normal,Within 30 days,Email + Newsletter,Loyalty Rewards Program,Feature Upgrade Offer,Enroll in VIP loyalty rewards program,5,Enroll in VIP loyalty rewards program,Offer referral bonus program,Provide beta access to new features,Send quarterly appreciation gift
CUST_000498,UK,Consulting,Basic,75.25,2015.44,0.0066988802874372,Low,14.31,543,Normal,Within 30 days,Email + Newsletter,Loyalty Rewards Program,Feature Upgrade Offer,Enroll in basic rewards program,5,Enroll in basic rewards program,Offer loyalty discount on upgrade,Send monthly tips newsletter,Provide community forum access
CUST_000543,India,Consulting,Professional,138.96,3599.53,0.0004477775153356,Low,14.29,544,Normal,Within 30 days,Email + Newsletter,Loyalty Rewards Program,Feature Upgrade Offer,Enroll in loyalty points program,5,Enroll in loyalty points program,Offer anniversary discount,Provide certification program access,Send feature highlight newsletter
CUST_000482,USA,Manufacturing,Basic,40.37,1105.93,0.0008115602147401,Low,14.28,545,Normal,Within 30 days,Email + Newsletter,Loyalty Rewards Program,Feature Upgrade Offer,Enroll in basic rewards program,5,Enroll in basic rewards program,Offer loyalty discount on upgrade,Send monthly tips newsletter,Provide community forum access
CUST_000489,France,Media,Basic,45.25,1230.37,0.0007353419664154,Low,14.26,546,Normal,Within 30 days,Email + Newsletter,Loyalty Rewards Program,Feature Upgrade Offer,Enroll in basic rewards program,5,Enroll in basic rewards program,Offer loyalty discount on upgrade,Send monthly tips newsletter,Provide community forum access
CUST_000479,Germany,Education,Basic,30.1,823.29,0.0035251949968748,Low,14.21,547,Normal,Within 30 days,Email + Newsletter,Loyalty Rewards Program,Feature Upgrade Offer,Enroll in basic rewards program,5,Enroll in basic rewards program,Offer loyalty discount on upgrade,Send monthly tips newsletter,Provide community forum access
CUST_000522,UK,Finance,Professional,111.65,2805.74,0.0028162982454977,Low,14.21,548,Normal,Within 30 days,Email + Newsletter,Loyalty Rewards Program,Feature Upgrade Offer,Enroll in loyalty points program,5,Enroll in loyalty points program,Offer anniversary discount,Provide certification program access,Send feature highlight newsletter
CUST_000843,USA,Manufacturing,Enterprise,941.2,13395.9,0.0177353616357335,Low,14.19,549,Normal,Within 30 days,Email + Newsletter,Loyalty Rewards Program,Feature Upgrade Offer,Address payment issues - offer alternative payment methods,5,Enroll in enterprise loyalty program,Offer multi-year discount incentive,Provide co-marketing opportunities,Invite to customer advisory board
CUST_000574,Australia,Technology,Professional,195.55,4328.27,0.0002331336064061,Low,14.14,551,Normal,Within 30 days,Email + Newsletter,Loyalty Rewards Program,Feature Upgrade Offer,Enroll in loyalty points program,5,Enroll in loyalty points program,Offer anniversary discount,Provide certification program access,Send feature highlight newsletter
CUST_000623,Australia,Media,Professional,291.77,6444.35,0.0008317941369153,Low,14.14,550,Normal,Within 30 days,Email + Newsletter,Loyalty Rewards Program,Feature Upgrade Offer,Enroll in loyalty points program,5,Enroll in loyalty points program,Offer anniversary discount,Provide certification program access,Send feature highlight newsletter
CUST_000488,USA,Education,Basic,32.76,854.14,0.0008544968101775,Low,14.13,552,Normal,Within 30 days,Email + Newsletter,Loyalty Rewards Program,Feature Upgrade Offer,Enroll in basic rewards program,5,Enroll in basic rewards program,Offer loyalty discount on upgrade,Send monthly tips newsletter,Provide community forum access
CUST_000724,Canada,Media,Enterprise,505.88,9623.17,0.0042663900797068,Low,14.09,553,Normal,Within 30 days,Email + Newsletter,Loyalty Rewards Program,Feature Upgrade Offer,Enroll in enterprise loyalty program,5,Enroll in enterprise loyalty program,Offer multi-year discount incentive,Provide co-marketing opportunities,Invite to customer advisory board
CUST_000577,Canada,Finance,Professional,168.67,4201.59,0.0005132131644844,Low,14.07,554,Normal,Within 30 days,Email + Newsletter,Loyalty Rewards Program,Feature Upgrade Offer,Enroll in loyalty points program,5,Enroll in loyalty points program,Offer anniversary discount,Provide certification program access,Send feature highlight newsletter
CUST_000595,UK,Real Estate,Professional,217.44,5075.01,0.000796178602231,Low,14.05,555,Normal,Within 30 days,Email + Newsletter,Loyalty Rewards Program,Feature Upgrade Offer,Enroll in loyalty points program,5,Enroll in loyalty points program,Offer anniversary discount,Provide certification program access,Send feature highlight newsletter
CUST_000823,USA,Healthcare,Enterprise,674.15,12108.27,0.0012923005884459,Low,14.03,556,Normal,Within 30 days,Email + Newsletter,Loyalty Rewards Program,Feature Upgrade Offer,Enroll in enterprise loyalty program,5,Enroll in enterprise loyalty program,Offer multi-year discount incentive,Provide co-marketing opportunities,Invite to customer advisory board
